original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date,flagged,catalogue_year
"Douglas (Lord Alfred) -The Rossiad. IS. 6d. net (Galashiels : 40, High St.) R. DAWSON, Feb. 16",66,74,,Douglas (Lord Alfred),The Rossiad.,,"IS. 6d. net (Galashiels : 40, High St.)",W. DAWSON,Feb. 16,False,1916
"Douglas (Charles N.) ed.-Forty thousand quota- tions, prose and poetical. 8vo. 81x55, pp. 1992, ros. 6d, net ; hf.-mor. 155. net HARRAP, Oct. 16",66,74,,Douglas (Charles N.) ed.,"Forty thousand quota- tions, prose and poetical.",8vo.,"81x55, pp. 1992, ros. 6d, net ; hf.-mor. 155. net",HARRAP,Oct. 16,False,1916
"Douglas (H.)-Machine gun manual. Illus. 18mo. 61 x 41, pp. 130, bds. is. net HARRISON, Mar. 16",66,74,,Douglas (H.),Machine gun manual. Illus.,18mo.,"61 x 41, pp. 130, bds. is. net",HARRISON,Mar. 16,False,1916
": Douglas (J.)-Every game check mate ! One hundred games with diagrams and solutions. 18mo. 64 x 4, pp. 178, is. 6d. net HOLLINGS, Jan. 16",67,75,:,Douglas (J.),Every game check mate ! One hundred games with diagrams and solutions.,18mo.,"64 x 4, pp. 178, is. 6d. net",HOLLINGS,Jan. 16,False,1916
"Douglas (Norman)- London street games. 71 x 54, pp. 162, 5s, net.. ST. CATHERINE PR., July 16",67,75,,Douglas (Norman),London street games.,,"71 x 54, pp. 162, 5s, net..",ST. CATHERINE PR.,July 16,False,1916
"Douglas romance, Sladen (D.) 6s. Doule (Sir James)—The Panjab, North-West Frontier Province and Kashmir. 2 maps, 150 illus. Cr. 8vo. 74 x 54, pp. 388, 6s, net. (Prov. Geog. of India) CAMB. UNIV. PR., Aug. 16",67,75,"Douglas romance, Sladen (D.) 6s.",Doule (Sir James),"The Panjab, North-West Frontier Province and Kashmir.",Cr. 8vo.,"2 maps, 150 illus. 74 x 54, pp. 388, 6s, net. (Prov. Geog. of India)",CAMB. UNIV. PR.,Aug. 16,False,1916
"Doulton's Catalogue of selected sanitary ap- pliances for general use. 4to. 121x9, bds. 2s. 6d. net .HARRAP, Nov. 16",67,75,,,Doulton's Catalogue of selected sanitary ap- pliances for general use.,4to.,"121x9, bds. 2s. 6d. net .",HARRAP,Nov. 16,False,1916
"Dowling (Henry George)-Painters' and decora- tors' work. 8vo. 81 X5), pp. 159, 28. 6d. net ROUTLEDGE, July 16",67,75,,Dowling (Henry George),Painters' and decora- tors' work.,8vo.,"81 X5), pp. 159, 28. 6d. net",ROUTLEDGE,July 16,False,1916
"Downer (Earl Bishop)-The Highway of death. 8vo. 8} x 55, 6s. net .... ...S. PHILLIPS, Nov. 16",67,75,,Downer (Earl Bishop),The Highway of death.,8vo.,"8} x 55, 6s. net .... ...",S. PHILLIPS,Nov. 16,False,1916
"Down ward paths : an enquiry into the causes which contribute to the making of the prosti- tute. Foreword by A. Maude Royden. Cr. 8vo. 74 x 44, pp. 213, 25. 6d. net BELL, May 16",67,75,,,Down ward paths : an enquiry into the causes which contribute to the making of the prosti- tute. Foreword by A. Maude Royden.,Cr. 8vo.,"74 x 44, pp. 213, 25. 6d. net",BELL,May 16,False,1916
"Doyle (Sir Arthur Conan)--The British campaign in France and Flanders. 8vo. 9 X 54, pp. 359, 6s. net .HODDER & S., Nov. 16",67,75,,Doyle (Sir Arthur Conan),The British campaign in France and Flanders.,8vo.,"9 X 54, pp. 359, 6s. net .",HODDER & S.,Nov. 16,False,1916
"Doyle (Sir Arthur Conan)-The Lost world. Cheap ed. Cr. 8vo. 71 x 41, pp. 252, is. net HODDER & S., Feb. 16",67,75,,Doyle (Sir Arthur Conan),The Lost world. Cheap ed.,Cr. 8vo.,"71 x 41, pp. 252, is. net",HODDER & S.,Feb. 16,False,1916
"Doyle (Sir Arthur Conan)-A Visit to three Fronts, June, 1916. 18mo. 61 X 4), pp. 79, 6d. net HODDER & S., Aug. 16",67,75,,Doyle (Sir Arthur Conan),"A Visit to three Fronts, June, 1916.",18mo.,"61 X 4), pp. 79, 6d. net",HODDER & S.,Aug. 16,False,1916
"Doyle (Sir A. Conan)-The White company. Cheap ed. 12mo. 63 X 4, pp. 561, 7d. net NELSON, Jan. 16",67,75,,Doyle (Sir A. Conan),The White company. Cheap ed.,12mo.,"63 X 4, pp. 561, 7d. net",NELSON,Jan. 16,False,1916
"Doyle (Lynn) (Leslie Montgomrey)--Mr. Wild- ridge of the bank. Cr. 8vo. 71 x 5, pp. 808, 6s. DUCKWORTH, June 16",67,75,,Doyle (Lynn) (Leslie Montgomrey),Mr. Wild- ridge of the bank.,Cr. 8vo.,"71 x 5, pp. 808, 6s.",DUCKWORTH,June 16,False,1916
"Doyle (P. A.)The Hook in the harvest : in three acts: a drama of Irish life about the year 1852, Cr. 8vo. 71 x 5, pp. 48, swd., Is. net MAUNSEL, May 16",67,75,,Doyle (P. A.),"The Hook in the harvest : in three acts: a drama of Irish life about the year 1852,",Cr. 8vo.,"71 x 5, pp. 48, swd., Is. net",MAUNSEL,May 16,False,1916
"Drake (Edward)—The Universal mind and the Great War. Cr. 8vo. 1 x 41, bds. 28. 6d. net DANIEL, Apr. 16",67,75,,Drake (Edward),The Universal mind and the Great War.,Cr. 8vo.,"1 x 41, bds. 28. 6d. net",DANIEL,Apr. 16,False,1916
"Drake (F. W.)-Masters of the spiritual life. Cr. 8vo. 78 X 5, pp. 170, 28. 6d. net LONGMANS, Mar. 16",67,75,,Drake (F. W.),Masters of the spiritual life.,Cr. 8vo.,"78 X 5, pp. 170, 28. 6d. net",LONGMANS,Mar. 16,False,1916
"Drake (Maurice)-The Ocean sleuth. 18mo. 7x41, pp. 224, is. net ...VIETHUÊN, Sep. 16",67,75,,Drake (Maurice),The Ocean sleuth.,18mo.,"7x41, pp. 224, is. net ...",METHUEN,Sep. 16,False,1916
"Drake (Maurice)-WO2. Cr. 8vo. 7 X 4, PP. 319, IS. net . METHUEN, July 16",67,75,,Drake (Maurice),WO2.,Cr. 8vo.,"7 X 4, PP. 319, IS. net .",METHUEN,July 16,False,1916
"Drake (Maurice and Wilfred)-Saints and their emblems. Illus. fr. photographs and drawings by W. Drake. Foreword by A. Vallance. Folio 14 X8], pp. 254, cl. back 425. net LAURIE, May 16",67,75,,Drake (Maurice and Wilfred),Saints and their emblems. Illus. fr. photographs and drawings by W. Drake. Foreword by A. Vallance.,Folio,"14 X8], pp. 254, cl. back 425. net",LAURIE,May 16,False,1916
"Draper (Charles H.)-Elementary physical science : mechanics and heat. Cr. 8vo. 7+X 41, 2s. 6d... .BLACKIE, Mar. 16",67,75,,Draper (Charles H.),Elementary physical science : mechanics and heat.,Cr. 8vo.,"7+X 41, 2s. 6d...",BLACKIE,Mar. 16,False,1916
"Draper (Charles H.)—Sound, light, magnetism and electricity. Cr. 8vo. 71x41, 2s. 6d. BLACKIE, Mar. 16",67,75,,Draper (Charles H.),"Sound, light, magnetism and electricity.",Cr. 8vo.,"71x41, 2s. 6d.",BLACKIE,Mar. 16,False,1916
"Draycott (G. M.)-Mahomet, founder of Islam. 8vo. 9 X 51, pp. 351, 1os. 6d. net SECKER, Sep. 16",67,75,,Draycott (G. M.),"Mahomet, founder of Islam.",8vo.,"9 X 51, pp. 351, 1os. 6d. net",SECKER,Sep. 16,False,1916
"Dreams : their meaning and influence. I'mo. 64X4, pp. 85, is. net .. SIMPKIN, Aug. 16",67,75,,,Dreams : their meaning and influence.,I'mo.,"64X4, pp. 85, is. net ..",SIMPKIN,Aug. 16,False,1916
"Dreiser (Theodore)--Plays of the natural and supernatural. Imp. 16mo. 8} x6, pp. 228, 6s. net .LANE, Oct. 16",67,75,,Dreiser (Theodore),Plays of the natural and supernatural.,Imp. 16mo.,"8} x6, pp. 228, 6s. net .",LANE,Oct. 16,False,1916
"Drew (Thomas)-Aids to the use of maps em- ployed by the English, French, Belgian and German Armies. pp. 85, swd. is. net JARROLD, May 16",67,75,,Drew (Thomas),"Aids to the use of maps em- ployed by the English, French, Belgian and German Armies.",,"pp. 85, swd. is. net",JARROLD,May 16,False,1916
"Drink. See also Alcohol is Liquor, &c. Drink water (John)-Olton Pools. Cr. 8vo. 77X5, pp. 42, 25. 6d. net SIDGWICK & J., Dec. 16",67,75,"Drink. See also Alcohol is Liquor, &c.",Drinkwater (John),Olton Pools.,Cr. 8vo.,"77X5, pp. 42, 25. 6d. net",SIDGWICK & J.,Dec. 16,False,1916
"Droz (Gustave)--Papa, mamma, and baby. 77 x 54, pp. 248, is, net GRAFTON, Oct. 16",67,75,,Droz (Gustave),"Papa, mamma, and baby.",,"77 x 54, pp. 248, is, net",GRAFTON,Oct. 16,False,1916
"Drummond (Hamilton)—The Half-priest. · Cr. 8vo. 77X5, pp. 319, 6s. ..S. PAUL, July 16",67,75,,Drummond (Hamilton),The Half-priest.,Cr. 8vo.,"77X5, pp. 319, 6s. ..",S. PAUL,July 16,False,1916
"Drummond (W. B.)-Physiology for nurses. Cr. 8vo. 71 x 5, pp. 212, 25. 6d. net E. ARNOLD, Feb. 16",67,75,,Drummond (W. B.),Physiology for nurses.,Cr. 8vo.,"71 x 5, pp. 212, 25. 6d. net",E. ARNOLD,Feb. 16,False,1916
"Drummond (William Henry)—The Habitant and other French-Canadian poems. New ed. Cr. 8vo. 8 X 54, 55. net PUTNAM, Jan, 16",67,75,,Drummond (William Henry),The Habitant and other French-Canadian poems. New ed.,Cr. 8vo.,"8 X 54, 55. net",PUTNAM,Jan. 16,False,1916
"Dru mont (Madame Edouard)—A French Mother in war time. Transl. by Grace R. Biver. Cr. 8vo., 74 X5, pp. 180. 35. 6d. net. E. ARNOLD, May 16",67,75,,Dru mont (Madame Edouard),A French Mother in war time. Transl. by Grace R. Biver.,Cr. 8vo.,"74 X5, pp. 180. 35. 6d. net.",E. ARNOLD,May 16,False,1916
"Drury (W. P.)—Bearers of the burden: being stories of land and sea. New and cheaper ed. Cr. 8vo. 7x47, pp. 246, is. net CHAPMAN & H., June 16",68,76,,Drury (W. P.),Bearers of the burden: being stories of land and sea. New and cheaper ed.,Cr. 8vo.,"7x47, pp. 246, is. net",CHAPMAN & H.,June 16,False,1916
"Drury (W. P.)—The Shadow on the quarter-deck. New and cheaper ed. Cr. 8vo. 7 X 41, pp. 308, IS. net CHAPMAN & H., June 16",68,76,,Drury (W. P.),The Shadow on the quarter-deck. New and cheaper ed.,Cr. 8vo.,"7 X 41, pp. 308, IS. net",CHAPMAN & H.,June 16,False,1916
"Dryden (John)-Select prose works. 18mo. 6 x 41, clo., swd., 6d. (Sixpenny English texts) BELL, Mar. 16",68,76,,Dryden (John),Select prose works.,18mo.,"6 x 41, clo., swd., 6d. (Sixpenny English texts)",BELL,Mar. 16,False,1916
"Dublin University Calendar, 1915-1916. Vol. 2. Cr. 8vo. 73x41, 28. net LONGMANS, May 16",68,76,,,"Dublin University Calendar, 1915-1916. Vol. 2.",Cr. 8vo.,"73x41, 28. net",LONGMANS,May 16,False,1916
"Dublin University Calendar, 1916–1917. Vol. 1. Cr. 8vo. 77 x 41, 28. net ..LONGMANS, Oct. 16",68,76,,,"Dublin University Calendar, 1916–1917. Vol. 1.",Cr. 8vo.,"77 x 41, 28. net ..",LONGMANS,Oct. 16,False,1916
"Duchesne (A. E.)-Democracy and Empire. Diag: and maps. Med. 8vo. 91X61, pp. 116, 25. 6d. net (Ryl. Colonial Institute monographs) MILFORD, Sep. 16",68,76,,Duchesne (A. E.),Democracy and Empire. Diag: and maps.,Med. 8vo.,"91X61, pp. 116, 25. 6d. net (Ryl. Colonial Institute monographs)",MILFORD,Sep. 16,False,1916
"Duck worth (Sir Dyce)-Women's place in the World. 6d. net JARROLD, July 16",68,76,,Duck worth (Sir Dyce),Women's place in the World.,,6d. net,JARROLD,July 16,False,1916
"Duckworth (Lawrence)—The Principles of marine law. 3rd ed. revised. 8vo. 81x55, pp. 402, 75. 6d. net .I. PITMAN, Feb. 16",68,76,,Duckworth (Lawrence),The Principles of marine law. 3rd ed. revised.,8vo.,"81x55, pp. 402, 75. 6d. net .",I. PITMAN,Feb. 16,False,1916
"Dudden (F. Homes)-The Problem of human suffering and the war : four sermons. Cr. 8vo. 74x5, pp. 62, is. 6d. net; swd. is, net LONGMANS, Feb. 16",68,76,,Dudden (F. Homes),The Problem of human suffering and the war : four sermons.,Cr. 8vo.,"74x5, pp. 62, is. 6d. net; swd. is, net",LONGMANS,Feb. 16,False,1916
"Dudenoy (Frank M.)-The Exporter's handbook and glossary. Foreword by W. Eglington. 8vo. 84 X51, pp. 252, 5s. net ..PITMAN, Apr. 16",68,76,,Dudenoy (Frank M.),The Exporter's handbook and glossary. Foreword by W. Eglington.,8vo.,"84 X51, pp. 252, 5s. net ..",PITMAN,Apr. 16,False,1916
"Dudeney (Mrs. Henry)-A Runaway ring. Cheap ed. Cr. 8vo. 73 X 41, pp. 318, 28. net HEINEMANN, Apr. 16",68,76,,Dudeney (Mrs. Henry),A Runaway ring. Cheap ed.,Cr. 8vo.,"73 X 41, pp. 318, 28. net",HEINEMANN,Apr. 16,False,1916
"Dudeney (Mrs. Henry)-A Sense of scarlet and other stories. Cheap ed. Cr. 8vo. 7*4*, pp. 364, Is. net HEINEMANN, May 16",68,76,,Dudeney (Mrs. Henry),A Sense of scarlet and other stories. Cheap ed.,Cr. 8vo.,"7*4*, pp. 364, Is. net",HEINEMANN,May 16,False,1916
"Dudeney (Mrs. Henry)-Set to partners : a novel. Cheaper ed. Cr. 8vo. 71 x 41, pp. 326, 28. net HEINEMANN, May 16",68,76,,Dudeney (Mrs. Henry),Set to partners : a novel. Cheaper ed.,Cr. 8vo.,"71 x 41, pp. 326, 28. net",HEINEMANN,May 16,False,1916
"Dudenoy (Mrs. Henry)-The Story of Susan. Cheap ed. Cr. 8vo. 71 x 41, pp. 348, 25. net HEINEMANN, Apr. 16",68,76,,Dudenoy (Mrs. Henry),The Story of Susan. Cheap ed.,Cr. 8vo.,"71 x 41, pp. 348, 25. net",HEINEMANN,Apr. 16,False,1916
"Dudeney (Mrs. Henry)-Traveller's samples. Cr. 8vo. 73 x 44, pp. 320, 6s. MILLS & B., Apr. 16",68,76,,Dudeney (Mrs. Henry),Traveller's samples.,Cr. 8vo.,"73 x 44, pp. 320, 6s.",MILLS & B.,Apr. 16,False,1916
"Dudloy (Anita)-Dream-dragons. Ryl. 8vo. 101x75, swd. 5s, net.... HUMPHREYS, May 16",68,76,,Dudloy (Anita),Dream-dragons.,Ryl. 8vo.,"101x75, swd. 5s, net....",HUMPHREYS,May 16,False,1916
"Dudley (Anita) Valediction, sonnets to Kitchener. 8vo, is, net..HUMPHREYS, July 16",68,76,,Dudley (Anita),"Valediction, sonnets to Kitchener.","8vo,","is, net..",HUMPHREYS,July 16,False,1916
"Dúf (A. Wilmer)-A Text book of physics. 4th ed., rev. 8vo. 1os. 6d. net CHURCHILL, Oct. 16",68,76,,Dúf (A. Wilmer),"A Text book of physics. 4th ed., rev.",8vo.,1os. 6d. net,CHURCHILL,Oct. 16,False,1916
"Duft (Esther Lilian)-Bohemian glass. Cr. 8vo. 8x54, pp. 82, swd. 28. net. (“Adventurers All' ser. No. 3) .BLACKWELL, June 16",68,76,,Duft (Esther Lilian),Bohemian glass.,Cr. 8vo.,"8x54, pp. 82, swd. 28. net. (“Adventurers All' ser. No. 3)",BLACKWELL,June 16,False,1916
"Duft (J. D.)-Silva Latina: a Latin reading-bk. 2nd ed. Éxtra fcap. 8vo. 64 x 4), pp. 242, 25. 6d. net. (Pitt Press ser.) CAMB. UNIV. PR., May 16",68,76,,Duft (J. D.),Silva Latina: a Latin reading-bk. 2nd ed.,Éxtra fcap. 8vo.,"64 x 4), pp. 242, 25. 6d. net. (Pitt Press ser.)",CAMB. UNIV. PR.,May 16,False,1916
"Dufforin and Ava (Dowager Marchioness)-My Russian and Turkish journals. 8vo. 9 X 5t, pp. 356, Ios. 6d. net... .MURRAY, Nov. 16",68,76,,Dufforin and Ava (Dowager Marchioness),My Russian and Turkish journals.,8vo.,"9 X 5t, pp. 356, Ios. 6d. net...",MURRAY,Nov. 16,False,1916
"Duffin (H. C.)-Thomas Hardy : a study of the Wessex Novels. Cr. 8vo. 71 X 5, pp. 224, 58. net ...LONGMANS, May 16",68,76,,Duffin (H. C.),Thomas Hardy : a study of the Wessex Novels.,Cr. 8vo.,"71 X 5, pp. 224, 58. net ...",LONGMANS,May 16,False,1916
"Dugard (Henry)-The Battle of Verdun, Feb. 21- May 7. Cr. 8vo. 8 X 51, pp. 300, 6s. net in HUTCHINSON, Dec. 16",68,76,,Dugard (Henry),"The Battle of Verdun, Feb. 21- May 7.",Cr. 8vo.,"8 X 51, pp. 300, 6s. net in",HUTCHINSON,Dec. 16,False,1916
"Duimov (Osip)-The Flight from the Cross. Trans. by G. M. Foakes. Cr. 8vo. 71 x 5, pp. 260, 6s. W. LAURIE, Mar. 16",68,76,,Duimov (Osip),The Flight from the Cross. Trans. by G. M. Foakes.,Cr. 8vo.,"71 x 5, pp. 260, 6s.",T. W. LAURIE,Mar. 16,False,1916
"Dulac (Edmund)- Edmund Dulac's Fairy-bk. : fairy tales of the Allied Nations. Fol. It x9, pp. 170, 6s. net; ed. de luxe, 218. net HODDER & S., Dec. 16",68,76,,Dulac (Edmund),Edmund Dulac's Fairy-bk. : fairy tales of the Allied Nations.,Fol.,"It x9, pp. 170, 6s. net; ed. de luxe, 218. net",HODDER & S.,Dec. 16,False,1916
"Dumar (Claud)--Picturesque poems of the war. 77 x 4, pp. 31, Is. net....STOCKWELL, Aug. 16",68,76,,Dumar (Claud),Picturesque poems of the war.,,"77 x 4, pp. 31, Is. net....",STOCKWELL,Aug. 16,False,1916
"Dumas (Alexandre)——The Neapolitan lovers. Tr. w. intro. by R. s. Garnett. Cr. 8vo. 78 X5. pp. 336, 6s. S. PAUL, Aug. 16",68,76,,Dumas (Alexandre),The Neapolitan lovers. Tr. w. intro. by R. s. Garnett.,Cr. 8vo.,"78 X5. pp. 336, 6s.",S. PAUL,Aug. 16,False,1916
"Dumas (Alexandre)—The Three musketeers. Cheap ed. Cr. 8vo. 71 x 5, pp. 542, is. id. net COLLINS, May 16",68,76,,Dumas (Alexandre),The Three musketeers. Cheap ed.,Cr. 8vo.,"71 x 5, pp. 542, is. id. net",COLLINS,May 16,False,1916
"Dumont (Theron)-Prac. memory training. Cr. 8vo. 7* x 5, ós. 6d. net ..FOWLER, Aug. 16",68,76,,Dumont (Theron),Prac. memory training.,Cr. 8vo.,"7* x 5, ós. 6d. net ..",FOWLER,Aug. 16,False,1916
"Duncan (F. Martin)--Wonders of plant life. 38. 6d. net .FROWDE AND H. & S., Nov. 16",68,76,,Duncan (F. Martin),Wonders of plant life.,,38. 6d. net .,FROWDE AND H. & S.,Nov. 16,False,1916
"Duncan (Frances)-Roberta of Roseberry Gardens. Cr. 8vo. 8 X 5, pp. 265, 4s. 6d. net CONSTABLE, July 16",68,76,,Duncan (Frances),Roberta of Roseberry Gardens.,Cr. 8vo.,"8 X 5, pp. 265, 4s. 6d. net",CONSTABLE,July 16,False,1916
"Duncan (James) — With the C.L.B. Battalion in France. Cr. 8vo. 71 x 5, pp. 120, 25. 60. net SKEFFINGTON, Dec. 16",68,76,,Duncan (James),With the C.L.B. Battalion in France.,Cr. 8vo.,"71 x 5, pp. 120, 25. 60. net",SKEFFINGTON,Dec. 16,False,1916
"Dunk (John L.)-Hyperacoustics. Div. 1. Simultaneous tonality. 8vo. 87 x6, pp. 311, 78. 6d. net DENT, July 16",68,76,,Dunk (John L.),Hyperacoustics. Div. 1. Simultaneous tonality.,8vo.,"87 x6, pp. 311, 78. 6d. net",DENT,July 16,False,1916
"Dunlop (W. Cathcart)—Undersongs. Transla- tions and other verses. Cr. 8vo. 71 x 5, pp. 82, 28. 6d. net ........E. MACDONALD, June 16",68,76,,Dunlop (W. Cathcart),Undersongs. Transla- tions and other verses.,Cr. 8vo.,"71 x 5, pp. 82, 28. 6d. net",E. MACDONALD,June 16,False,1916
"Dunn (F. B.)-Industrial uses of fuel oil. 8vo. 81x55, 125. 6d. net .SPON, Aug. 16",68,76,,Dunn (F. B.),Industrial uses of fuel oil.,8vo.,"81x55, 125. 6d. net .",SPON,Aug. 16,False,1916
"Dunn (John Duncan)-ABC of golf. Illus. 18mo. 68 x 41, pp, 130, 25. net HARPER, May 16",68,76,,Dunn (John Duncan),ABC of golf. Illus.,18mo.,"68 x 41, pp, 130, 25. net",HARPER,May 16,False,1916
"Dunn (Waldo H.)-English biography. Cr. 8vo. 87x5}, pp. 343, 5s. net ....DENT, Oct. 16",68,76,,Dunn (Waldo H.),English biography.,Cr. 8vo.,"87x5}, pp. 343, 5s. net ....",DENT,Oct. 16,False,1916
"Dunsany (Lord)—Tales of wonder. Cr. 8vo. 74 x 6, pp. 187, 35. net . MATHEWS, Dec. 16",68,76,,Dunsany (Lord),Tales of wonder.,Cr. 8vo.,"74 x 6, pp. 187, 35. net .",MATHEWS,Dec. 16,False,1916
"Dunstan (A. E.) and Thole (F. B.)-A Senior exper. chemistry. 55. .... .METHUEN, June 16",68,76,,Dunstan (A. E.) and Thole (F. B.),A Senior exper. chemistry.,,55. .... .,METHUEN,June 16,False,1916
"Dupont (Marcel)—In the field (1914-1915): the impressions of an officer of light cavalry. Trans. by H. W. Hill. Cr. 8vo. 71 x 47, pp. 319, 35. 6d. net .HEINEMANN, Mar. 16",68,76,,Dupont (Marcel),In the field (1914-1915): the impressions of an officer of light cavalry. Trans. by H. W. Hill.,Cr. 8vo.,"71 x 47, pp. 319, 35. 6d. net .",HEINEMANN,Mar. 16,False,1916
"Duquet (Alfred)-Ireland and France. Tr. fr. French. Intro., notes and appen. by J. de L. Smyth. 78x57, pp. 200, 3s. 6d. net MAUNSEL, Aug. 16",68,76,,Duquet (Alfred),"Ireland and France. Tr. fr. French. Intro., notes and appen. by J. de L. Smyth.",,"78x57, pp. 200, 3s. 6d. net",MAUNSEL,Aug. 16,False,1916
"Durant (M.)-First-fruits. Cr. 8vo. 7* X5, pp. 328, 6s. .LONG, Jan. 16",68,76,,Durant (M.),First-fruits.,Cr. 8vo.,"7* X5, pp. 328, 6s.",LONG,Jan. 16,False,1916
"Durban Museum-Annals. Vol. I, pts. I to 3. Ed. by the Curator, E. C. Chubb. Illus. 20 pl. Ryl. 8vo. 10X7, pp. 290, 5s. net WESLEY, June 16",68,76,,,"Durban Museum-Annals. Vol. I, pts. I to 3. Ed. by the Curator, E. C. Chubb. Illus. 20 pl.",Ryl. 8vo.,"10X7, pp. 290, 5s. net",WESLEY,June 16,False,1916
"Durham (Harry W.)-Saws: their care and treatment. Cr. 8vo. 71 x 5, pp. 272, 5s. net W. RIDER, Dec. 16",68,76,,Durham (Harry W.),Saws: their care and treatment.,Cr. 8vo.,"71 x 5, pp. 272, 5s. net",W. RIDER,Dec. 16,False,1916
"Durham (W. E.)-Summer holidays in the Alps. Fol. 104 x7, pp. 207, 155. net UNWIN, Sep. 16",69,77,,Durham (W. E.),Summer holidays in the Alps.,Fol.,"104 x7, pp. 207, 155. net",UNWIN,Sep. 16,False,1916
"Durham Diocesan calendar, clergy list and church almanack for 1916. Ed. by the Rev. F. W. Glyn. Cr. 8vo. 71 x 5, pp. 298, swd., IS. (Durham) J. O. TAYLOR, Feb. 16",69,77,,,"Durham Diocesan calendar, clergy list and church almanack for 1916. Ed. by the Rev. F. W. Glyn.",Cr. 8vo.,"71 x 5, pp. 298, swd., IS. (Durham)",J. O. TAYLOR,Feb. 16,False,1916
"Dutt (Romesh)-The Economic hist. of India in the Victorian Age: fr. the accession of Queen Victoria in 1837 to the commencement of the 20th cent. 4th ed. Svo. 87 X54, pp. 650, 75, 6d. net ..K. PAUL, May 16",69,77,,Dutt (Romesh),The Economic hist. of India in the Victorian Age: fr. the accession of Queen Victoria in 1837 to the commencement of the 20th cent. 4th ed.,Svo.,"87 X54, pp. 650, 75, 6d. net ..",K. PAUL,May 16,False,1916
"Dutt (Romesh)—The Economic hist. of India under early British rule: fr. the rise of the British power in 1757 to the accession of Queen Victoria in 1837. 4th ed. 8vo. 9 X 51, pp. 460, 78, 6d. net ..K. PAUL, May 16",69,77,,Dutt (Romesh),The Economic hist. of India under early British rule: fr. the rise of the British power in 1757 to the accession of Queen Victoria in 1837. 4th ed.,8vo.,"9 X 51, pp. 460, 78, 6d. net ..",K. PAUL,May 16,False,1916
"Dwight (H. G.)-Stamboul nights. Cr. 8vo. 73 x 5, pp. 382, 58. net .HODDER & S., June 16",69,77,,Dwight (H. G.),Stamboul nights.,Cr. 8vo.,"73 x 5, pp. 382, 58. net .",HODDER & S.,June 16,False,1916
"Dwight (Henry Otis)— The Centennial history of the American Bible Society. 2 vols. Cr. 8vo. 74 x 51, 8s. 6d. net . MACMILLAN, July 16",69,77,,Dwight (Henry Otis),The Centennial history of the American Bible Society. 2 vols.,Cr. 8vo.,"74 x 51, 8s. 6d. net .",MACMILLAN,July 16,False,1916
"Dwyer (Vera G.)--Conquering Hal. Cr. 8vo. 7* X 5, pp. 319; 28. 6d. net WARD, L., Aug. 16",69,77,,Dwyer (Vera G.),Conquering Hal.,Cr. 8vo.,"7* X 5, pp. 319; 28. 6d. net","WARD, L.",Aug. 16,False,1916
"Dymond (Jonathan)—War : its causes, conse- quences, lawfulness, &c. : an essay. Foreword by Rt. Hon. Thomas Burt. 78 X 4, pp. 88, IS. FRIENDS' PEACE COM., June 16",69,77,,Dymond (Jonathan),"War : its causes, conse- quences, lawfulness, &c. : an essay. Foreword by Rt. Hon. Thomas Burt.",,"78 X 4, pp. 88, IS.",FRIENDS' PEACE COM.,June 16,False,1916
"Dyson (Will) —War cartoons. Folio, 12 X 91, is. net HODDER & S., July 16",69,77,,Dyson (Will),War cartoons.,"Folio,","12 X 91, is. net",HODDER & S.,July 16,False,1916
"Eames (John)-The Shattered temple. 2nd ed. Cr. 8vo. 39. 6d. net ....ALLENSON, Nov. 16",69,77,,Eames (John),The Shattered temple. 2nd ed.,Cr. 8vo.,39. 6d. net ....,ALLENSON,Nov. 16,False,1916
"Earle (Alice Morse)—Old time gardens newly set forth: a book of the sweet o' the year. Re- print. Imp. 16mo. 71 x 54, pp. 510, 8s. 6d. net MACMILLAN, Apr. 16",69,77,,Earle (Alice Morse),Old time gardens newly set forth: a book of the sweet o' the year. Re- print.,Imp. 16mo.,"71 x 54, pp. 510, 8s. 6d. net",MACMILLAN,Apr. 16,False,1916
"Earle (E. H.)-Griselda : a poetic drama founded on Boccaccio's novel and Chaucer's poem. 64 x 5}, pp. 64, Is. net ....A. BROWN, Feb. 16",69,77,,Earle (E. H.),Griselda : a poetic drama founded on Boccaccio's novel and Chaucer's poem.,,"64 x 5}, pp. 64, Is. net ....",A. BROWN,Feb. 16,False,1916
"Earle (Rosamond M.)-The Traffic of Jacob's Ladder : letters fr. Switzerland in war time. Cr. 8vo. 74 x 5, pp. 127, 25. 6d. net R. SCOTT, July 16",69,77,,Earle (Rosamond M.),The Traffic of Jacob's Ladder : letters fr. Switzerland in war time.,Cr. 8vo.,"74 x 5, pp. 127, 25. 6d. net",R. SCOTT,July 16,False,1916
"Early days : the children's own story bk. Ryl. 8vo. 101x71, is. 6d. net . KELLY, Dec. 16",69,77,,,Early days : the children's own story bk.,Ryl. 8vo.,"101x71, is. 6d. net .",KELLY,Dec. 16,False,1916
"Earp (T. W.)- Contacts and other poems. Cr. 8vo. 8 X 5), pp. 68, swd. 2s. net. (“ Adventurers All” ser. No.4) BLACKWELL, June 16",69,77,,Earp (T. W.),Contacts and other poems.,Cr. 8vo.,"8 X 5), pp. 68, swd. 2s. net. (“ Adventurers All” ser. No.4)",BLACKWELL,June 16,False,1916
