original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date,flagged,catalogue_year
"Fonn (E. A. Humphery)—“ Soccer"" boys. 18mo. 5*x 41, pp. 67, swd. od. net J. BROWN, Feb. '22",98,106.0,,Fonn (E. A. Humphery),""" Soccer"" boys.",18mo.,"5*x 41, pp. 67, swd. od. net",J. BROWN,Feb. 22,False,1922
"Fenn (G. Manville)— The Cankerworm ; epi- sodes of a woman's life. New ed. Cr. 8vo. 7X5, pp. 415, 25. net..CHATTO & W., Sept. '22",98,106.0,,Fenn (G. Manville),The Cankerworm ; epi- sodes of a woman's life. New ed.,Cr. 8vo.,"7X5, pp. 415, 25. net..",CHATTO & W.,Sept. 22,False,1922
"Fenn (George Manville) —Devon boys : a tale of the north shore. Illus. by Gordon Browne. Cr. 8vo. 7} * 5, pp. 384, 4s. net. BLACKIE, Sept. '22",98,106.0,,Fenn (George Manville),Devon boys : a tale of the north shore. Illus. by Gordon Browne.,Cr. 8vo.,"7} * 5, pp. 384, 4s. net.",BLACKIE,Sept. 22,False,1922
"Fenn (George Manville)-Dick o' the Fens: a tale of the Great East Swamp. Illus. Cr. 8vo. 75 X 5, pp. 383, 4s. net....BLACKIE, Sept. '22",98,106.0,,Fenn (George Manville),Dick o' the Fens: a tale of the Great East Swamp. Illus.,Cr. 8vo.,"75 X 5, pp. 383, 4s. net....",BLACKIE,Sept. 22,False,1922
"Fenn (George Manville)—The Golden magnet : a tale of the land of the Incas. Illus. Cr. 8vo. 73 X 5, pp. 384, 4s. net….BLACKIE, Sept. '22",98,106.0,,Fenn (George Manville),The Golden magnet : a tale of the land of the Incas. Illus.,Cr. 8vo.,"73 X 5, pp. 384, 4s. net….",BLACKIE,Sept. 22,False,1922
"Fenn (George Manville)- In the King's name ; or, The Cruise of the “ Kestrel."" Illus. Cr. 8vo. 73 X 5, pp. 384, 4s. net. BLACKIE, Sept. '22",98,106.0,,Fenn (George Manville),"In the King's name ; or, The Cruise of the “ Kestrel."" Illus.",Cr. 8vo.,"73 X 5, pp. 384, 4s. net.",BLACKIE,Sept. 22,False,1922
"Fonn (George Manville)-The Master of the ceremonies. Cheap ed. Cr. 8vo. 7 X 5, PP. 448, 2s. net...... .CHATTO & W., Oct.' 22",98,106.0,,Fonn (George Manville),The Master of the ceremonies. Cheap ed.,Cr. 8vo.,"7 X 5, PP. 448, 2s. net...... .",CHATTO & W.,Oct. 22,False,1922
"Fenn (George Manville)-A Terrible coward ; and, Son Philip. Illus. Cr. 8vo. 71x4}, pp. 160, 28. 6d. net......BLACKIE, Sept. '22",98,106.0,,Fenn (George Manville),"A Terrible coward ; and, Son Philip. Illus.",Cr. 8vo.,"71x4}, pp. 160, 28. 6d. net......",BLACKIE,Sept. 22,False,1922
"Fenn (William W.)- Immortality and theism, (Ingersoll lecture, 1921.) 74 x 4*, PP. 41, 43. 6d. net .(Harvard Univ. Pr.) MILFORD, Mar, '22",98,106.0,,Fenn (William W.),"Immortality and theism, (Ingersoll lecture, 1921.)",,"74 x 4*, PP. 41, 43. 6d. net",(Harvard Univ. Pr.) MILFORD,Mar. 22,False,1922
"Fennell (Bertha)--Life hid with Christ in God. Cr. 8vo. 71 x 4$, pp. 206, swd. 33. net MARSHALL BROS , Jan.'22",98,106.0,,Fennell (Bertha),Life hid with Christ in God.,Cr. 8vo.,"71 x 4$, pp. 206, swd. 33. net",MARSHALL BROS.,Jan. 22,False,1922
"Fenner (E. G.)—Everybody's book of geology, 18mo, 53x43, pp. 144, swd. is. net. HOLDEN & H., Aug. '22",98,106.0,,Fenner (E. G.),"Everybody's book of geology,","18mo,","53x43, pp. 144, swd. is. net.",HOLDEN & H.,Aug. 22,False,1922
"Fenton (H. J. H.)--Notes on qualitative analysis, concise and explanatory : supplement. Ryl. 8vo. 9**77, pp. 47, swd. 35. 6d. net CAMB. UNIV. PR., June '22",98,106.0,,Fenton (H. J. H.),"Notes on qualitative analysis, concise and explanatory : supplement.",Ryl. 8vo.,"9**77, pp. 47, swd. 35. 6d. net",CAMB. UNIV. PR.,June 22,False,1922
"Ferbor (Edna)—The Girls. Cr. 8vo. 78 X 5, pp. 374 75. 6d, net. (Heinemann's Atlantic lib.) HEINEMANN, May'22",98,106.0,,Ferbor (Edna),The Girls.,Cr. 8vo.,"78 X 5, pp. 374 75. 6d, net. (Heinemann's Atlantic lib.)",HEINEMANN,May 22,False,1922
"Forgus (John)-A Short sketch of the history of early medicine. 98 x 64, pp. 43, swd. is. (GLASGOW) A. STENHOUSE, Nov. '22",99,107.0,,Forgus (John),A Short sketch of the history of early medicine.,,"98 x 64, pp. 43, swd. is. (GLASGOW)",A. STENHOUSE,Nov. 22,False,1922
"Ferguson (Fergus, Rev.)-The Adventure, and other Sunday talks with the young people. Cr. 8vo. 71 x 5, pp. 183, 5s. net. HODDER & S., Oct. '22",99,107.0,,"Ferguson (Fergus, Rev.)","The Adventure, and other Sunday talks with the young people.",Cr. 8vo.,"71 x 5, pp. 183, 5s. net.",HODDER & S.,Oct. 22,False,1922
"Forgusson (Harvey)—The Blood of the con- querors. Cr. 8vo. 74 x 5, pp. 246, 7s. 6d. net. CHAPMAN & H., Sept. '22",99,107.0,,Forgusson (Harvey),The Blood of the con- querors.,Cr. 8vo.,"74 x 5, pp. 246, 7s. 6d. net.",CHAPMAN & H.,Sept. 22,False,1922
"Fernald (James C.)-Connectives of English speech. Cr. 8vo. 73 x 57, pp. 334, 8s. 6d. net. FUNK & W., July '22",99,107.0,,Fernald (James C.),Connectives of English speech.,Cr. 8vo.,"73 x 57, pp. 334, 8s. 6d. net.",FUNK & W.,July 22,False,1922
"Fornald (James C.)—The Desk standard dic- tionary of the English language. Illus. New ed., by Frank H. Vizetelly. 8vo. 9x64, 125. 6d. net (Ithr. back, indexed) 215. net. FUNK & W., July '22",99,107.0,,Fornald (James C.),"The Desk standard dic- tionary of the English language. Illus. New ed., by Frank H. Vizetelly.",8vo.,"9x64, 125. 6d. net (Ithr. back, indexed) 215. net.",FUNK & W.,July 22,False,1922
"Fernald (James C.)-English synonyms and antonyms : with notes on the correct use of prepositions. New ed. Cr. 8vo. 71 x 57, pp. 742, ios. 6d. net. (Standard Educational Ser.) FUNK & W., July '22",99,107.0,,Fernald (James C.),English synonyms and antonyms : with notes on the correct use of prepositions. New ed.,Cr. 8vo.,"71 x 57, pp. 742, ios. 6d. net. (Standard Educational Ser.)",FUNK & W.,July 22,False,1922
"Ferrero (Guglielmo)-The Ruin of the ancient civilization and the triumph of Christianity. Trans. by the Hon. Lady Whitehead. 8vo. 9x54, pp. 217, 12. 6d. net PUTNAMS, May'22",99,107.0,,Ferrero (Guglielmo),The Ruin of the ancient civilization and the triumph of Christianity. Trans. by the Hon. Lady Whitehead.,8vo.,"9x54, pp. 217, 12. 6d. net",PUTNAM,May 22,False,1922
"Fetler (William)-The Stundist in Siberian exile, and other Poems. With a prologue by Gabriel Derzhavin, and an epilogue by Barbara Fetler. 9 illus: Cr. 8vo, 71 x 5, pp. 109, 35 net. MORGAN & S., Nov. '22",99,107.0,,Fetler (William),"The Stundist in Siberian exile, and other Poems. With a prologue by Gabriel Derzhavin, and an epilogue by Barbara Fetler.",Cr. 8vo,"9 illus: 71 x 5, pp. 109, 35 net.",MORGAN & S.,Nov. 22,False,1922
"Few (Herbert P.)-Elementary determinants for electrical engineers. 71 X 5, pp. 98, 4s. net. RENTELL, May '22",99,107.0,,Few (Herbert P.),Elementary determinants for electrical engineers.,,"71 X 5, pp. 98, 4s. net.",RENTELL,May 22,False,1922
"Few hints on part singing (A), for secular and church choirs. By S. P. B. 8} x 5), pp. 22, swd. is, net . BROADWAY PR., Jan. '22",99,107.0,,,"Few hints on part singing (A), for secular and church choirs. By S. P. B.",,"8} x 5), pp. 22, swd. is, net .",BROADWAY PR.,Jan. 22,False,1922
"Fiaux (Jules)---How to make life a success by means of a well-trained will. Trans. from the French by Marian Lindsay. 3rd ed. Or. 8vo. 73 X 5, pp. 90, swd. Is. 68. net B. M. SEARLE, Apr. '22",99,107.0,,Fiaux (Jules),How to make life a success by means of a well-trained will. Trans. from the French by Marian Lindsay. 3rd ed.,Or. 8vo.,"73 X 5, pp. 90, swd. Is. 68. net",B. M. SEARLE,Apr. 22,False,1922
"Ficke (Arthur Davison)-Chats on Japanese prints. Illus. Re-issue. 8vo. 81 x 54, pp. 456, 9s, net. (Chats ser.) .UNWIN, June '22",99,107.0,,Ficke (Arthur Davison),Chats on Japanese prints. Illus. Re-issue.,8vo.,"81 x 54, pp. 456, 9s, net. (Chats ser.) .",UNWIN,June 22,False,1922
"Fielding-Hall (H.)-Love's legend. Repr. 8vo. 87x54, pp. 333, 7s.6d. net. CONSTABLE, Sepl.'22",99,107.0,,Fielding-Hall (H.),Love's legend. Repr.,8vo.,"87x54, pp. 333, 7s.6d. net.",CONSTABLE,Sepl.'22,False,1922
"Fielding-Ould (Fielding)—Westminster Abbey, and other poems. 6X45, pp. 97, 4s. 6d. net J.M WATKINS, Mar.'22",99,107.0,,Fielding-Ould (Fielding),"Westminster Abbey, and other poems.",,"6X45, pp. 97, 4s. 6d. net",J. M. WATKINS,Mar. 22,False,1922
"Fifty new poems for children : an anthology selected from books recently published by Basil Blackwell. Cr. 8vo. 77 x 51, pp. 61, 28. 6d, net .BLACKWELL, June '22",99,107.0,,,Fifty new poems for children : an anthology selected from books recently published by Basil Blackwell.,Cr. 8vo.,"77 x 51, pp. 61, 28. 6d, net .",BLACKWELL,June 22,False,1922
"Figgis (Darrell) — The House of success. 71 x 51, pp. 318, 73. 6d, net. (Dublin). GAEL CO-OPERATIVE PUBG. CO., Jan. '22",99,107.0,,Figgis (Darrell),The House of success.,,"71 x 51, pp. 318, 73. 6d, net. (Dublin).",GAEL CO-OPERATIVE PUBG. CO.,Jan. 22,False,1922
"Figgis (Darrell)— Irish constitution explained. 8vo. 51 x 51, pp. 100, 25. 6d. net. (Dublin) MELLIFONT PR., Oct. '22",99,107.0,,Figgis (Darrell),Irish constitution explained.,8vo.,"51 x 51, pp. 100, 25. 6d. net. (Dublin)",MELLIFONT PR.,Oct. 22,False,1922
"Fight for socialism : a review of present forces and a forecast of victory. Edit. by an Ex-M.P., 1906-1918. Cr. 8vo. 71 x 5, pp. 40, 25. net LONGMANS, Jan.'22",99,107.0,,,"Fight for socialism : a review of present forces and a forecast of victory. Edit. by an Ex-M.P., 1906-1918.",Cr. 8vo.,"71 x 5, pp. 40, 25. net",LONGMANS,Jan. 22,False,1922
"Fiji-Colonial report, 1921. 9d. net. H.M.S.O., Nov. '22",99,107.0,,,"Fiji-Colonial report, 1921.",,9d. net.,H.M. STATIONERY OFF.,Nov. 22,False,1922
"Finance accounts of the U.K. of Gt. Britain and Ireland, 1921-22; 25. net..H.M.S.O., Oct. '22",99,107.0,,,"Finance accounts of the U.K. of Gt. Britain and Ireland, 1921-22;",,25. net..,H.M. STATIONERY OFF.,Oct. 22,False,1922
"Financial statement, 1922-23. 3d. net. H.M.S.O., April '22",99,107.0,,,"Financial statement, 1922-23.",,3d. net.,H.M. STATIONERY OFF.,Apr. 22,False,1922
"Financial statement, 1922-23 : tables illustrating the effective rates of Income Tax. 2d. net. H.M.S.O., May '22",99,107.0,,,"Financial statement, 1922-23 : tables illustrating the effective rates of Income Tax.",,2d. net.,H.M. STATIONERY OFF.,May 22,False,1922
"Finberg (Alexander J.)--Notes on four pencil drawings made by J. M. W. Turner in May or June, 1793. 4 illus. nx 9, pp. 6, 5s. net. CHISWICK PR., Aug. '22",99,107.0,,Finberg (Alexander J.),"Notes on four pencil drawings made by J. M. W. Turner in May or June, 1793.",,"4 illus. nx 9, pp. 6, 5s. net.",CHISWICK PR.,Aug. 22,False,1922
"Finch (Robert)—The Kingsway series of com- position books. Book 5. Cr. 8vo. 77 x 41, pp. 80, swd. 9d. net....EVANS BROS., July '22",99,107.0,,Finch (Robert),The Kingsway series of com- position books. Book 5.,Cr. 8vo.,"77 x 41, pp. 80, swd. 9d. net",EVANS BROS.,July 22,False,1922
"Finch (Robert J.) ed.-Busy man's atlas. De- scriptive pref.' by Lionel W. Lyde. Folio, pp. 84, ios, 6d. net..HODDER & S., Sept. '22",99,107.0,,Finch (Robert J.) ed.,Busy man's atlas. De- scriptive pref.' by Lionel W. Lyde.,"Folio,","pp. 84, ios, 6d. net..",HODDER & S.,Sept. 22,False,1922
"Findlay (J. Alexander)— The Realism of Jesus : a paraphrase and exposition of the Sermon on the Mount. 8vo. 8 X 51, pp. 240, 75. 6d, net. HODDER & S., Nov. '22",99,107.0,,Findlay (J. Alexander),The Realism of Jesus : a paraphrase and exposition of the Sermon on the Mount.,8vo.,"8 X 51, pp. 240, 75. 6d, net.",HODDER & S.,Nov. 22,False,1922
"Fine Rolls-Calendar. Vol. 6, Edward III., 1347-1356. 5os. net... H.M.S.O., 1922",99,107.0,,,"Fine Rolls-Calendar. Vol. 6, Edward III., 1347-1356.",,5os. net...,H.M. STATIONERY OFF.,1922,False,1922
"Finland : economic, financial and industrial con- ditions, Mar., 1922. IS. 6d. net H.M.S.O., June '22",99,107.0,,,"Finland : economic, financial and industrial con- ditions, Mar., 1922.",,IS. 6d. net,H.M. STATIONERY OFF.,June 22,False,1922
"Finn (A. H., Rev.)—The Creation, Fall, and Deluge. Cr. 8vo, 75 X 5, pp. 170, 5s, net. MARSHALL BROS., Nov. '22",99,107.0,,"Finn (A. H., Rev.)","The Creation, Fall, and Deluge.","Cr. 8vo,","75 X 5, pp. 170, 5s, net.",MARSHALL BROS.,Nov. 22,False,1922
"Finn (Frank)--The Boy's own aquarium : practical booklet. Cr. 8vo. 77 x 41, pp. 31, swd. gd. net. (Country Life booklets.) COUNTRY LiFe,"" NEWNES, Oct. '22",99,107.0,,Finn (Frank),The Boy's own aquarium : practical booklet.,Cr. 8vo.,"77 x 41, pp. 31, swd. gd. net. (Country Life booklets.)","""COUNTRY LIFE""; NEWNES",Oct. 22,False,1922
"Finn (Frank)--The Boy's own book of pets. Cr. 8vo 77 x 41, pp. 30, swd. od. net. (Country Life booklets). “ COUNTRY Life""; NEWNES, Oct. '22",99,107.0,,Finn (Frank),The Boy's own book of pets.,Cr. 8vo,"77 x 41, pp. 30, swd. od. net. (Country Life booklets).","""COUNTRY LIFE""; NEWNES",Oct. 22,False,1922
"Finn (Frank) and Robinson (E. Kay)-Birds of our country: their eggs, nests, life, haunts and identification. Vol. 1. Folio, II X81, pp. 480, 218. net.... HUTCHINSON, Dec. '22",100,108.0,,Finn (Frank) and Robinson (E. Kay),"Birds of our country: their eggs, nests, life, haunts and identification. Vol. 1.","Folio,","II X81, pp. 480, 218. net....",HUTCHINSON,Dec. 22,False,1922
"Finnemore (John)-The Wolf patrol: a tale of Baden-Powell's Boy Scouts. New ed. Cr. 8vo. 75 x 5, pp. 309, 2s. 6d. net....BLACK, Oct. '22",100,108.0,,Finnemore (John),The Wolf patrol: a tale of Baden-Powell's Boy Scouts. New ed.,Cr. 8vo.,"75 x 5, pp. 309, 2s. 6d. net....",BLACK,Oct. 22,False,1922
"Finnemore (John)-The Yellow pirates, and other stories. With 8 illus. by P. W. Caton Wood- ville. Cr. 8vo. 74 x 57, pp. 255, 5s, net. BLACK, Sept. '22",100,108.0,,Finnemore (John),"The Yellow pirates, and other stories. With 8 illus. by P. W. Caton Wood- ville.",Cr. 8vo.,"74 x 57, pp. 255, 5s, net.",BLACK,Sept. 22,False,1922
"Finney (Ross L.)Causes and cures for the social unrest. Cr. 8vo, pp. 287, 9s. net. MACMILLAN, Nov. '22",100,108.0,,Finney (Ross L.),Causes and cures for the social unrest.,Cr. 8vo,"pp. 287, 9s. net.",MACMILLAN,Nov. 22,False,1922
"Fire Prevention Ctte. (British)-Red books : No. 252, Particulars of experimental fire tests. 55. net... H.M.S.O., June '22",100,108.0,,Fire Prevention Ctte. (British),"Red books : No. 252, Particulars of experimental fire tests.",,55. net...,H.M. STATIONERY OFF.,June 22,False,1922
"Firelight fancies. Roy. 8vo. bds. 28. net. (Toy and picture books.). .CASSELL, Sept. '22",100,108.0,,,Firelight fancies.,Roy. 8vo.,bds. 28. net. (Toy and picture books.). .,CASSELL,Sept. 22,False,1922
"Firminger (Walter K.)—Epistle of St. Paul the Apostle to the Colossians and to Philemon. Cr. 8vo. pp. 355, 75. Cd. net (Indian Church commentaries).. ..S.P.C.K., Jan.'22",100,108.0,,Firminger (Walter K.),Epistle of St. Paul the Apostle to the Colossians and to Philemon.,Cr. 8vo.,"pp. 355, 75. Cd. net (Indian Church commentaries)..",S.P.C.K.,Jan. 22,False,1922
"First ABC. Roy. 8vo, bds. is. net. (Playhour picture books) .WARNE, Nov. '22",100,108.0,,,First ABC.,"Roy. 8vo,",bds. is. net. (Playhour picture books) .,WARNE,Nov. 22,False,1922
"First aid book. Compiled expressly for the Boy Scouts, By“ Scoutmaster."" Rev. 61X4, pp. 103, 9d. net .. · J. BROWN, Feb. '22",100,108.0,,,"First aid book. Compiled expressly for the Boy Scouts, By"" Scoutmaster."" Rev.",,"61X4, pp. 103, 9d. net .. ·",J. BROWN,Feb. 22,False,1922
"First Christmastide (The). 8vo. swd. 6d. net. BURNS, OATES, Oct. '22",100,108.0,,,First Christmastide (The).,8vo.,swd. 6d. net.,"BURNS, OATES",Oct. 22,False,1922
"First days of Jesus (The). 4to. swd. is. net. BURNS, OATES, Oct. '22",100,108.0,,,First days of Jesus (The).,4to.,swd. is. net.,"BURNS, OATES",Oct. 22,False,1922
"First Edition Club-A Bibliographical catalogue of the First Loan Exhibition of Books and Manuscripts, 1922. 8vo, pp. 178, 425. net. FIRST EDITION CLUB, Dec. '22",100,108.0,,,"First Edition Club-A Bibliographical catalogue of the First Loan Exhibition of Books and Manuscripts, 1922.",8vo,"pp. 178, 425. net.",FIRST EDITION CLUB,Dec. 22,False,1922
"First forty years (The) : a chronicle of the Church of England Waifs and Strays Society, 1881-1920. Foreword by the Bishop of London. 8vo, 8fx 5), pp. 253, 5s. S.P.C.K., Dec. '22",100,108.0,,,"First forty years (The) : a chronicle of the Church of England Waifs and Strays Society, 1881-1920. Foreword by the Bishop of London.","8vo,","8fx 5), pp. 253, 5s.",S.P.C.K.,Dec. 22,False,1922
"First reading book for children. Roy. 8vo, bds. is. net. (Playhour picture books.) WARNE, Nov. '22",100,108.0,,,First reading book for children.,"Roy. 8vo, bds.",is. net. (Playhour picture books.),WARNE,Nov. 22,False,1922
"Firth (R. H.)—Birds and blossoms : a calendar from nature. Roy. 8vo, pp. 32, swd. 25. 6d. net BALE, Nov. '22",100,108.0,,Firth (R. H.),Birds and blossoms : a calendar from nature.,Roy. 8vo,"pp. 32, swd. 25. 6d. net",BALE,Nov. 22,False,1922
"Firth (Violet M.) The Machinery of the mind. Foreword by A. G. Tansley. Cr. 8vo. 75 x 5, pp. 95, 3s. 6d. net....ALLEN & U., Mar. '22",100,108.0,,Firth (Violet M.),The Machinery of the mind. Foreword by A. G. Tansley.,Cr. 8vo.,"75 x 5, pp. 95, 3s. 6d. net....",ALLEN & U.,Mar. 22,False,1922
"Firth (Violet M.)— The Machinery of the mind Foreword by A. G. Tansley. Repr. Cr. Svo' 71 x 5, pp. 102, 35. 6d. net. ALLEN & U., Oct. '22",100,108.0,,Firth (Violet M.),The Machinery of the mind Foreword by A. G. Tansley. Repr.,Cr. Svo',"71 x 5, pp. 102, 35. 6d. net.",ALLEN & U.,Oct. 22,False,1922
"Fishberg (Maurice) Pulmonary tuberculosis. 3rd ed., rev. Roy. 8vo. pp. 891, 425. net. KIMPTON, Sept. '22",100,108.0,,Fishberg (Maurice),"Pulmonary tuberculosis. 3rd ed., rev.",Roy. 8vo.,"pp. 891, 425. net.",KIMPTON,Sept. 22,False,1922
"Fisher (H. A. L.)-Orthodoxy. (Essex Hall Lecture, 1922.) Cr. 8vo. 71 x 5, pp. 42, swd. IS. net .....LINDSEY PR., July '22",100,108.0,,Fisher (H. A. L.),"Orthodoxy. (Essex Hall Lecture, 1922.)",Cr. 8vo.,"71 x 5, pp. 42, swd. IS. net .....",LINDSEY PR.,July 22,False,1922
"Fisher (John 1..)-The Deanery of Harlow : a contribution to the history of the Church in Essex. Illus. 7! X 51, pp. 390, ros. 6d. net (Colchester) BENHAM, Apr.'22",100,108.0,,Fisher (John 1..),The Deanery of Harlow : a contribution to the history of the Church in Essex. Illus.,,"7! X 51, pp. 390, ros. 6d. net (Colchester)",BENHAM,Apr. 22,False,1922
"Fisher (Lettice) (Mrs. H. A. L. Fisher)-Getting and spending : an introduction to economics. Intro. by Sir William Ashley. Cr. 8vo. 71 x 5, pp. 206, 28. 6d. net COLLINS, June '22",100,108.0,,Fisher (Lettice) (Mrs. H. A. L. Fisher),Getting and spending : an introduction to economics. Intro. by Sir William Ashley.,Cr. 8vo.,"71 x 5, pp. 206, 28. 6d. net",COLLINS,June 22,False,1922
"Fisher (Lettice)-Stories for Mary. Illus. by Chas. ""T. Nightingale. 8} x 61, 8vo, pp. 170, 78. 6d. net. .BLACKWELL, Nov. '22",100,108.0,,Fisher (Lettice),"Stories for Mary. Illus. by Chas. ""T. Nightingale.",8vo,"8} x 61, pp. 170, 78. 6d. net. .",BLACKWELL,Nov. 22,False,1922
"Fishery Board for Scotland-—-40th annual report, 1921. 8s. net .H.M.S.O., June '22",100,108.0,,,"Fishery Board for Scotland-—-40th annual report, 1921.",,8s. net .,H.M. STATIONERY OFF.,June 22,False,1922
"Fishery Board (Scotland)—Salmon fisheries, 1921. Salmon of the River Dee (Aberdeenshire). 55. net H.M.S.O., Aug. '22",100,108.0,,,"Fishery Board (Scotland)—Salmon fisheries, 1921. Salmon of the River Dee (Aberdeenshire).",,55. net,H.M. STATIONERY OFF.,Aug. 22,False,1922
"Fishery Board for Scotland-Scientific investiga- tions, 1921. Herring trawling investigations : report. 30s. net ....H.M.S.O., Nov. '22",100,108.0,,,"Fishery Board for Scotland-Scientific investiga- tions, 1921. Herring trawling investigations : report.",,30s. net ....,H.M. STATIONERY OFF.,Nov. 22,False,1922
"Fishery Board for Scotland-Scientific investiga- tions, 1921. 3, Cephalopoda collected by the Goldseeker, 1903-08 : Report. I!lus. 3s. 6d. net .H.M.S.O., April '22",100,108.0,,,"Fishery Board for Scotland-Scientific investiga- tions, 1921. 3, Cephalopoda collected by the Goldseeker, 1903-08 : Report.",,I!lus. 3s. 6d. net .,H.M. STATIONERY OFF.,Apr. 22,False,1922
"Fishery Board (Scotland)-Scientific investiga- tions, 1922. 1, Herring investigations. 25. bd. net H.M.S.O., Sep. '22",100,108.0,,,"Fishery Board (Scotland)-Scientific investiga- tions, 1922. 1, Herring investigations.",,25. bd. net,H.M. STATIONERY OFF.,Sep. 22,False,1922
"Fison (A. H.)-A First year's course in practical physics. Cr. 8vo. 74 X 5, pp. 156, 5s. net. E. ARNOLD, Oct. '22",100,108.0,,Fison (A. H.),A First year's course in practical physics.,Cr. 8vo.,"74 X 5, pp. 156, 5s. net.",E. ARNOLD,Oct. 22,False,1922
"Fison (Louis G.)-The Village green, and other poems. 81x6, pp. 165, 6s. net. E. STOCK, Oct. '22",100,108.0,,Fison (Louis G.),"The Village green, and other poems.",,"81x6, pp. 165, 6s. net.",E. STOCK,Oct. 22,False,1922
"Fitchett (W. H.)-The Unrealized logic of re- ligion : a study in credibilities. 8th thousand. Cr. 8vo. 71 x 5, pp. 275, 25. 6d. net. SHARP, Aug. '22",100,108.0,,Fitchett (W. H.),The Unrealized logic of re- ligion : a study in credibilities. 8th thousand.,Cr. 8vo.,"71 x 5, pp. 275, 25. 6d. net.",SHARP,Aug. 22,False,1922
"Fitchett (W. H.)--Where the higher criticism fails. Cr. 8vo, 7* 53, pp. 198, 4s. net. SHARP, Dec. '22",100,108.0,,Fitchett (W. H.),Where the higher criticism fails.,"Cr. 8vo,","7* 53, pp. 198, 4s. net.",SHARP,Dec. 22,False,1922
"Fitzgerald (Eileen)-Judith Kersley, spinster. Cr. 8vo., pp. 285, 75. 6d. net. HURST & B., Sept. '22",101,109.0,,Fitzgerald (Eileen),"Judith Kersley, spinster.",Cr. 8vo.,"pp. 285, 75. 6d. net.",HURST & B.,Sept. 22,False,1922
"Fitzgerald (F. Scott)-The Beautiful and damned. Cr. 8vo. 71 X 5, pp. 393, 75. 6d. net. COLLINS, Oct. '22",101,109.0,,Fitzgerald (F. Scott),The Beautiful and damned.,Cr. 8vo.,"71 X 5, pp. 393, 75. 6d. net.",COLLINS,Oct. 22,False,1922
"Fitzgerald (F. Scott)-Flappers and philosophers. Cr. 8vo. 7**5, pp. 271, 7s. 6d. net COLLINS, Mar. '22",101,109.0,,Fitzgerald (F. Scott),Flappers and philosophers.,Cr. 8vo.,"7**5, pp. 271, 7s. 6d. net",COLLINS,Mar. 22,False,1922
"Fitzgerald (John D.)— The Ring valley : a novel of Australian pioneering. Cr. 8vo. 74x3, pp. 316, 78. 6d. net..... Hodder & S., Oct. '22",101,109.0,,Fitzgerald (John D.),The Ring valley : a novel of Australian pioneering.,Cr. 8vo.,"74x3, pp. 316, 78. 6d. net.....",HODDER & S.,Oct. 22,False,1922
"Fitzmaurice-Kelly (James)—Spanish literature. Cr. 8vo., pp. 140, 35. 6d. net MILFORD, June '22",101,109.0,,Fitzmaurice-Kelly (James),Spanish literature.,Cr. 8vo.,"pp. 140, 35. 6d. net",MILFORD,June 22,False,1922
"Fitzpatrick (Benedict)-Ireland and the making of Britain. Roy. 8vo. 91 x6, pp. 378, 2os. net. FUNK & W., Jan., July '22",101,109.0,,Fitzpatrick (Benedict),Ireland and the making of Britain.,Roy. 8vo.,"91 x6, pp. 378, 2os. net.",FUNK & W.,Jan.- July 22,False,1922
"Fitzpatrick (Ernest Hugh)—True Gold of Tennessee : a romance of the English-speaking world. 8vo. 8}x5, pp. 403, 75. 6d. net. HODDER & S., Sept. '22",101,109.0,,Fitzpatrick (Ernest Hugh),True Gold of Tennessee : a romance of the English-speaking world.,8vo.,"8}x5, pp. 403, 75. 6d. net.",HODDER & S.,Sept. 22,False,1922
"Flammarion (Camille)—Death and its mystery before death : proofs of the existence of the soul. Trans. by E. S. Brooks. 8vo. 8} x 51, Pp. 322, 10s. 6d. net........UNWIN, Jan. '22",101,109.0,,Flammarion (Camille),Death and its mystery before death : proofs of the existence of the soul. Trans. by E. S. Brooks.,8vo.,"8} x 51, Pp. 322, 10s. 6d. net........",UNWIN,Jan. 22,False,1922
"Flammarion (Camille)-Death and its mystery. Vol. 2, At the moment of death. Translated by Latrobe Carroll. 8vo. 8} X 51, pp. 371. Ios. 6d. net .UNWIN, July '22",101,109.0,,Flammarion (Camille),"Death and its mystery. Vol. 2, At the moment of death. Translated by Latrobe Carroll.",8vo.,"8} X 51, pp. 371. Ios. 6d. net .",UNWIN,July 22,False,1922
"Flashlights, Jay (T.) 25. 6d. net. Flatau (Dorota) -Rat of Paris. Cr. 8vo. 7* x3, pp. 286, 7s6d. net .HUTCHINSOX, May'22",101,109.0,"Flashlights, Jay (T.) 25. 6d. net.",Flatau (Dorota),Rat of Paris.,Cr. 8vo.,"7* x3, pp. 286, 7s6d. net .",HUTCHINSON,May 22,False,1922
"Flattley (F. W.) and Walton (C. I.)--The Biology of the sea-shore. Intro. by J. Arthur Thomson. 8vo. 835, pp. 352, 16s. net SIDGWICK & J., May'22",101,109.0,,Flattley (F. W.) and Walton (C. I.),The Biology of the sea-shore. Intro. by J. Arthur Thomson.,8vo.,"835, pp. 352, 16s. net",SIDGWICK & J.,May 22,False,1922
"Flecker (James Elroy) -Collected prose. Cr. 8vo. 7tx 54, pp. 277, 6s. net. HEINEMANN, Sept. '22",101,109.0,,Flecker (James Elroy),Collected prose.,Cr. 8vo.,"7tx 54, pp. 277, 6s. net.",HEINEMANN,Sept. 22,False,1922
