entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,is_net
"Boyle (Mary E.)-Aftermath. Cr. 8vo. 71 x 57, pp. 36, swd. is. net ..HEFFER, May 16",Boyle,Mary E.,Aftermath,HEFFER,,8vo.,"Boyle (Mary E.)-Aftermath. Cr. 8vo. 71 x 57, pp. 36, swd. is. net ..HEFFER, May 16",Mary E. Boyle,['Boyle (Mary E.)'],,May 16,
"Boyle (William)-The Eloquent Dempsy: a comedy in 3 acts. New impr. Cr. 8vo. 73 X 4+, 86 pp. swd., is. net M. H. GILL, June 16",Boyle,William,The Eloquent Dempsy: a comedy in,M. H. GILL,,8vo.,"Boyle (William)-The Eloquent Dempsy: a comedy in 3 acts. New impr. Cr. 8vo. 73 X 4+, 86 pp. swd., is. net M. H. GILL, June 16",William Boyle,['Boyle (William)'],,June 16,
"Boyle (William)-The Mineral workers : a play in 4 acts. New impr. Cr. 8vo. 7! * 4*, pp. 112, swd., s. net .... ...M. H. GILL, June 16",Boyle,William,The Mineral workers : a play in,M. H. GILL,,8vo.,"Boyle (William)-The Mineral workers : a play in 4 acts. New impr. Cr. 8vo. 7! * 4*, pp. 112, swd., IS. net .... ...M. H. GILL, June 16",William Boyle,['Boyle (William)'],,June 16,
"Boyle's Court guide, May 1916. Cr. 8vo. 7X 4, pp. 1222, 5s. net ...OFFICE, May 16",,,"Boyle's Court guide, May",OFFICE,5s.,8vo.,"Boyle's Court guide, May 1916. Cr. 8vo. 7X 4, pp. 1222, 55. net ...OFFICE, May 16",,,,May 16,net
"Boylesve (René)--A Gentlewoman of France. Trans. by Aphra Wilson. Cr. 8vo. 78 X 5, pp. 350, 6s. ..S. PAUL, June 16",Boylesve,René,A Gentlewoman of France,S. PAUL,6s.,8vo.,"Boylesve (René)--A Gentlewoman of France. Trans. by Aphra Wilson. Cr. 8vo. 78 X 5, pp. 350, 6s. ..S. PAUL, June 16",René Boylesve,['Boylesve (René)'],,June 16,
"Boy's Own Annual (The); Fol. 114 x 84, pp. 728, 7s, 6d. net .... “'Boy's OWN PAPER, Sep. 16",,,Boy's Own Annual (The); Fol,OWN PAPER,,,"Boy's Own Annual (The); Fol. 114 x 84, pp. 728, 7s, 6d. net .... “'Boy's OWN PAPER, Sep. 16",,,,Sep. 16,
"Braby (Maud Churton)—The Honey of romance. Cr. 8vo. 78 X 5, pp. 249, 2s. net LAURIE, Nov. 16",Braby,Maud Churton,The Honey of romance,LAURIE,2s.,8vo.,"Braby (Maud Churton)—The Honey of romance. Cr. 8vo. 78 X 5, pp. 249, 25. net LAURIE, Nov. 16",Maud Churton Braby,['Braby (Maud Churton)'],,Nov. 16,net
"Braby (Maud Churton)—The Love seekers : guide to marriage. Cheaper ed. Cr. 8vo. 74 x 5, pp. 144, 1s, net....H. JENKINS, Nov. 16",Braby,Maud Churton,The Love seekers : guide to marriage,H. JENKINS,1s.,8vo.,"Braby (Maud Churton)—The Love seekers : guide to marriage. Cheaper ed. Cr. 8vo. 74 x 5, pp. 144, Is, net....H. JENKINS, Nov. 16",Maud Churton Braby,['Braby (Maud Churton)'],,Nov. 16,net
"Brackett (C. A.)-The Care of the teeth. Fcap. 8vo. 7X4, pp. 64, 28. 6d. net. (Harvard health talks) . MILFORD, Nov. 16",Brackett,C. A.,The Care of the teeth,MILFORD,,8vo.,"Brackett (C. A.)-The Care of the teeth. Fcap. 8vo. 7X4, pp. 64, 28. 6d. net. (Harvard health talks) . MILFORD, Nov. 16",C. A. Brackett,['Brackett (C. A.)'],,Nov. 16,
"Bradby (Violet)-Judy and the others. Cr. 8vo. 7* 5, pp. 223, 2s. 6d. .. HODDER & S., Sep. 16",Bradby,Violet,Judy and the others,HODDER & S.,2s. 6d.,8vo.,"Bradby (Violet)-Judy and the others. Cr. 8vo. 7* 5, pp. 223, 25. 6d. .. HODDER & S., Sep. 16",Violet Bradby,['Bradby (Violet)'],,Sep. 16,
"Braddon (M. E.)His darling sin. Cheap ed. 8vo. 8£ x 5, pp. 140, swd. 6d. PEARSON, June 16",Braddon,M. E.,His darling sin,PEARSON,6d.,8vo.,"Braddon (M. E.)His darling sin. Cheap ed. 8vo. 8£ x 5, pp. 140, swd. 6d. PEARSON, June 16",M. E. Braddon,['Braddon (M. E.)'],,June 16,
"Braddon (M. E.)-Mary. Cr. 8vo. 8 X 5, pp. 336, 6s. HUTCHINSON, Sep. 16",Braddon,M. E.,Mary,HUTCHINSON,6s.,8vo.,"Braddon (M. E.)-Mary. Cr. 8vo. 8 X 5, pp. 336, 6s. HUTCHINSON, Sep. 16",M. E. Braddon,['Braddon (M. E.)'],,Sep. 16,
"Braddon (M. E.)-Miranda. Cheap ed. 8vo. 81 x 51, pp. 158, swd. 6d. HUTCHINSON, June 16",Braddon,M. E.,Miranda,HUTCHINSON,6d.,8vo.,"Braddon (M. E.)-Miranda. Cheap ed. 8vo. 81 x 51, pp. 158, swd. 6d. HUTCHINSON, June 16",M. E. Braddon,['Braddon (M. E.)'],,June 16,
"Bradford (Charles) —The Determined angler and the brook trout : anthological vol. of trout fishing, histories, lore, resorts and tackle. 2nd ed. enl. Cr. 8vo. 7X45, 5s. net PUTNAM, June 16",Bradford,Charles,The Determined angler and the brook trout : anthological vol,PUTNAM,5s.,8vo.,"Bradford (Charles) —The Determined angler and the brook trout : anthological vol. of trout fishing, histories, lore, resorts and tackle. 2nd ed. enl. Cr. 8vo. 7X45, 5s. net PUTNAM, June 16",Charles Bradford,['Bradford (Charles)'],,June 16,net
"Bradford (E. E.)-Lays of love and life. Cr. 8vo. 7} 5, 4s. 6d. net ROUTLEDGE, Apr. 16",Bradford,E. E.,Lays of love and life,ROUTLEDGE,4s. 6d.,8vo.,"Bradford (E. E.)-Lays of love and life. Cr. 8vo. 7} 5, 45. 6d. net ROUTLEDGE, Apr. 16",E. E. Bradford,['Bradford (E. E.)'],,Apr. 16,net
"Bradford (Edward H.) and Lovett (Robert W.) Orthopedic surgery. 5th ed. 8vo. 91 x 61, 15s. net . BAILLIÈRE, Mar. 16",Bradford,Edward H.,Orthopedic surgery,BAILLIÈRE,15s.,8vo.,"Bradford (Edward H.) and Lovett (Robert W.) Orthopedic surgery. 5th ed. 8vo. 91 x 61, I5S. net . BAILLIÈRE, Mar. 16",Edward H. Bradford,"['Bradford (Edward H.)', 'Lovett (Robert W.)']",,Mar. 16,net
"Bradford (Gamaliel) - Union portraits. Cr. 8vo. 71 x 5, 6s. 6d. net . CONSTABLE, Nov. 16",Bradford,Gamaliel,Union portraits,CONSTABLE,6s. 6d.,8vo.,"Bradford (Gamaliel) - Union portraits. Cr. 8vo. 71 x 5, 6s. 6d. net . CONSTABLE, Nov. 16",Gamaliel Bradford,['Bradford (Gamaliel)'],,Nov. 16,net
"Bradley (A. G.)—The Wye. 8vo. 9 x64, pp. 64, is. 6d. ret (Beautiful Britain) BLACK, Apr. 16",Bradley,A. G.,The Wye,BLACK,,8vo.,"Bradley (A. G.)—The Wye. 8vo. 9 x64, pp. 64, is. 6d. ret (Beautiful Britain) BLACK, Apr. 16",A. G. Bradley,['Bradley (A. G.)'],,Apr. 16,
"Bradley (Alfred)-Physical training for boy scouts. 18mo. 5* X4, pp. 68, swd. 6d. net J. BROWN, Mar. 16",Bradley,Alfred,Physical training for boy scouts,J. BROWN,6d.,18mo.,"Bradley (Alfred)-Physical training for boy scouts. 18mo. 5* X4, pp. 68, swd. 6d. net J. BROWN, Mar. 16",Alfred Bradley,['Bradley (Alfred)'],,Mar. 16,net
"Bradley (H.)—The Numbered sections in old English poetical MSS. Ryl. 8vo. 98 x6, pp. 24, is. 6d. net. (British Academy) MILFORD, July 16",Bradley,H.,The Numbered sections in old English poetical MSS,MILFORD,,8vo.,"Bradley (H.)—The Numbered sections in old English poetical MSS. Ryl. 8vo. 98 x6, pp. 24, is. 6d. net. (British Academy) MILFORD, July 16",H. Bradley,['Bradley (H.)'],,July 16,
"Bradney (J. A., Col.)--Carmina jocosa. pp. 25, 3s. 6d..... MITCHELL, II. & C., Aug. 16",Bradney,"J. A., Col.",Carmina jocosa,"MITCHELL, II. & C.",3s. 6d.,,"Bradney (J. A., Col.)--Carmina jocosa. pp. 25, 35. 6d..... MITCHELL, II. & C., Aug. 16","J. A., Col. Bradney","['Bradney (J. A., Col.)']",,Aug. 16,
"Bradshaw's General railway and steam navigation guide. Monthly. Ea. is. net BLACKLOCK, 1916 Bradshaw's Railway manual, shareholders' guide, and official directory, 1916. Ed. by Herbert H. Bassett. Cr. 8vo. 74 x 44, pp. 734, 12s. BLACKLOCK, Mar. 16",,,Bradshaw's General railway and steam navigation guide,BLACKLOCK,12s.,8vo.,"Bradshaw's General railway and steam navigation guide. Monthly. Ea. is. net BLACKLOCK, 1916 Bradshaw's Railway manual, shareholders' guide, and official directory, 1916. Ed. by Herbert H. Bassett. Cr. 8vo. 74 x 44, pp. 734, 125. BLACKLOCK, Mar. 16",,,,Mar. 16,
"Brady (Cyrus T.)-And thus He came. Cr. 8vo. 7** 5), pp. 103, 3s. 6d. net..PUTNAM, Dec. 16",Brady,Cyrus T.,And thus He came,PUTNAM,3s. 6d.,8vo.,"Brady (Cyrus T.)-And thus He came. Cr. 8vo. 7** 5), pp. 103, 3s. 6d. net..PUTNAM, Dec. 16",Cyrus T. Brady,['Brady (Cyrus T.)'],,Dec. 16,net
"Brady (Cyrus Townsend)-The 1sland of surprise, Cr. 8vo. 8 X 5, pp. 321, 6s. ..CASSELL, Apr. 16",Brady,Cyrus Townsend,The,CASSELL,6s.,8vo.,"Brady (Cyrus Townsend)-The Island of surprise, Cr. 8vo. 8 X 5, pp. 321, 6s. ..CASSELL, Apr. 16",Cyrus Townsend Brady,['Brady (Cyrus Townsend)'],,Apr. 16,
"Brady (Cyrus Townsend)—The More excellent way. Cr. 8vo. 7** 5, pp. 422, 6s. PUTNAM, Oct. 16",Brady,Cyrus Townsend,The More excellent way,PUTNAM,6s.,8vo.,"Brady (Cyrus Townsend)—The More excellent way. Cr. 8vo. 7** 5, pp. 422, 6s. PUTNAM, Oct. 16",Cyrus Townsend Brady,['Brady (Cyrus Townsend)'],,Oct. 16,
"Brady (Cyrus Townsend)—Secret service. Cr. 8vo. 77 x 41, pp. 251, is. net HODDER & S., Sep.16",Brady,Cyrus Townsend,Secret service,HODDER & S.,,8vo.,"Brady (Cyrus Townsend)—Secret service. Cr. 8vo. 77 x 41, pp. 251, is. net HODDER & S., Sep.16",Cyrus Townsend Brady,['Brady (Cyrus Townsend)'],,Sep.16,
"Braimbridge (Kathleen A.)--Dream songs. 18mo. 61 X 4, pp. 41, is. net. (Little bks, of Georgian verse, and ser.) E. MACDONALD, July 16",Braimbridge,Kathleen A.,Dream songs,E. MACDONALD,,18mo.,"Braimbridge (Kathleen A.)--Dream songs. 18mo. 61 X 4, pp. 41, is. net. (Little bks, of Georgian verse, and ser.) E. MACDONALD, July 16",Kathleen A. Braimbridge,['Braimbridge (Kathleen A.)'],,July 16,
"Brainord (Eleanor Hoyt)---Pegeen. Cr. 8vo. 8 X 5, pp. 176, 3s. 6d. net .. RICHARDS, Mar, 16",Brainord,Eleanor Hoyt,Pegeen,RICHARDS,3s. 6d.,8vo.,"Brainord (Eleanor Hoyt)---Pegeen. Cr. 8vo. 8 X 5, pp. 176, 3s. 6d. net .. RICHARDS, Mar, 16",Eleanor Hoyt Brainord,['Brainord (Eleanor Hoyt)'],,"Mar, 16",net
"Brame (Charlotte M.)---Between two loves 8vo.81 x 5), pp. 124, swd., 60. PEARSON, July 16",Brame,Charlotte M.,Between two loves,PEARSON,,8vo,"Brame (Charlotte M.)---Between two loves 8vo.81 x 5), pp. 124, swd., 60. PEARSON, July 16",Charlotte M. Brame,['Brame (Charlotte M.)'],,July 16,
"Brame (Charlotte M.)--A Dark marriage morn. 8vo. 81 x 51, pp. 158. Swd. 6ů. HUTCHINSON, Aug. 16",Brame,Charlotte M.,A Dark marriage morn,ů. HUTCHINSON,,8vo.,"Brame (Charlotte M.)--A Dark marriage morn. 8vo. 81 x 51, pp. 158. Swd. 6ů. HUTCHINSON, Aug. 16",Charlotte M. Brame,['Brame (Charlotte M.)'],,Aug. 16,
"Bramo (Charlotte M.)--The Duke's secret. Cheap ed. 8vo. 81 x 51, pp. 158, swd. 60. HUTCHINSON, May 16",Bramo,Charlotte M.,The Duke's secret,HUTCHINSON,,8vo.,"Bramo (Charlotte M.)--The Duke's secret. Cheap ed. 8vo. 81 x 51, pp. 158, swd. 60. HUTCHINSON, May 16",Charlotte M. Bramo,['Bramo (Charlotte M.)'],,May 16,
"Brame (Charlotte M.)--For another's sin. Repr. 8vo. 83 x 54, pp. 116, 6d. PEARSON, Oct. 16",Brame,Charlotte M.,For another's sin,PEARSON,6d.,8vo.,"Brame (Charlotte M.)--For another's sin. Repr. 8vo. 83 x 54, pp. 116, 6d. PEARSON, Oct. 16",Charlotte M. Brame,['Brame (Charlotte M.)'],,Oct. 16,
"Brame (Charlotte M.)--The Heiress of Hatton. 8vo. 81 x6, pp. 156, 6d. . . HUTCHINSON, Oct. 16",Brame,Charlotte M.,The Heiress of Hatton,HUTCHINSON,6d.,8vo.,"Brame (Charlotte M.)--The Heiress of Hatton. 8vo. 81 x6, pp. 156, 6d. . . HUTCHINSON, Oct. 16",Charlotte M. Brame,['Brame (Charlotte M.)'],,Oct. 16,
"Brame (C. M.)--Lady Castlebury's divorce. 8vo. 81x56, pp. 134, 6d. .PEARSON, Dec. 16",Brame,C. M.,Lady Castlebury's divorce,PEARSON,6d.,8vo.,"Brame (C. M.)--Lady Castlebury's divorce. 8vo. 81x56, pp. 134, 6d. .PEARSON, Dec. 16",C. M. Brame,['Brame (C. M.)'],,Dec. 16,
"Brame (Charlotte M.)--Lady Damer's secret. Cheap ed. 8vo. 8} x 51, pp. 156, swd. 6d. PEARSON, Feb. 16",Brame,Charlotte M.,Lady Damer's secret,PEARSON,6d.,8vo.,"Brame (Charlotte M.)--Lady Damer's secret. Cheap ed. 8vo. 8} x 51, pp. 156, swd. 6d. PEARSON, Feb. 16",Charlotte M. Brame,['Brame (Charlotte M.)'],,Feb. 16,
"Bramo (C. M.)-Lady Evelyn's folly. 8vo. 81x54, pp. 164, 6d. .PEARSON, Dec. 16",Bramo,C. M.,Lady Evelyn's folly,PEARSON,6d.,8vo.,"Bramo (C. M.)-Lady Evelyn's folly. 8vo. 81x54, pp. 164, 6d. .PEARSON, Dec. 16",C. M. Bramo,['Bramo (C. M.)'],,Dec. 16,
"Brame (Charlotte M.)-A Mad love. Repr. 8vo. 81x51, pp. 148, 6d. ..PEARSON, Oct. 16",Brame,Charlotte M.,A Mad love,PEARSON,6d.,8vo.,"Brame (Charlotte M.)-A Mad love. Repr. 8vo. 81x51, pp. 148, 6d. ..PEARSON, Oct. 16",Charlotte M. Brame,['Brame (Charlotte M.)'],,Oct. 16,
"Bramo (Charlotte M.)--A Nameless sin. 8vo. 8} x6, pp. 158, swd. 6d. HUTCHINSON, Apr. 16",Bramo,Charlotte M.,A Nameless sin,HUTCHINSON,6d.,8vo.,"Bramo (Charlotte M.)--A Nameless sin. 8vo. 8} x6, pp. 158, swd. 6d. HUTCHINSON, Apr. 16",Charlotte M. Bramo,['Bramo (Charlotte M.)'],,Apr. 16,
"Brame (Charlotte M.)—The Rival heiresses. Cheap ed. 8vo. 81 x 51, pp. 120, swd, 6d. PEARSON, June 16",Brame,Charlotte M.,The Rival heiresses,PEARSON,6d.,8vo.,"Brame (Charlotte M.)—The Rival heiresses. Cheap ed. 8vo. 81 x 51, pp. 120, swd, 6d. PEARSON, June 16",Charlotte M. Brame,['Brame (Charlotte M.)'],,June 16,
"Brame (Charlotte M.)-Set in diamonds. Cheap ed. 8vo. 8 1 X 51, pp. 124, swd. 6d. PEARSON, May 1h Brame (Charlotte M.)--- Thrown on the world, 8vo. 84 x6, pp. 158, 60. HUTCHINSON, Nov. 16",Brame,Charlotte M.,Set in diamonds,HUTCHINSON,,8vo.,"Brame (Charlotte M.)-Set in diamonds. Cheap ed. 8vo. 8 1 X 51, pp. 124, swd. 6d. PEARSON, May 1h Brame (Charlotte M.)--- Thrown on the world, 8vo. 84 x6, pp. 158, 60. HUTCHINSON, Nov. 16",Charlotte M. Brame,['Brame (Charlotte M.)'],,Nov. 16,
"Branford (Benchara) - Janus and Vesta : a study of the world crisis and after. Cr. 8vo. 71 x 5, pp. 331, 6s. net ...CHATTO & W., Nov. 16",Branford,Benchara,Janus and Vesta : a study of the world crisis and after,CHATTO & W.,6s.,8vo.,"Branford (Benchara) - Janus and Vesta : a study of the world crisis and after. Cr. 8vo. 71 x 5, pp. 331, 6s. net ...CHATTO & W., Nov. 16",Benchara Branford,['Branford (Benchara)'],,Nov. 16,net
"Brang wyn (Frank) and Stokes (Hugh)—Belgium. 25 pl., &c. 4to., Ios. 6d. net ; ed. de luxe, 638. net .K. PAUL, Sep. 16",Brang wyn,Frank,Belgium,K. PAUL,,4to.,"Brang wyn (Frank) and Stokes (Hugh)—Belgium. 25 pl., &c. 4to., Ios. 6d. net ; ed. de luxe, 638. net .K. PAUL, Sep. 16",Frank Brang wyn,"['Brang wyn (Frank)', 'Stokes (Hugh)']",,Sep. 16,
"Brassoy (Earl)-Work and wagos: the reward of labour and the cost of work. Cr. 8vo. 71 x 5, pp. 212, 3s. 6d. net .LONGMANS, Apr. 16",Brassoy,Earl,Work and wagos: the reward of labour and the cost of work,LONGMANS,3s. 6d.,8vo.,"Brassoy (Earl)-Work and wagos: the reward of labour and the cost of work. Cr. 8vo. 71 x 5, pp. 212, 35. 6d. net .LONGMANS, Apr. 16",Earl Brassoy,['Brassoy (Earl)'],,Apr. 16,net
"Brassey's Naval annual, 1916. Conducted by Earl Brassey. Ed. by John Leyland. War ed. Ryl. 8vo. 10 X 6, pp. 348, ios. net CLOWES, May 16",,,Brassey's Naval annual,CLOWES,,8vo.,"Brassey's Naval annual, 1916. Conducted by Earl Brassey. Ed. by John Leyland. War ed. Ryl. 8vo. 10 X 6, pp. 348, ios. net CLOWES, May 16",,,,May 16,
"Brath (Stanley de)-see De Brath. Braz (Anatole Le) see Le Braz. Brazil (Angela)-The Luckiest girl in the school. Cr. 8vo. 71 X 5, pp. 296, 38. 6d. BLACKIE, Oct. 16",Brath,Stanley de,De Brath,BLACKIE,6d.,8vo.,"Brath (Stanley de)-see De Brath. Braz (Anatole Le) see Le Braz. Brazil (Angela)-The Luckiest girl in the school. Cr. 8vo. 71 X 5, pp. 296, 38. 6d. BLACKIE, Oct. 16",Stanley de Brath,['Brath (Stanley de)'],,Oct. 16,
"Brearley (Harry) The Heat treatment of tool steel. 8vo. 9 X 51, pp. 238, 1os. 6d. net LONGMANS, June 16",Brearley,Harry,The Heat treatment of tool steel,LONGMANS,6d.,8vo.,"Brearley (Harry) The Heat treatment of tool steel. 8vo. 9 X 51, pp. 238, 1os. 6d. net LONGMANS, June 16",Harry Brearley,['Brearley (Harry)'],,June 16,net
"Broasted (James Henry)---Ancient times : a hist. of the early world. Pp. 762, 6s. 6d. net GINN, Nov. 16",Broasted,James Henry,Ancient times : a hist,GINN,6s. 6d.,,"Broasted (James Henry)---Ancient times : a hist. of the early world. Pp. 762, 6s. 6d. net GINN, Nov. 16",James Henry Broasted,['Broasted (James Henry)'],,Nov. 16,net
"Breasted (James Henry)--A Short ancient history. Pp. 342. .GINN, Apr. 16",Breasted,James Henry,A Short ancient history,GINN,,,"Breasted (James Henry)--A Short ancient history. Pp. 342. .GINN, Apr. 16",James Henry Breasted,['Breasted (James Henry)'],,Apr. 16,
"Breckinridge (Scott D.) see Parker (E. M.) and Breckinridge. Brend (Charles Cunninghame)-Freshets of the hills. Cr. 8vo. 7 x 41, pp. 88, 3s. 6d, net METHUEN, Jan. 16",Breckinridge,Scott D.,Freshets of the hills,METHUEN,3s. 6d.,8vo.,"Breckinridge (Scott D.) see Parker (E. M.) and Breckinridge. Brend (Charles Cunninghame)-Freshets of the hills. Cr. 8vo. 7 x 41, pp. 88, 35. 6d, net METHUEN, Jan. 16",Scott D. Breckinridge,"['Breckinridge (Scott D.)', 'Brend (Charles Cunninghame)']",,Jan. 16,net
"Brend (William A.)-An Enquiry into the statistics of deaths from violence and unnatural causes in the United Kingdom. 8vo. 81 x 54, pp. 84, 3s. 6d. net ..GRIFFIN, Jan. 16",Brend,William A.,An Enquiry into the statistics of deaths from violence and unnatural causes in the United Kingdom,GRIFFIN,3s. 6d.,8vo.,"Brend (William A.)-An Enquiry into the statistics of deaths from violence and unnatural causes in the United Kingdom. 8vo. 81 x 54, pp. 84, 3s. 6d. net ..GRIFFIN, Jan. 16",William A. Brend,['Brend (William A.)'],,Jan. 16,net
"Brent (Charles H.)—The Inspiration of responsi- bility and other papers. Cr. 8vo. 71 x 5}, 5s. net .LONGMANS, Jan. 16",Brent,Charles H.,The Inspiration of responsi- bility and other papers,LONGMANS,5s.,8vo.,"Brent (Charles H.)—The Inspiration of responsi- bility and other papers. Cr. 8vo. 71 x 5}, 5s. net .LONGMANS, Jan. 16",Charles H. Brent,['Brent (Charles H.)'],,Jan. 16,net
"Brent (Charles H.)--A Master builder : being the life and letters of Henry Yates Satterlee, first Bishop of Washington. 8vo. 91 x6, pp. 494, 16s, net .LONGMANS, Mar. 16",Brent,Charles H.,"A Master builder : being the life and letters of Henry Yates Satterlee, first Bishop of Washington",LONGMANS,16s.,8vo.,"Brent (Charles H.)--A Master builder : being the life and letters of Henry Yates Satterlee, first Bishop of Washington. 8vo. 91 x6, pp. 494, 16s, net .LONGMANS, Mar. 16",Charles H. Brent,['Brent (Charles H.)'],,Mar. 16,net
"Brereton (F. S., Capt.)--The Great aeroplane. Cheaper ed. Cr. 8vo. 71 x 5), pp. 396, 3s. 6d. BLACKIE, Oct. 16",Brereton,"F. S., Capt.",The Great aeroplane,BLACKIE,3s. 6d.,8vo.,"Brereton (F. S., Capt.)--The Great aeroplane. Cheaper ed. Cr. 8vo. 71 x 5), pp. 396, 35. 6d. BLACKIE, Oct. 16","F. S., Capt. Brereton","['Brereton (F. S., Capt.)']",,Oct. 16,
"Brereton (F. S., Capt.)---How Canada was won. Cheaper ed. Cr. 8vo. 7* *5), pp. 391, 3s. 60. BLACKIE, Oct. 16",Brereton,"F. S., Capt.",How Canada was won,BLACKIE,,8vo.,"Brereton (F. S., Capt.)---How Canada was won. Cheaper ed. Cr. 8vo. 7* *5), pp. 391, 3s. 60. BLACKIE, Oct. 16","F. S., Capt. Brereton","['Brereton (F. S., Capt.)']",,Oct. 16,
"Brereton (F. S., Capt.)--King of Ranleigh. Cheaper ed. Cr. 8vo. 8 X 54, pp. 416, 39. 60. PARTRIDGE, Sep. 16",Brereton,"F. S., Capt.",King of Ranleigh,PARTRIDGE,,8vo.,"Brereton (F. S., Capt.)--King of Ranleigh. Cheaper ed. Cr. 8vo. 8 X 54, pp. 416, 39. 60. PARTRIDGE, Sep. 16","F. S., Capt. Brereton","['Brereton (F. S., Capt.)']",,Sep. 16,
"Brereton (F. S., Capt.)—On the road to Bagdad. Cr. 8vo. 8 x 51, pp. 384, 6s. 7. BLACKIE, Oct. 16",Brereton,"F. S., Capt.",On the road to Bagdad,BLACKIE,,8vo.,"Brereton (F. S., Capt.)—On the road to Bagdad. Cr. 8vo. 8 x 51, pp. 384, 6s. 7. BLACKIE, Oct. 16","F. S., Capt. Brereton","['Brereton (F. S., Capt.)']",,Oct. 16,
"Brereton (F. S., Capt.)-Tom Stapleton, the boy scout. Cr. 8vo. 74 x 5, pp. 287, 38. 6d. BLACKIE, Sep. 16",Brereton,"F. S., Capt.","Tom Stapleton, the boy scout",BLACKIE,6d.,8vo.,"Brereton (F. S., Capt.)-Tom Stapleton, the boy scout. Cr. 8vo. 74 x 5, pp. 287, 38. 6d. BLACKIE, Sep. 16","F. S., Capt. Brereton","['Brereton (F. S., Capt.)']",,Sep. 16,
"Brereton (F. S., Capt.)-With Joffre at Verdun. Cr. 8vo. 78 x 51, pp. 288, 3s. 6d. BLACKIE, Dec. 16",Brereton,"F. S., Capt.",With Joffre at Verdun,BLACKIE,3s. 6d.,8vo.,"Brereton (F. S., Capt.)-With Joffre at Verdun. Cr. 8vo. 78 x 51, pp. 288, 3s. 6d. BLACKIE, Dec. 16","F. S., Capt. Brereton","['Brereton (F. S., Capt.)']",,Dec. 16,
"Brereton (Philip H. L.)-Amos, the prophet and his book. 60 X 4, pp. 31, 2d. net LAY READER HEADQUARTERS, Aug. 16",Brereton,Philip H. L.,"Amos, the prophet and his book",LAY READER HEADQUARTERS,2d.,,"Brereton (Philip H. L.)-Amos, the prophet and his book. 60 X 4, pp. 31, 2d. net LAY READER HEADQUARTERS, Aug. 16",Philip H. L. Brereton,['Brereton (Philip H. L.)'],,Aug. 16,net
"Breslich (E. R.)- Second-yr. mathematics for secondary schools. 2nd ed. Illus. Cr. 8vo. 8 X 54, pp. 368, 4s. net (Univ. of Chicago math. Ser.) .CAMB. UNIV. PR., Dec. 16",Breslich,E. R.,Second-yr,CAMB. UNIV. PR.,4s.,8vo.,"Breslich (E. R.)- Second-yr. mathematics for secondary schools. 2nd ed. Illus. Cr. 8vo. 8 X 54, pp. 368, 4s. net (Univ. of Chicago math. Ser.) .CAMB. UNIV. PR., Dec. 16",E. R. Breslich,['Breslich (E. R.)'],,Dec. 16,net
"Brète (Jean de la) see La Brète. Breton (Farren Le) sce Le Breton. Breton songs. Done into Eng. by Ruth Rogers. Foreword by the Rev. R. L. Gales. 18mo. 64x4, pp. 53, 1s. net E. MACDONALD, Aug. 16",Brète,Jean de la,Le Breton,E. MACDONALD,1s.,18mo.,"Brète (Jean de la) see La Brète. Breton (Farren Le) sce Le Breton. Breton songs. Done into Eng. by Ruth Rogers. Foreword by the Rev. R. L. Gales. 18mo. 64x4, pp. 53, Is. net E. MACDONALD, Aug. 16",Jean de la Brète,"['Brète (Jean de la)', 'Breton (Farren Le)']",,Aug. 16,net
"Brett (Jesse)The Sacred way. Cr. 8vo. 8 x 5t, pp. 184, 3s.6d, net... .LONGMANS, Feb. 16",Brett,Jesse,The Sacred way,LONGMANS,3s.6d.,8vo.,"Brett (Jesse)The Sacred way. Cr. 8vo. 8 x 5t, pp. 184, 35.6d, net... .LONGMANS, Feb. 16",Jesse Brett,['Brett (Jesse)'],,Feb. 16,net
"Brewer (Daniel Chauncey)--Rights and duties of neutrals. Cr. 8vo. 71 x 5, 5s. net PUTNAM, Mar. 16",Brewer,Daniel Chauncey,Rights and duties of neutrals,PUTNAM,5s.,8vo.,"Brewer (Daniel Chauncey)--Rights and duties of neutrals. Cr. 8vo. 71 x 5, 5s. net PUTNAM, Mar. 16",Daniel Chauncey Brewer,['Brewer (Daniel Chauncey)'],,Mar. 16,net
"Brewers' almanack and wine and spirit trade annual, 1916. 93 X 6, pp. 410, 58. net REVIEW PR., Jan. 16",,,Brewers' almanack and wine and spirit trade annual,REVIEW PR.,,,"Brewers' almanack and wine and spirit trade annual, 1916. 93 X 6, pp. 410, 58. net REVIEW PR., Jan. 16",,,,Jan. 16,
"Brewin (A. E.) see Bevan (G. M.) and Brewin.  Brewing Trade Review --Licensing law re- ports, 191s. 10X 67, pp. 166, 5s. net BUTTERWORTH, Feb. 16",Brewin,A. E.,Brewing Trade Review --Licensing law re- ports,BUTTERWORTH,5s.,,"Brewin (A. E.) see Bevan (G. M.) and Brewin.  Brewing Trade Review --Licensing law re- ports, 1915. 10X 67, pp. 166, 5s. net BUTTERWORTH, Feb. 16",A. E. Brewin,['Brewin (A. E.)'],,Feb. 16,net
