,entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,is_net
1211,"Chaso (Beatrice)-Gorse blossoms from Dartmoor. 18mo., 1s. net .LONGMANS, June 16",Chaso,Beatrice,Gorse blossoms from Dartmoor,LONGMANS,1s.,18mo.,"Chaso (Beatrice)-Gorse blossoms from Dartmoor. 18mo., Is. net .LONGMANS, June 16",Beatrice Chaso,['Chaso (Beatrice)'],,June 16,net
1215,"Chatterton (E. Keble, Lt.)---Daring deeds of famous pirates. 8vo. 8} x 58, pp. 247, 3s. 6d. SEELEY, S., Sep. 16",Chatterton,"E. Keble, Lt.",Daring deeds of famous pirates,"SEELEY, S.",3s. 6d.,8vo.,"Chatterton (E. Keble, Lt.)---Daring deeds of famous pirates. 8vo. 8} x 58, pp. 247, 35. 6d. SEELEY, S., Sep. 16","E. Keble, Lt. Chatterton","['Chatterton (E. Keble, Lt.)']",,Sep. 16,
1216,"Chatterton (Eyre)— The Story of Gondwana. Foreword by the Hon. Sir Benjamin Robertson. 8vo. 8{ x 54, pp. 253, ros. 6d. net PITMAN, Sep. 16",Chatterton,Eyre,The Story of Gondwana,PITMAN,6d.,8vo.,"Chatterton (Eyre)— The Story of Gondwana. Foreword by the Hon. Sir Benjamin Robertson. 8vo. 8{ x 54, pp. 253, ros. 6d. net PITMAN, Sep. 16",Eyre Chatterton,['Chatterton (Eyre)'],,Sep. 16,net
1218,"Chaundler (Christine) and Wood (Eric)--My book of beautiful legends. Retold by C. C. and E. W. Ryl. 8vo. 91 x64, pp. 384, 6s. CASSELL, Sep. 16",Chaundler,Christine,My book of beautiful legends,CASSELL,6s.,8vo.,"Chaundler (Christine) and Wood (Eric)--My book of beautiful legends. Retold by C. C. and E. W. Ryl. 8vo. 91 x64, pp. 384, 6s. CASSELL, Sep. 16",Christine Chaundler,"['Chaundler (Christine)', 'Wood (Eric)']",,Sep. 16,
1221,"Chekhov (Anton)- The Chameleon and four other tales. Ed. w. intro. and notes by P. Selver. Cr. 8vo. 74*, is. 6d. net ..K. PAUL, July 16",Chekhov,Anton,The Chameleon and four other tales,K. PAUL,6d.,8vo.,"Chekhov (Anton)- The Chameleon and four other tales. Ed. w. intro. and notes by P. Selver. Cr. 8vo. 74*, is. 6d. net ..K. PAUL, July 16",Anton Chekhov,['Chekhov (Anton)'],,July 16,net
1228,"Cheradame (André) — The Pan-German plot unmasked, Cr. 8vo. 75 X 53, pp. 266, 2s. 6d. net MURRAY, Dec. 16",Cheradame,André,The Pan-German plot unmasked,MURRAY,2s. 6d.,8vo.,"Cheradame (André) — The Pan-German plot unmasked, Cr. 8vo. 75 X 53, pp. 266, 25. 6d. net MURRAY, Dec. 16",André Cheradame,['Cheradame (André)'],,Dec. 16,net
1231,"Chester (George Randolph and Lillian)--The Enemy. Illus. by A. B. Wenzel. Cr. 8vo. 71 x 5, Pp. 372, 6s. MILLS & B., Jan. 16",Chester,George Randolph,The Enemy,MILLS & B.,6s.,8vo.,"Chester (George Randolph and Lillian)--The Enemy. Illus. by A. B. Wenzel. Cr. 8vo. 71 x 5, Pp. 372, 6s. MILLS & B., Jan. 16",George Randolph Chester,"['Chester (George Randolph)', 'Chester (Lillian)']",,Jan. 16,
1241,"Child (Charles M.)- Individuality in organisms. Cr. 8vo. 71 X 5, 5s. net (Univ. of Chicago) CAMB. UNIV. PR., Feb. 16",Child,Charles M.,Individuality in organisms,CAMB. UNIV. PR.,5s.,8vo.,"Child (Charles M.)- Individuality in organisms. Cr. 8vo. 71 X 5, 5s. net (Univ. of Chicago) CAMB. UNIV. PR., Feb. 16",Charles M. Child,['Child (Charles M.)'],,Feb. 16,net
1242,"Child (Charles Manning)—Senescence and re- juvenescence. 8vo. 9x6, 16s. net CAMB. UNIV. PRESS, Jan. 16",Child,Charles Manning,Senescence and re- juvenescence,CAMB. UNIV. PRESS,16s.,8vo.,"Child (Charles Manning)—Senescence and re- juvenescence. 8vo. 9x6, 16s. net CAMB. UNIV. PRESS, Jan. 16",Charles Manning Child,['Child (Charles Manning)'],,Jan. 16,net
1244,"Child (Harold)-Thomas Hardy. 16mo. 64 x 47, pp. 128. 1s. net.. .NISBET, Jan. 16",Child,Harold,Thomas Hardy,NISBET,1s.,16mo.,"Child (Harold)-Thomas Hardy. 16mo. 64 x 47, pp. 128. Is. net.. .NISBET, Jan. 16",Harold Child,['Child (Harold)'],,Jan. 16,net
1246,"CHILD'S Childe (Charles P.)-Surgical nursing and technique : a book for nurses, dressers, house surgeons, &c. 2nd ed. Cr. 8vo. 71 X 5, pp. 246, 3s. 6d. net.. .BAILLIÈRE, Feb. 16",CHILD'S Childe,Charles P.,"Surgical nursing and technique : a book for nurses, dressers, house surgeons, &c",BAILLIÈRE,3s. 6d.,8vo.,"CHILD'S Childe (Charles P.)-Surgical nursing and technique : a book for nurses, dressers, house surgeons, &c. 2nd ed. Cr. 8vo. 71 X 5, pp. 246, 35. 6d. net.. .BAILLIÈRE, Feb. 16",Charles P. CHILD'S Childe,"[""CHILD'S Childe (Charles P.)""]",,Feb. 16,net
1254,"Chipman (Warwick)—The Amber valley : poems, Cr. 8vo.7* * 5,3s. 6d. net ..H. JENKINS, Nov. 16",Chipman,Warwick,The Amber valley : poems,H. JENKINS,3s. 6d.,8vo,"Chipman (Warwick)—The Amber valley : poems, Cr. 8vo.7* * 5,35. 6d. net ..H. JENKINS, Nov. 16",Warwick Chipman,['Chipman (Warwick)'],,Nov. 16,net
1256,"Chisholm (Mairi) see T'serclaes de Rattendael (Baroness de) and Chisholm. Chitty's Statutes of practical utility, 191s. Ryl. 8vo. 103 x64, 15s. SWEET & M., A pr. 16",Chisholm,Mairi,Chitty's Statutes of practical utility,SWEET & M.,15s.,8vo.,"Chisholm (Mairi) see T'serclaes de Rattendael (Baroness de) and Chisholm. Chitty's Statutes of practical utility, 1915. Ryl. 8vo. 103 x64, 155. SWEET & M., A pr. 16",Mairi Chisholm,['Chisholm (Mairi)'],,A pr. 16,
1257,"Cholmondeley (Lionel Bernters)—The History of the Bonin 1slands from 1827 to 1876 and of Nathaniel Savory, one of the original settlers, to which is added a short supplement dealing with the islands after their occupation by the Japanese. 8vo. 9 x 54, pp. 190, 6s. net CONSTABLE, Jan. 16",Cholmondeley,Lionel Bernters,The History of the Bonin,CONSTABLE,6s.,8vo.,"Cholmondeley (Lionel Bernters)—The History of the Bonin Islands from 1827 to 1876 and of Nathaniel Savory, one of the original settlers, to which is added a short supplement dealing with the islands after their occupation by the Japanese. 8vo. 9 x 54, pp. 190, 6s. net CONSTABLE, Jan. 16",Lionel Bernters Cholmondeley,['Cholmondeley (Lionel Bernters)'],,Jan. 16,net
1266,"Chu (Chin) see Chin Chu. Chubb (Charles)—Birds of British Guiana. Vol. I. INus. and 10 col. pl. 8vo. 10 X 61, pp. 528, 42s. net QUARITCH, July 16",Chu,Chin,Birds of British Guiana,QUARITCH,42s.,8vo.,"Chu (Chin) see Chin Chu. Chubb (Charles)—Birds of British Guiana. Vol. I. INus. and 10 col. pl. 8vo. 10 X 61, pp. 528, 425. net QUARITCH, July 16",Chin Chu,"['Chu (Chin)', 'Chubb (Charles)']",,July 16,net
1274,"Churchill (Lady Randolph)-Small talks on big subjects. Cr. 8vo. 7} x 40, pp. 128, 2s. net PEARSON, May 16",Churchill,Lady Randolph,Small talks on big subjects,PEARSON,2s.,8vo.,"Churchill (Lady Randolph)-Small talks on big subjects. Cr. 8vo. 7} x 40, pp. 128, 25. net PEARSON, May 16",Lady Randolph Churchill,['Churchill (Lady Randolph)'],,May 16,net
1275,"Churchill (Lady Randolph)—Women's war work. Cr. 8vo. 77x44, pp. 160, 28. 6d. net PEARSON, Mar. 16",Churchill,Lady Randolph,Women's war work,PEARSON,6d.,8vo.,"Churchill (Lady Randolph)—Women's war work. Cr. 8vo. 77x44, pp. 160, 28. 6d. net PEARSON, Mar. 16",Lady Randolph Churchill,['Churchill (Lady Randolph)'],,Mar. 16,net
1281,"Churt (J. C.)-Rhythmic waves. Cr. 8vo. 68 x 57, pp. 88, 2s. 6d. net; swd. is. 6d. net MATHEWS, Oct. 16",Churt,J. C.,Rhythmic waves,MATHEWS,6d.,8vo.,"Churt (J. C.)-Rhythmic waves. Cr. 8vo. 68 x 57, pp. 88, 25. 6d. net; swd. is. 6d. net MATHEWS, Oct. 16",J. C. Churt,['Churt (J. C.)'],,Oct. 16,net
1284,"Olcaro (Marcus Tullius)-Speech on behalf of Sextus Roscius of Ameria. Tr. w. notes, intro. and analysis by J. B. Baker. Cr. 8vo. 73 x5, pp. 75, 1s. 6d. net .BLACKWELL, Scp. 16",Olcaro,Marcus Tullius,Speech on behalf of Sextus Roscius of Ameria,BLACKWELL,1s. 6d.,8vo.,"Olcaro (Marcus Tullius)-Speech on behalf of Sextus Roscius of Ameria. Tr. w. notes, intro. and analysis by J. B. Baker. Cr. 8vo. 73 x5, pp. 75, Is. 6d. net .BLACKWELL, Scp. 16",Marcus Tullius Olcaro,['Olcaro (Marcus Tullius)'],,Scp. 16,net
1291,"Clapp (Edwin J.)—The Port of Boston. 26 pl. and maps. Demy 8vo. 8} x 51, pp. 414, Ios. 6d. net MILFORD, Aug. 16",Clapp,Edwin J.,The Port of Boston,MILFORD,6d.,8vo.,"Clapp (Edwin J.)—The Port of Boston. 26 pl. and maps. Demy 8vo. 8} x 51, pp. 414, Ios. 6d. net MILFORD, Aug. 16",Edwin J. Clapp,['Clapp (Edwin J.)'],,Aug. 16,net
1295,"Clark (Mrs. Hugh)—In the heyday of youth. Cr. 8vo. 7* x 51, pp. 320, 6s.....LONG, Nov. 16",Clark,Mrs. Hugh,In the heyday of youth,LONG,6s.,8vo.,"Clark (Mrs. Hugh)—In the heyday of youth. Cr. 8vo. 7* x 51, pp. 320, 6s.....LONG, Nov. 16",Mrs. Hugh Clark,['Clark (Mrs. Hugh)'],,Nov. 16,
1298,"Clarke (Allen)-Windmill Land. Cr. 8vo. 71 x 5, pp. 287, 3s. 6d. net .....DENT, Nov. 16",Clarke,Allen,Windmill Land,DENT,3s. 6d.,8vo.,"Clarke (Allen)-Windmill Land. Cr. 8vo. 71 x 5, pp. 287, 3s. 6d. net .....DENT, Nov. 16",Allen Clarke,['Clarke (Allen)'],,Nov. 16,net
1299,"Clarke (Sir Edward)—The National Church : catholic, apostolic, reformed, protestant. Cr. 8vo. 74 x 5, pp. 192, 1s. net LONGMANS, Feb. 16",Clarke,Sir Edward,"The National Church : catholic, apostolic, reformed, protestant",LONGMANS,1s.,8vo.,"Clarke (Sir Edward)—The National Church : catholic, apostolic, reformed, protestant. Cr. 8vo. 74 x 5, pp. 192, Is. net LONGMANS, Feb. 16",Sir Edward Clarke,['Clarke (Sir Edward)'],,Feb. 16,net
1302,"Clarke (Hans Thacker)-A Hdbk, of organic analysis, qualitative and quantitative. Intro. by Norman Collie. 2nd ed. Cr. 8vo. 5s. net E. ARNOLD, Nov. 16",Clarke,Hans Thacker,"A Hdbk, of organic analysis, qualitative and quantitative",E. ARNOLD,5s.,8vo.,"Clarke (Hans Thacker)-A Hdbk, of organic analysis, qualitative and quantitative. Intro. by Norman Collie. 2nd ed. Cr. 8vo. 55. net E. ARNOLD, Nov. 16",Hans Thacker Clarke,['Clarke (Hans Thacker)'],,Nov. 16,net
1303,"Clarke (1sabel C.)--The Lamp of destiny : a novel. Cr. 8vo. 71 x 5, pp. 332, 6s. HUTCHINSON, Feb. 16",Clarke,1sabel C.,The Lamp of destiny : a novel,HUTCHINSON,6s.,8vo.,"Clarke (Isabel C.)--The Lamp of destiny : a novel. Cr. 8vo. 71 x 5, pp. 332, 6s. HUTCHINSON, Feb. 16",1sabel C. Clarke,['Clarke (1sabel C.)'],,Feb. 16,
1306,"Claudel (Paul)—The Tidings brought to Mary; a mystery. Trans. from tlie French by Louise Morgan Sill. 8vo. 83 x6, pp. 786, 6s. net CHATTO & W., Mar. 16",Claudel,Paul,The Tidings brought to Mary; a mystery,CHATTO & W.,6s.,8vo.,"Claudel (Paul)—The Tidings brought to Mary; a mystery. Trans. from tlie French by Louise Morgan Sill. 8vo. 83 x6, pp. 786, 6s. net CHATTO & W., Mar. 16",Paul Claudel,['Claudel (Paul)'],,Mar. 16,net
1307,"Olauss (P. R.)—Sketch maps, illus. important phases in the Great War, w. hist. notes, Aug. 1914-May 1916. 8vo. 1s. net BLACKIE, Dec. 16",Olauss,P. R.,"Sketch maps, illus",BLACKIE,1s.,8vo.,"Olauss (P. R.)—Sketch maps, illus. important phases in the Great War, w. hist. notes, Aug. 1914-May 1916. 8vo. Is. net BLACKIE, Dec. 16",P. R. Olauss,['Olauss (P. R.)'],,Dec. 16,net
1310,"Clay (Henry)-Economics : an introduction for the general reader. Cr. 8vo. 77 * 5, pp. 492, 3s. 6d. net .MACMILLAN, Apr. 16",Clay,Henry,Economics : an introduction for the general reader,MACMILLAN,3s. 6d.,8vo.,"Clay (Henry)-Economics : an introduction for the general reader. Cr. 8vo. 77 * 5, pp. 492, 3s. 6d. net .MACMILLAN, Apr. 16",Henry Clay,['Clay (Henry)'],,Apr. 16,net
1312,"Claydon (Ellen P. & C. A.)-Needlework without specimens 8vo. 8} x64, pp. 238, 38. 6d. net (Modern book of school needlework) PITMAN, Feb. 16",Claydon,Ellen P. & C. A.,Needlework without specimens,PITMAN,6d.,8vo.,"Claydon (Ellen P. & C. A.)-Needlework without specimens 8vo. 8} x64, pp. 238, 38. 6d. net (Modern book of school needlework) PITMAN, Feb. 16",Ellen P. & C. A. Claydon,['Claydon (Ellen P. & C. A.)'],,Feb. 16,net
1314,"Cleghorne (W. S. H.)-Farm buildings and building construction in S. Africa. Foreword by F. B. Smith. Ryl. 8vo. 101 X61, 21s. LONGMANS, July 16",Cleghorne,W. S. H.,Farm buildings and building construction in S. Africa,LONGMANS,21s.,8vo.,"Cleghorne (W. S. H.)-Farm buildings and building construction in S. Africa. Foreword by F. B. Smith. Ryl. 8vo. 101 X61, 215. LONGMANS, July 16",W. S. H. Cleghorne,['Cleghorne (W. S. H.)'],,July 16,
1315,"Clement (Hon. W. H. P.)- The Law of the Canadian constitution. 3rd ed. Ryl. 8vo. 95 X 64, 42s. net SWEET & M., Jan. 16",Clement,Hon. W. H. P.,The Law of the Canadian constitution,SWEET & M.,42s.,8vo.,"Clement (Hon. W. H. P.)- The Law of the Canadian constitution. 3rd ed. Ryl. 8vo. 95 X 64, 425. net SWEET & M., Jan. 16",Hon. W. H. P. Clement,['Clement (Hon. W. H. P.)'],,Jan. 16,net
1316,"Clements (M. E.)-The King and His soldiers : talks to children from Advent to Whit Sunday. Cr, 8vo. 71 X 5, pp. 178, 2s. 6d. net SKEFFINGTON, Sep. 16",Clements,M. E.,The King and His soldiers : talks to children from Advent to Whit Sunday,SKEFFINGTON,2s. 6d.,8vo.,"Clements (M. E.)-The King and His soldiers : talks to children from Advent to Whit Sunday. Cr, 8vo. 71 X 5, pp. 178, 25. 6d. net SKEFFINGTON, Sep. 16",M. E. Clements,['Clements (M. E.)'],,Sep. 16,net
1317,"Clergue (Gertrude) see Harrison (G. C.) and Clergue. Clergy directory and parish guide, 1916. Cr. 8vo. 71 X 41. pp. 856, 48. 6d. net (99, Shoe La., E.C.) J. S. PHILLIPS, Jan. 16",Clergue,Gertrude,Clergy directory and parish guide,J. S. PHILLIPS,6d.,8vo.,"Clergue (Gertrude) see Harrison (G. C.) and Clergue. Clergy directory and parish guide, 1916. Cr. 8vo. 71 X 41. pp. 856, 48. 6d. net (99, Shoe La., E.C.) J. S. PHILLIPS, Jan. 16",Gertrude Clergue,['Clergue (Gertrude)'],,Jan. 16,net
1320,"Cleveland (C. C.)-The Great Revival in the West, 1797-180s. 4 maps. 12mo. 71 x 5, pp. 228, 4s. 6d. net CAMB. UNIV. PR., Oct. 16",Cleveland,C. C.,The Great Revival in the West,CAMB. UNIV. PR.,4s. 6d.,12mo.,"Cleveland (C. C.)-The Great Revival in the West, 1797-1805. 4 maps. 12mo. 71 x 5, pp. 228, 4s. 6d. net CAMB. UNIV. PR., Oct. 16",C. C. Cleveland,['Cleveland (C. C.)'],,Oct. 16,net
1321,"Clifford (W.G.)—The Ex-soldier, by himself : a prac. study of the past and future of the ex-soldier problem, w. spec. ref. to the situation created by the World War. Cr. 8vo. 8 X 51, pp. 308, 23. 6d. net ..BLACK, May 16",Clifford,W.G.,"The Ex-soldier, by himself : a prac",BLACK,6d.,8vo.,"Clifford (W.G.)—The Ex-soldier, by himself : a prac. study of the past and future of the ex-soldier problem, w. spec. ref. to the situation created by the World War. Cr. 8vo. 8 X 51, pp. 308, 23. 6d. net ..BLACK, May 16",W.G. Clifford,['Clifford (W.G.)'],,May 16,net
1322,"Clodd (Edward)—Gibbon and Christianity. Con- way memorial lecture delivered at South Place Institute on March 17, 1916. 18mo. 64 x 4, pp. 72, 1s. net ..WATTS, Mar. 16",Clodd,Edward,Gibbon and Christianity,WATTS,1s.,18mo.,"Clodd (Edward)—Gibbon and Christianity. Con- way memorial lecture delivered at South Place Institute on March 17, 1916. 18mo. 64 x 4, pp. 72, Is. net ..WATTS, Mar. 16",Edward Clodd,['Clodd (Edward)'],,Mar. 16,net
1323,"Clodd (Edward)—Memories. 8vo. 9X 5, pp. 298, IOS. 6d. net ....CHAPMAN & H., Sep. 16",Clodd,Edward,Memories,CHAPMAN & H.,6d.,8vo.,"Clodd (Edward)—Memories. 8vo. 9X 5, pp. 298, IOS. 6d. net ....CHAPMAN & H., Sep. 16",Edward Clodd,['Clodd (Edward)'],,Sep. 16,net
1328,"Clouston (J. Storer)--Two's two. Cr. 8vo. 71 x5 PP. 313, 6s. ..BLACKWOOD, Oct. 16",Clouston,J. Storer,Two's two,BLACKWOOD,6s.,8vo.,"Clouston (J. Storer)--Two's two. Cr. 8vo. 71 x5 PP. 313, 6s. ..BLACKWOOD, Oct. 16",J. Storer Clouston,['Clouston (J. Storer)'],,Oct. 16,
1330,"Clowes (Frank) and Coleman (J. Bernard) --Elem. prac. chemistry. Pt. 2, Analytical chemistry, qualitative and quantitative, 8th ed. Cr. 8vo. 74 x 41, pp. 280, 3s. 6d. net CHURCHILL, Oct. 16",Clowes,Frank,Elem,CHURCHILL,3s. 6d.,8vo.,"Clowes (Frank) and Coleman (J. Bernard) --Elem. prac. chemistry. Pt. 2, Analytical chemistry, qualitative and quantitative, 8th ed. Cr. 8vo. 74 x 41, pp. 280, 3s. 6d. net CHURCHILL, Oct. 16",Frank Clowes,"['Clowes (Frank)', 'Coleman (J. Bernard)']",,Oct. 16,net
1334,"Clutton-Brock (A.)—Simpson's choice : an essay on the future life. With woodcuts by Roald Kristian. 4to. 111x91, bds., 12s. 6d. net (33, Fitzroy Sq., W.) OMEGA WORKSHOPS, Feb. 16",Clutton-Brock,A.,Simpson's choice : an essay on the future life,OMEGA WORKSHOPS,12s. 6d.,4to.,"Clutton-Brock (A.)—Simpson's choice : an essay on the future life. With woodcuts by Roald Kristian. 4to. 111x91, bds., 12s. 6d. net (33, Fitzroy Sq., W.) OMEGA WORKSHOPS, Feb. 16",A. Clutton-Brock,['Clutton-Brock (A.)'],,Feb. 16,net
1335,"Clutton-Brock (A.)—The Ultimate belief. Cr. 8vo. 74 x 5, pp. 116, 2s. 6d. net CONSTABLE, June 16",Clutton-Brock,A.,The Ultimate belief,CONSTABLE,2s. 6d.,8vo.,"Clutton-Brock (A.)—The Ultimate belief. Cr. 8vo. 74 x 5, pp. 116, 25. 6d. net CONSTABLE, June 16",A. Clutton-Brock,['Clutton-Brock (A.)'],,June 16,net
1339,"Oobb (G. Belton)- Stand to arms. Cr. 8vo. 8x5}, pp. 182, is. 9d. ..GARDNER, D., Dec. 16",Oobb,G. Belton,Stand to arms,"GARDNER, D.",9d.,8vo.,"Oobb (G. Belton)- Stand to arms. Cr. 8vo. 8x5}, pp. 182, is. 9d. ..GARDNER, D., Dec. 16",G. Belton Oobb,['Oobb (G. Belton)'],,Dec. 16,
1341,"Cobb (Irvin S.)- Speaking of operations Cr. 8vo. 73 x 5, pp. 64, bds. 1s. 3d. net HODDER & S., May 16",Cobb,Irvin S.,Speaking of operations,HODDER & S.,1s. 3d.,8vo.,"Cobb (Irvin S.)- Speaking of operations Cr. 8vo. 73 x 5, pp. 64, bds. Is. 3d. net HODDER & S., May 16",Irvin S. Cobb,['Cobb (Irvin S.)'],,May 16,net
1342,"Cobb (J. F.)-In time of war. Cr. 8vo. 73 x 5, pp. 343, is. 3d. net (Boy's new lib.) FROWDE AND H. & S., July 16",Cobb,J. F.,In time of war,FROWDE AND H. & S.,3d.,8vo.,"Cobb (J. F.)-In time of war. Cr. 8vo. 73 x 5, pp. 343, is. 3d. net (Boy's new lib.) FROWDE AND H. & S., July 16",J. F. Cobb,['Cobb (J. F.)'],,July 16,net
1343,"Cobb (Thomas)-Pat. Cr. 8vo. 7+ x 5, pp. 251, 6s. net ..CHAPMAN & H., Sep. 16",Cobb,Thomas,Pat,CHAPMAN & H.,6s.,8vo.,"Cobb (Thomas)-Pat. Cr. 8vo. 7+ x 5, pp. 251, 6s. net ..CHAPMAN & H., Sep. 16",Thomas Cobb,['Cobb (Thomas)'],,Sep. 16,net
1344,"Cobb (Thomas) - Second in the field. Cr. 8vo. 78 x 5, pp. 276, 6s. ... CHAPMAN & H., Jan. 16",Cobb,Thomas,Second in the field,CHAPMAN & H.,6s.,8vo.,"Cobb (Thomas) - Second in the field. Cr. 8vo. 78 x 5, pp. 276, 6s. ... CHAPMAN & H., Jan. 16",Thomas Cobb,['Cobb (Thomas)'],,Jan. 16,
1345,"Cobbett (William)-Cottage economy. Intro. by G. K. Chesterton. Repr. fr. the 17th ed. Cr. 8vo. 74 x 41, pp. 204, 2s. 6d. net DOUGLAS PEPLER, May 16",Cobbett,William,Cottage economy,DOUGLAS PEPLER,2s. 6d.,8vo.,"Cobbett (William)-Cottage economy. Intro. by G. K. Chesterton. Repr. fr. the 17th ed. Cr. 8vo. 74 x 41, pp. 204, 25. 6d. net DOUGLAS PEPLER, May 16",William Cobbett,['Cobbett (William)'],,May 16,net
1347,"Cock (Albert A.)--A Syllabus in war geography and history. Cr. 8vo. 71 x 5, swd. 6d. net PHILIP, Apr. 16",Cock,Albert A.,A Syllabus in war geography and history,PHILIP,6d.,8vo.,"Cock (Albert A.)--A Syllabus in war geography and history. Cr. 8vo. 71 x 5, swd. 6d. net PHILIP, Apr. 16",Albert A. Cock,['Cock (Albert A.)'],,Apr. 16,net
1352,"Coddington (F. J. 0.)-The Young officer's guide to military law. 18mo. 64 x 4, pp. 126, 2s. 6d. net. .GALE & P., Feb. 16",Coddington,F. J. 0.,The Young officer's guide to military law,GALE & P.,2s. 6d.,18mo.,"Coddington (F. J. 0.)-The Young officer's guide to military law. 18mo. 64 x 4, pp. 126, 25. 6d. net. .GALE & P., Feb. 16",F. J. 0. Coddington,['Coddington (F. J. 0.)'],,Feb. 16,net
1358,"Collinge (Vincent E.) see also Brown (†.) and Collinge. Collins (A. Frederick)--The Book of electricity. Cr. 8vo. 74 x 51, pp. 199, 3s. 6d. net APPLETON, Nov. 16",Collinge,Vincent E.,The Book of electricity,APPLETON,3s. 6d.,8vo.,"Collinge (Vincent E.) see also Brown (†.) and Collinge. Collins (A. Frederick)--The Book of electricity. Cr. 8vo. 74 x 51, pp. 199, 3s. 6d. net APPLETON, Nov. 16",Vincent E. Collinge,"['Collinge (Vincent E.)', 'Collins (A. Frederick)']",,Nov. 16,net
1360,"Coester (Alfred)--The Literary history of Spanish America. Cr. 8vo. 8 X 51, Ios. 6d. net MACMILLAN, Nov. 16",Coester,Alfred,The Literary history of Spanish America,MACMILLAN,6d.,8vo.,"Coester (Alfred)--The Literary history of Spanish America. Cr. 8vo. 8 X 51, Ios. 6d. net MACMILLAN, Nov. 16",Alfred Coester,['Coester (Alfred)'],,Nov. 16,net
1362,"Coffin (Henry Sloane)-The Ten Commandments. Cr. 8vo. 73 x 5, 5s. net ..HODDER & S., May 16",Coffin,Henry Sloane,The Ten Commandments,HODDER & S.,5s.,8vo.,"Coffin (Henry Sloane)-The Ten Commandments. Cr. 8vo. 73 x 5, 5s. net ..HODDER & S., May 16",Henry Sloane Coffin,['Coffin (Henry Sloane)'],,May 16,net
1364,"Cohen (Herman) ed.--Indictments Act, 1915, 28. 6d. net Cohen (Julius Henry)-Law and order in industry. Cr. 8vo. 8 X 54, 6s.6d, net. .MACMILLAN, Apr. 16",Cohen,Herman,Indictments Act,MACMILLAN,6s.6d.,8vo.,"Cohen (Herman) ed.--Indictments Act, 1915, 28. 6d. net Cohen (Julius Henry)-Law and order in industry. Cr. 8vo. 8 X 54, 6s.6d, net. .MACMILLAN, Apr. 16",Herman Cohen,['Cohen (Herman)'],ed.,Apr. 16,net
1365,"Cohn (Dr. Lassar-) See Lassar-Cohn. Cohu (J. R.)---National Mission addresses. Cr. 8vo. 71 x 5, pp. 32, swd. 6d. net.... PARKER, Aug. 16",Cohn,Dr. Lassar-,See Lassar-Cohn,PARKER,6d.,8vo.,"Cohn (Dr. Lassar-) See Lassar-Cohn. Cohu (J. R.)---National Mission addresses. Cr. 8vo. 71 x 5, pp. 32, swd. 6d. net.... PARKER, Aug. 16",Dr. Lassar- Cohn,['Cohn (Dr. Lassar-)'],,Aug. 16,net
1366,"Cole (C. W.) and Ralston (W.)-Tippoo : a tale of a tiger. New ed. 4to. 11 x 9, bds. is. 6d. net WARNE, June 16",Cole,C. W.,Tippoo : a tale of a tiger,WARNE,6d.,4to.,"Cole (C. W.) and Ralston (W.)-Tippoo : a tale of a tiger. New ed. 4to. 11 x 9, bds. is. 6d. net WARNE, June 16",C. W. Cole,"['Cole (C. W.)', 'Ralston (W.)']",,June 16,net
1368,"Cole (R. Lee)--Love-feasts : a history of the Christian agape. Cr. 8vo. 78 x 5, pp. 292, 5s, net . KELLY, Feb. 16",Cole,R. Lee,Love-feasts : a history of the Christian agape,KELLY,5s.,8vo.,"Cole (R. Lee)--Love-feasts : a history of the Christian agape. Cr. 8vo. 78 x 5, pp. 292, 5S, net . KELLY, Feb. 16",R. Lee Cole,['Cole (R. Lee)'],,Feb. 16,net
1369,"Cole (Sophie)-The House in Watchman's Alley. Cr. 8vo. 7* X 5, pp. 366, 6s. MILLS & B., Jan. 16",Cole,Sophie,The House in Watchman's Alley,MILLS & B.,6s.,8vo.,"Cole (Sophie)-The House in Watchman's Alley. Cr. 8vo. 7* X 5, pp. 366, 6s. MILLS & B., Jan. 16",Sophie Cole,['Cole (Sophie)'],,Jan. 16,
1370,"Cole (Sophie) — The Loitering highway. Cr. 8vo. 74 x 5, pp. 336, 6s. ...MILLS & B., Aug. 16",Cole,Sophie,The Loitering highway,MILLS & B.,6s.,8vo.,"Cole (Sophie) — The Loitering highway. Cr. 8vo. 74 x 5, pp. 336, 6s. ...MILLS & B., Aug. 16",Sophie Cole,['Cole (Sophie)'],,Aug. 16,
1372,"Coleman (J. B. rnard) see Clowes (F.) and Coleman. Coleman (T. E.)—The Civil engineers' cost book. Compiled for the use of civil and municipal engineers, public works contractors, &c. 2nd ed. rev. and enlarged. 18mo. 64 x 3ť, pp. 402, 6s. net.... ..SPON, Jan. 16",Coleman,J. B. rnard,The Civil engineers' cost book,SPON,6s.,18mo.,"Coleman (J. B. rnard) see Clowes (F.) and Coleman. Coleman (T. E.)—The Civil engineers' cost book. Compiled for the use of civil and municipal engineers, public works contractors, &c. 2nd ed. rev. and enlarged. 18mo. 64 x 3ť, pp. 402, 6s. net.... ..SPON, Jan. 16",J. B. rnard Coleman,"['Coleman (J. B. rnard)', 'Coleman (T. E.)']",,Jan. 16,net
