,entry,last_name,first_name,title,publisher,price,price_in_pounds,format,original_entry,author_name,creators,is_editor,date,is_net
1399,"Ellis (Beth)--The King's blue riband. Cr. 8vo. 71 X 41, pp. 301, is. net HODDER & S., Jan. 17",Ellis,Beth,The King's blue riband,HODDER & S.,,0.0,8vo.,"Ellis (Beth)--The King's blue riband. Cr. 8vo. 71 X 41, pp. 301, is. net HODDER & S., Jan. 17",Beth Ellis,['Ellis (Beth)'],,Jan. 17,
1401,"Ellis (1da)--A Catechism of palmistry: the sciences of chirognomy and chiromancy ex- plained in the form of question and answer. Cr. 8vo. 74 x 5, pp. 255, 3s. 6(l. net W. RIDER, N01. '17.",Ellis,1da,A Catechism of palmistry: the sciences of chirognomy and chiromancy ex- plained in the form of question and answer,W. RIDER,,0.0,8vo.,"Ellis (Ida)--A Catechism of palmistry: the sciences of chirognomy and chiromancy ex- plained in the form of question and answer. Cr. 8vo. 74 x 5, pp. 255, 35. 6(l. net W. RIDER, N01. '17.",1da Ellis,['Ellis (1da)'],,N01. '17,
1408,"Ely Diocesan calendar and clergy list, 1917. Cr. 8vo. 7* X 5, pp. 217, 18. net ..SIMPKIN, Feb. 17",,,Ely Diocesan calendar and clergy list,SIMPKIN,,0.0,8vo.,"Ely Diocesan calendar and clergy list, 1917. Cr. 8vo. 7* X 5, pp. 217, 18. net ..SIMPKIN, Feb. 17",,,,Feb. 17,
1411,"Emery (W. d'Este)-Clinical bacteriology and hæmatology for practitioners. 5th ed. 8vo. 81 X 51, pp. 310, gs. net LEWIS, Feb. 17",Emery,W. d'Este,Clinical bacteriology and hæmatology for practitioners,LEWIS,,0.0,8vo.,"Emery (W. d'Este)-Clinical bacteriology and hæmatology for practitioners. 5th ed. 8vo. 81 X 51, pp. 310, gs. net LEWIS, Feb. 17",W. d'Este Emery,"[""Emery (W. d'Este)""]",,Feb. 17,
1413,"Engineering Standards Ctte. (British)—British standard specification for cast-iron pipes and special castings for water, gas and sewage. Fol. 131 X 8, is, net....C. LOCKWOOD, Oct. '17",Engineering Standards Ctte.,British,"British standard specification for cast-iron pipes and special castings for water, gas and sewage",C. LOCKWOOD,,0.0,,"Engineering Standards Ctte. (British)—British standard specification for cast-iron pipes and special castings for water, gas and sewage. Fol. 131 X 8, is, net....C. LOCKWOOD, Oct. '17",British Engineering Standards Ctte.,['Engineering Standards Ctte. (British)'],,Oct. '17,
1416,"Engineering Standards Ctte. (British) --Report on British standard dimensions for sparking plugs for internal combustion engines. Revised, Sept. 1917. 8vo. 81 x 51, pp. 12, is, net C, LOCKWOOD, Oct. '17",Engineering Standards Ctte.,British,Report on British standard dimensions for sparking plugs for internal combustion engines,"C, LOCKWOOD",,0.0,8vo.,"Engineering Standards Ctte. (British) --Report on British standard dimensions for sparking plugs for internal combustion engines. Revised, Sept. 1917. 8vo. 81 x 51, pp. 12, is, net C, LOCKWOOD, Oct. '17",British Engineering Standards Ctte.,['Engineering Standards Ctte. (British)'],,Oct. '17,
1417,"Engineering Standards Ctte. (British)--Report on British standard diinensions of magnetos for automobile and aircraft purposes. 8vo. 81 x 51, pp. 32, is, net ...C. LOCKWOOD, Oct. '17",Engineering Standards Ctte.,British,Report on British standard diinensions of magnetos for automobile and aircraft purposes,C. LOCKWOOD,,0.0,8vo.,"Engineering Standards Ctte. (British)--Report on British standard diinensions of magnetos for automobile and aircraft purposes. 8vo. 81 x 51, pp. 32, is, net ...C. LOCKWOOD, Oct. '17",British Engineering Standards Ctte.,['Engineering Standards Ctte. (British)'],,Oct. '17,
1419,"Engineer's year book (The), 1917. Comp. and ed. by H. R. Kempe. Cr. 8vo. 71 x 51, pp. 2,225, 2 os. net ..C. LOCKWOOD, Apr. 17",,,Engineer's year book (The),C. LOCKWOOD,,0.0,8vo.,"Engineer's year book (The), 1917. Comp. and ed. by H. R. Kempe. Cr. 8vo. 71 x 51, pp. 2,225, 2 os. net ..C. LOCKWOOD, Apr. 17",,,,Apr. 17,
1427,"Epictetus--Discourses and Manual, together with Fragments of his writings. Tr. w. intro. and notes by P. E. Matheson. 2 vols. Fcap. 8vo. 7X4, pp. 246, 280, ea. 3s. 60. net (Oxford translations) (Clarendon Pr.) MILFORD, Feb. 17",,,"Epictetus--Discourses and Manual, together with Fragments of his writings",MILFORD,,0.0,8vo.,"Epictetus--Discourses and Manual, together with Fragments of his writings. Tr. w. intro. and notes by P. E. Matheson. 2 vols. Fcap. 8vo. 7X4, pp. 246, 280, ea. 35. 60. net (Oxford translations) (Clarendon Pr.) MILFORD, Feb. 17",,,,Feb. 17,
1431,"Ernst (Clayton H.) see Cole (N. B.) and Ernst. Erskine (Ruaraidh Stuart)-An Rdzarnach. Illus. 10X8, pp. 227, Ios. .. MACLAREN, June 17",Ernst,Clayton H.,An Rdzarnach,MACLAREN,,0.0,,"Ernst (Clayton H.) see Cole (N. B.) and Ernst. Erskine (Ruaraidh Stuart)-An Rdzarnach. Illus. 10X8, pp. 227, Ios. .. MACLAREN, June 17",Clayton H. Ernst,"['Ernst (Clayton H.)', 'Erskine (Ruaraidh Stuart)']",,June 17,
1436,"Evans (Howel)--A Girl alone. Cr. 8vo. 77X5, pp. 36.4, 5s. net RICHARDS, Oct. 'i 7 Evans (Richardson)-Ireland in the Realm and Ulster in Ireland. 71x41, pp. 49, swd. 60. net .CONSTABLE, Oct.'ly Evans (W.)-Killed in action : poems of consola- tion. Cr. 8vo. 75 X 5, pp. 32, swd. is. net E. MACDONALD, Jan. 17",Evans,Howel,A Girl alone,E. MACDONALD,,0.0,8vo.,"Evans (Howel)--A Girl alone. Cr. 8vo. 77X5, pp. 36.4, 55. net RICHARDS, Oct. 'i 7 Evans (Richardson)-Ireland in the Realm and Ulster in Ireland. 71x41, pp. 49, swd. 60. net .CONSTABLE, Oct.'ly Evans (W.)-Killed in action : poems of consola- tion. Cr. 8vo. 75 X 5, pp. 32, swd. is. net E. MACDONALD, Jan. 17",Howel Evans,['Evans (Howel)'],,Jan. 17,
1437,"Evans (W. H.)--Constructive spiritualism, Cr. 8vo. pp. 155, 2s. net Two WORLDS PUBG. CO., July ’17",Evans,W. H.,Constructive spiritualism,WORLDS PUBG. CO.,,0.0,8vo.,"Evans (W. H.)--Constructive spiritualism, Cr. 8vo. pp. 155, 25. net Two WORLDS PUBG. CO., July ’17",W. H. Evans,['Evans (W. H.)'],,July ’17,
1440,"Evans's Pupil teachers' school management. 6th ed. Cr. 8vo. 71 x 5, pp. 167, is. net THOMAS EVANS, Jan. 17",,,Evans's Pupil teachers' school management,THOMAS EVANS,,0.0,8vo.,"Evans's Pupil teachers' school management. 6th ed. Cr. 8vo. 71 x 5, pp. 167, is. net THOMAS EVANS, Jan. 17",,,,Jan. 17,
1441,"Evens (G. Bramwell, Rev.)-The Truth about direct control in Carlisle, as administered by the Central Control Board (Liquor Traffic). 8} x 5), pp. 32, id. ....P. S. KING, Aug. '17",Evens,"G. Bramwell, Rev.","The Truth about direct control in Carlisle, as administered by the Central Control Board (Liquor Traffic)",P. S. KING,,0.0,,"Evens (G. Bramwell, Rev.)-The Truth about direct control in Carlisle, as administered by the Central Control Board (Liquor Traffic). 8} x 5), pp. 32, id. ....P. S. KING, Aug. '17","G. Bramwell, Rev. Evens","['Evens (G. Bramwell, Rev.)']",,Aug. '17,
1442,"Everard (C. 1.)-Gadſlights. Intro. by Thomas Burke. Cr. 8vo. 7X1, pp. 186, 28. net ALLEN & U., Oct. '17",Everard,C. 1.,Gadſlights,ALLEN & U.,,0.0,8vo.,"Everard (C. 1.)-Gadſlights. Intro. by Thomas Burke. Cr. 8vo. 7X1, pp. 186, 28. net ALLEN & U., Oct. '17",C. 1. Everard,['Everard (C. 1.)'],,Oct. '17,
1443,"Everard (Henry)-Keep in the bunchi, and other stories. 18mo. 61 x 41, pp. 108, is. net HOLDEN & H., Aug. '17",Everard,Henry,"Keep in the bunchi, and other stories",HOLDEN & H.,,0.0,18mo.,"Everard (Henry)-Keep in the bunchi, and other stories. 18mo. 61 x 41, pp. 108, is. net HOLDEN & H., Aug. '17",Henry Everard,['Everard (Henry)'],,Aug. '17,
1447,"Everett-Green (Evelyn)-The Heiress of Swallow- cliffe. Cheaper ed. Cr. 8vo. s. net S. PAUL, Sep. '17",Everett-Green,Evelyn,The Heiress of Swallow- cliffe,S. PAUL,,0.0,8vo.,"Everett-Green (Evelyn)-The Heiress of Swallow- cliffe. Cheaper ed. Cr. 8vo. IS. net S. PAUL, Sep. '17",Evelyn Everett-Green,['Everett-Green (Evelyn)'],,Sep. '17,
1451,"Every girl's fortune book. By Erinus. Cr. 8vo. 73x 41, pp. 91, swd. is. net PEARSON, Nov. '17",,,Every girl's fortune book,PEARSON,,0.0,8vo.,"Every girl's fortune book. By Erinus. Cr. 8vo. 73x 41, pp. 91, swd. is. net PEARSON, Nov. '17",,,,Nov. '17,
1456,"Excess profits duty-Statement respecting pro- posals as to valuation of swcks; and allowances for wear and tcar, depreciation and obsolescence of assetj. id, H.M. STATIONERY OFF., July '17",,,"Excess profits duty-Statement respecting pro- posals as to valuation of swcks; and allowances for wear and tcar, depreciation and obsolescence of assetj",H.M. STATIONERY OFF.,,0.0,,"Excess profits duty-Statement respecting pro- posals as to valuation of swcks; and allowances for wear and tcar, depreciation and obsolescence of assetj. id, H.M. STATIONERY OFF., July '17",,,,July '17,
1458,"Explosives—41st Annual report of Inspec. of E., 1916. id. ..H.M. STATIONERY OFF., June '17",,,Explosives,H.M. STATIONERY OFF.,,0.0,,"Explosives—41st Annual report of Inspec. of E., 1916. id. ..H.M. STATIONERY OFF., June '17",,,,June '17,
1459,"Expository Times (The). Vol. 28, Oct. 1916- Sept. 1917. Ryl. 8vo. gs. net CLARK, Oct. '17",,,Expository Times (The),CLARK,,0.0,8vo.,"Expository Times (The). Vol. 28, Oct. 1916- Sept. 1917. Ryl. 8vo. gs. net CLARK, Oct. '17",,,,Oct. '17,
1470,"Fawkes (Alfred)--The Genius of the English Church. Cr. 8vo. 71 x 5, pp. 127, 2s. 6d. net, swd, is, hd. net (Modern Churchman's lib.) J. MURRAY, Dec. '17",Fawkes,Alfred,The Genius of the English Church,J. MURRAY,,0.0,8vo.,"Fawkes (Alfred)--The Genius of the English Church. Cr. 8vo. 71 x 5, pp. 127, 25. 6d. net, swd, is, hd. net (Modern Churchman's lib.) J. MURRAY, Dec. '17",Alfred Fawkes,['Fawkes (Alfred)'],,Dec. '17,
1474,"Fearon (William Andrewes)-The Mind of St. Paul: five sermons, &c. 8vo. PP. 47, s. WARREN, Apr. '17",Fearon,William Andrewes,The Mind of St,WARREN,,0.0,8vo.,"Fearon (William Andrewes)-The Mind of St. Paul: five sermons, &c. 8vo. PP. 47, IS. WARREN, Apr. '17",William Andrewes Fearon,['Fearon (William Andrewes)'],,Apr. '17,
1479,"Fell (E. F. B.).- Personal libcrty: the great question of to-day. Cr. 8vo. 71 X 53, pp. 216, .METHUEN, Oct. '17",Fell,E. F. B.,Personal libcrty: the great question of to-day,METHUEN,,0.0,8vo.,"Fell (E. F. B.).- Personal libcrty: the great question of to-day. Cr. 8vo. 71 X 53, pp. 216, .METHUEN, Oct. '17",E. F. B. Fell,['Fell (E. F. B.)'],,Oct. '17,
1485,"Ferrar (William John)—The Ladder of the Cross : meditations for Holy Week. Cr. 8vo. 73 x 5, pp. 127, 28. net R. SCOTT, Feb. 17",Ferrar,William John,The Ladder of the Cross : meditations for Holy Week,R. SCOTT,,0.0,8vo.,"Ferrar (William John)—The Ladder of the Cross : meditations for Holy Week. Cr. 8vo. 73 x 5, pp. 127, 28. net R. SCOTT, Feb. 17",William John Ferrar,['Ferrar (William John)'],,Feb. 17,
1495,"Fieldhouse (Arthur and E. Ewart)-Income tax simplified. 3rd ed. 18ino. 67 X41, pp. 77, s. SIMPKIN, Dec. 16 Fleldhouse (Arthur) and Wilson (Edwin)--Key to the Student's advanced commercial book- keeping, &c. Pt. 2. 4th ed. 8vo. pp. 545, IÓs. ..SIMPKIN, Mur. '17",Fieldhouse,Arthur,Income tax simplified,SIMPKIN,,0.0,8vo.,"Fieldhouse (Arthur and E. Ewart)-Income tax simplified. 3rd ed. 18ino. 67 X41, pp. 77, IS. SIMPKIN, Dec. 16 Fleldhouse (Arthur) and Wilson (Edwin)--Key to the Student's advanced commercial book- keeping, &c. Pt. 2. 4th ed. 8vo. pp. 545, IÓs. ..SIMPKIN, Mur. '17",Arthur Fieldhouse,"['Fieldhouse (Arthur)', 'Fieldhouse (E. Ewart)']",,Mur. '17,
1496,"Fielding (Henry)-Works. 6 vols. Cr. 8vo. 7+ x 44, pp. 325, 377, 365, 299, 302, 292 (set only), ea. vol. 33. net (international lib.) JARROLD, Jan. 17",Fielding,Henry,Works,JARROLD,,0.0,8vo.,"Fielding (Henry)-Works. 6 vols. Cr. 8vo. 7+ x 44, pp. 325, 377, 365, 299, 302, 292 (set only), ea. vol. 33. net (international lib.) JARROLD, Jan. 17",Henry Fielding,['Fielding (Henry)'],,Jan. 17,
1497,"Fielding-Hall (H.)--The Nature of war--and its causes. Cr. 8vo. 73 x 5, pp. 263, 3s. 60. net HURST & B., Oct. '17",Fielding-Hall,H.,The Nature of war--and its causes,HURST & B.,,0.0,8vo.,"Fielding-Hall (H.)--The Nature of war--and its causes. Cr. 8vo. 73 x 5, pp. 263, 35. 60. net HURST & B., Oct. '17",H. Fielding-Hall,['Fielding-Hall (H.)'],,Oct. '17,
1499,"Fielding-Ould (F., Rev.)-1s spiritualism of the Devil ? Intro. by Sir A. Conan Doyle. 7*4, pp. 27, 2d. .(Beverley : Swinemoor Lane) WRIGHT & HOGGARD, Sep. '17",Fielding-Ould,"F., Rev.",,WRIGHT & HOGGARD,,0.0,,"Fielding-Ould (F., Rev.)-Is spiritualism of the Devil ? Intro. by Sir A. Conan Doyle. 7*4, pp. 27, 2d. .(Beverley : Swinemoor Lane) WRIGHT & HOGGARD, Sep. '17","F., Rev. Fielding-Ould","['Fielding-Ould (F., Rev.)']",,Sep. '17,
1502,"Figgis (Darrell)--A Chronicle of jails. Cr. 8vo. 74 X5, pp. 130, is, net TALBOT PR., Aug. '17",Figgis,Darrell,A Chronicle of jails,TALBOT PR.,,0.0,8vo.,"Figgis (Darrell)--A Chronicle of jails. Cr. 8vo. 74 X5, pp. 130, is, net TALBOT PR., Aug. '17",Darrell Figgis,['Figgis (Darrell)'],,Aug. '17,
1503,"Figgis (Darrell)—The Gaelic state in the past and future; or, “ The Crown of a nation.” 73x5, pp. 84, s, net .MAUNSEL, Nov.'17",Figgis,Darrell,"The Gaelic state in the past and future; or, “ The Crown of a nation",MAUNSEL,,0.0,,"Figgis (Darrell)—The Gaelic state in the past and future; or, “ The Crown of a nation.” 73x5, pp. 84, IS, net .MAUNSEL, Nov.'17",Darrell Figgis,['Figgis (Darrell)'],,Nov.'17,
1506," Financier Rubber share book (The). 14th ed., May 1917. Cr. 8vo. 74 X 5, pp. 897, 48. net FINANCIER & BULLIONIST, June '17",,,Financier Rubber share book (The),FINANCIER & BULLIONIST,,0.0,8vo.," Financier Rubber share book (The). 14th ed., May 1917. Cr. 8vo. 74 X 5, pp. 897, 48. net FINANCIER & BULLIONIST, June '17",,,,June '17,
1509,"Findlay (Alexander)--Chemistry in the service of man. 2nd ed. 8vo. 9 X 58, pp. 287, Os. net LONGMANS, Aug. '17",Findlay,Alexander,Chemistry in the service of man,LONGMANS,,0.0,8vo.,"Findlay (Alexander)--Chemistry in the service of man. 2nd ed. 8vo. 9 X 58, pp. 287, Os. net LONGMANS, Aug. '17",Alexander Findlay,['Findlay (Alexander)'],,Aug. '17,
1511,"IS. net LONGMANS, Oct. '17",,,IS,LONGMANS,,0.0,,"IS. net LONGMANS, Oct. '17",,,,Oct. '17,
1513,"H.M. STATIONERY OFF., Aug. '17",,,,H.M. STATIONERY OFF.,,0.0,,"H.M. STATIONERY OFF., Aug. '17",,,,Aug. '17,
1517,"Fiske (Bradley A.)-The Navy as a fighting Finnemore (John)-A Boy Scout in the Balkans. machine. 8vo. 87 X 51, pp. 411, 8s. 6d. net Illus. by W. H. C. Groome. New ed. Cr. 8vo. H. REES, Jan. 17",Fiske,Bradley A.,The Navy as a fighting Finnemore (John)-A Boy Scout in the Balkans,H. REES,,0.0,8vo.,"Fiske (Bradley A.)-The Navy as a fighting Finnemore (John)-A Boy Scout in the Balkans. machine. 8vo. 87 X 51, pp. 411, 8s. 6d. net Illus. by W. H. C. Groome. New ed. Cr. 8vo. H. REES, Jan. 17",Bradley A. Fiske,['Fiske (Bradley A.)'],,Jan. 17,
1519,"Firbank (Ronald)-Caprice. Cr. 8vo. 78 X 5, pp. Fiske (Charles)—Sacrifice and service. Cr. 8vo. 141, 58 net RICHARDS, Nov. '17",Firbank,Ronald,Caprice,RICHARDS,,0.0,8vo.,"Firbank (Ronald)-Caprice. Cr. 8vo. 78 X 5, pp. Fiske (Charles)—Sacrifice and service. Cr. 8vo. 141, 58 net RICHARDS, Nov. '17",Ronald Firbank,['Firbank (Ronald)'],,Nov. '17,
1520,"Firbank (Ronald)-Odette: a fairy tale for weary Fiske (J.)-The Destiny of man. Cr. 8vo. 4s. 6d. people. 8vo. swd. is. net.. RICHARDS, Jan. 17",Firbank,Ronald,Odette: a fairy tale for weary Fiske (J.)-The Destiny of man,RICHARDS,,0.0,8vo.,"Firbank (Ronald)-Odette: a fairy tale for weary Fiske (J.)-The Destiny of man. Cr. 8vo. 45. 6d. people. 8vo. swd. is. net.. RICHARDS, Jan. 17",Ronald Firbank,['Firbank (Ronald)'],,Jan. 17,
1524,"“ Fish [A. H. Fish]—The New Eve. 33. net Flags, badges, and arms of the British Dominions Sep. '17 beyond the Scas. Pt. 2, Arms: Additional Fish meal : its composition and value as a feeding plate-Arms of Tasmania. 6d. stuff for pigs, poultry, cattle, and sheep. By H.M. STATIONERY OFF., Sep. '17",,,Fish [A. H. Fish]—The New Eve,H.M. STATIONERY OFF.,,0.0,,"“ Fish [A. H. Fish]—The New Eve. 33. net Flags, badges, and arms of the British Dominions Sep. '17 beyond the Scas. Pt. 2, Arms: Additional Fish meal : its composition and value as a feeding plate-Arms of Tasmania. 6d. stuff for pigs, poultry, cattle, and sheep. By H.M. STATIONERY OFF., Sep. '17",,,,Sep. '17,
1525,"Flecker (James Elroy)—The Golden journey to Fisher (Lizette A.)---The Mystic vision in the Samarkand. New ed. Cr. 8vo. 71 x 51, Grail legend and in the Divine Comedy. 5 pl. 81 x 54, pp. 160, 6s. 6d. net (Columbia Univ. pp. 76, is. net ...SECKER, Mar. 17",Flecker,James Elroy,The Golden journey to Fisher (Lizette A.)---The Mystic vision in the Samarkand,SECKER,,0.0,8vo.,"Flecker (James Elroy)—The Golden journey to Fisher (Lizette A.)---The Mystic vision in the Samarkand. New ed. Cr. 8vo. 71 x 51, Grail legend and in the Divine Comedy. 5 pl. 81 x 54, pp. 160, 6s. 6d. net (Columbia Univ. pp. 76, is. net ...SECKER, Mar. 17",James Elroy Flecker,['Flecker (James Elroy)'],,Mar. 17,
1526,"Studies in English and comparative literature) Fleet annual and naval year book, 1917. Comp. by MILFORD, Aug. '17 Lionel Yexley. Ryl. 8vo. 91x71, pp. 303, 4s. Fisher (Phil. J.)--Khaki vignettes. Illus. by the net ... CHAPMAN & H., Nov. '17",,,Studies in English and comparative literature) Fleet annual and naval year book,CHAPMAN & H.,,0.0,8vo.,"Studies in English and comparative literature) Fleet annual and naval year book, 1917. Comp. by MILFORD, Aug. '17 Lionel Yexley. Ryl. 8vo. 91x71, pp. 303, 4s. Fisher (Phil. J.)--Khaki vignettes. Illus. by the net ... CHAPMAN & H., Nov. '17",,,,Nov. '17,
1527,"Fleming (Canon)-Recognition in eternity. New ed. Cr. 8vo. 29. net (“ Books of consolation ser.) SKEFFINGTON, Nov. '17",Fleming,Canon,Recognition in eternity,SKEFFINGTON,,0.0,8vo.,"Fleming (Canon)-Recognition in eternity. New ed. Cr. 8vo. 29. net (“ Books of consolation ser.) SKEFFINGTON, Nov. '17",Canon Fleming,['Fleming (Canon)'],,Nov. '17,
1530,"Fleming (L. J. Le) see Le Fleming. Fleming (Noel)--A Glory of armour. Cr. 8vo. 71 x 5, pp. 306. gs. net ...CONSTABLE, Oct. '17",Fleming,L. J. Le,A Glory of armour,CONSTABLE,,0.0,8vo.,"Fleming (L. J. Le) see Le Fleming. Fleming (Noel)--A Glory of armour. Cr. 8vo. 71 x 5, pp. 306. gs. net ...CONSTABLE, Oct. '17",L. J. Le Fleming,"['Fleming (L. J. Le)', 'Fleming (Noel)']",,Oct. '17,
1534,"Fletcher (J. S.)-The Annexation Society. Cr. 8vo. 71 x 51, pp. 319, 2s. uet ....WARD, L., May 17",Fletcher,J. S.,The Annexation Society,"WARD, L.",,0.0,8vo.,"Fletcher (J. S.)-The Annexation Society. Cr. 8vo. 71 x 51, pp. 319, 2s. uet ....WARD, L., May 17",J. S. Fletcher,['Fletcher (J. S.)'],,May 17,
1553,"Foll (P. R. S.)-Fortune-telling by cards. Cr. 8vo. 75 X 51, pp. 122, is. net....PEARSON, Apr. 17",Foll,P. R. S.,Fortune-telling by cards,PEARSON,,0.0,8vo.,"Foll (P. R. S.)-Fortune-telling by cards. Cr. 8vo. 75 X 51, pp. 122, is. net....PEARSON, Apr. 17",P. R. S. Foll,['Foll (P. R. S.)'],,Apr. 17,
1555,"Follett (F. V.)--Flowers of fate and other poems. Cr. 8vo s. net .STOCKWELL, Dec. '17",Follett,F. V.,Flowers of fate and other poems,STOCKWELL,,0.0,8vo,"Follett (F. V.)--Flowers of fate and other poems. Cr. 8vo IS. net .STOCKWELL, Dec. '17",F. V. Follett,['Follett (F. V.)'],,Dec. '17,
1556,"Fontaine (C.)-En France. With notes, oral exer. and vocab. Cr. 8vo. pp. 212, 28. net (Heath's Mod. language ser.) HARRAP, June '17",Fontaine,C.,En France,HARRAP,,0.0,8vo.,"Fontaine (C.)-En France. With notes, oral exer. and vocab. Cr. 8vo. pp. 212, 28. net (Heath's Mod. language ser.) HARRAP, June '17",C. Fontaine,['Fontaine (C.)'],,June '17,
1559,"Food (Ministry of)--List of food control divisions in England, Scotland and Wales. Ea. is. H.M. STATIONERY OFF., Sep.'17",Food,Ministry of,"List of food control divisions in England, Scotland and Wales",H.M. STATIONERY OFF.,,0.0,,"Food (Ministry of)--List of food control divisions in England, Scotland and Wales. Ea. is. H.M. STATIONERY OFF., Sep.'17",Ministry of Food,['Food (Ministry of)'],,Sep.'17,
1561,"Food production (Scotland)-Return showing acreage of arable land in each county of Scotland in 1872 and 1915, and the acreage of grass land which should be ploughed up for the harvest of 1918, &c. id. H.M. STATIONERY OFF., Aug. '17",Food production,Scotland,Return showing acreage of arable land in each county of Scotland in,H.M. STATIONERY OFF.,,0.0,,"Food production (Scotland)-Return showing acreage of arable land in each county of Scotland in 1872 and 1915, and the acreage of grass land which should be ploughed up for the harvest of 1918, &c. id. H.M. STATIONERY OFF., Aug. '17",Scotland Food production,['Food production (Scotland)'],,Aug. '17,
1562,"Food supply manual. ist ed., rev. to May 15, 1917. is. H.M. STATIONERY OFFICE, May '17",,,Food supply manual,H.M. STATIONERY OFFICE,,0.0,,"Food supply manual. ist ed., rev. to May 15, 1917. is. H.M. STATIONERY OFFICE, May '17",,,,May '17,
1568,"Footner (Hulbert)-Jack Chanty: a story of Athabasca. 18mo. 64 X4, pp. 280, is. net HODDER & S., Mar. 17",Footner,Hulbert,Jack Chanty: a story of Athabasca,HODDER & S.,,0.0,18mo.,"Footner (Hulbert)-Jack Chanty: a story of Athabasca. 18mo. 64 X4, pp. 280, is. net HODDER & S., Mar. 17",Hulbert Footner,['Footner (Hulbert)'],,Mar. 17,
1569,"Footner (Hulbert) —The Sealed valley. 18mo. 64x44, pp. 312, is. net HODDER & S., Jan. 17",Footner,Hulbert,The Sealed valley,HODDER & S.,,0.0,18mo.,"Footner (Hulbert) —The Sealed valley. 18mo. 64x44, pp. 312, is. net HODDER & S., Jan. 17",Hulbert Footner,['Footner (Hulbert)'],,Jan. 17,
1573,"Forbes (Nevill) ed.-Third Russian book : extracts from Aksákov, Grigorovich, Hérzen, Saltykóv. Accented and ed., w. full notes and compl. vocab. Cr. 8vo. 74 x 5), pp. 204, 2s. 60. n (Clarendon Pr.) MILFORD, Mar. 17",Forbes,Nevill,"Third Russian book : extracts from Aksákov, Grigorovich, Hérzen, Saltykóv",MILFORD,,0.0,8vo.,"Forbes (Nevill) ed.-Third Russian book : extracts from Aksákov, Grigorovich, Hérzen, Saltykóv. Accented and ed., w. full notes and compl. vocab. Cr. 8vo. 74 x 5), pp. 204, 2s. 60. n (Clarendon Pr.) MILFORD, Mar. 17",Nevill Forbes,['Forbes (Nevill)'],ed.,Mar. 17,
1576,"Ford (Sewell)—Cherub Devine : a novel. Cr. 8vo. 71 X 41, pp. 255, is. net. . HODDER & S., Mar. 17",Ford,Sewell,Cherub Devine : a novel,HODDER & S.,,0.0,8vo.,"Ford (Sewell)—Cherub Devine : a novel. Cr. 8vo. 71 X 41, pp. 255, is. net. . HODDER & S., Mar. 17",Sewell Ford,['Ford (Sewell)'],,Mar. 17,
1578,"Foreign Office list and diplomatic and consular year book for 1917. Ed. by Godfrey F. P. Hertslet and others. 8vo. 8* X6, pp. 649, Ios. 60. net .HARRISON, Apr. 17",,,Foreign Office list and diplomatic and consular year book for,HARRISON,,0.0,8vo.,"Foreign Office list and diplomatic and consular year book for 1917. Ed. by Godfrey F. P. Hertslet and others. 8vo. 8* X6, pp. 649, Ios. 60. net .HARRISON, Apr. 17",,,,Apr. 17,
1579,"Forgan (Dora)- Joan Avenel. Cr. 8vo. 71 x 51, UNWIN, May 17",Forgan,Dora,Joan Avenel,UNWIN,,0.0,8vo.,"Forgan (Dora)- Joan Avenel. Cr. 8vo. 71 x 51, UNWIN, May 17",Dora Forgan,['Forgan (Dora)'],,May 17,
1582,"Formby (C. Wykeham, Rev.)-Why did God allow the War ? 7*X 5, pp. 12, id. GARDNER, D., Nov. '17",Formby,"C. Wykeham, Rev.","Why did God allow the War ? 7*X 5, pp","GARDNER, D.",,0.0,,"Formby (C. Wykeham, Rev.)-Why did God allow the War ? 7*X 5, pp. 12, id. GARDNER, D., Nov. '17","C. Wykeham, Rev. Formby","['Formby (C. Wykeham, Rev.)']",,Nov. '17,
1583,"Forrest (Charles) see Brighouse (Harold) and Forrest. Forrest (R. E.)-Eight days : a tale of the Indian Mutiny. Cheaper ed. Cr. 8vo. 71 x 41, pp. 282, s. net .H. JENKINS, July ’17",Forrest,Charles,Eight days : a tale of the Indian Mutiny,H. JENKINS,,0.0,8vo.,"Forrest (Charles) see Brighouse (Harold) and Forrest. Forrest (R. E.)-Eight days : a tale of the Indian Mutiny. Cheaper ed. Cr. 8vo. 71 x 41, pp. 282, IS. net .H. JENKINS, July ’17",Charles Forrest,"['Forrest (Charles)', 'Forrest (R. E.)']",,July ’17,
1584,"Foreter (Emily L. B.)-How to become a dispenser: the new profession for women. Cr. 8vo. 71 x 5, pp. 107, 28. od. net ...UNWIN, June 17",Foreter,Emily L. B.,How to become a dispenser: the new profession for women,UNWIN,,0.0,8vo.,"Foreter (Emily L. B.)-How to become a dispenser: the new profession for women. Cr. 8vo. 71 x 5, pp. 107, 28. od. net ...UNWIN, June 17",Emily L. B. Foreter,['Foreter (Emily L. B.)'],,June 17,
