entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,is_net
"Civil Services and Revenues Departments- Estimate, id. 1919-20. H.M. STATIONERY OFFICE, Mar. '19",,,"Civil Services and Revenues Departments- Estimate, id",H.M. STATIONERY OFFICE,,,"Civil Services and Revenues Departments- Estimate, id. 1919-20. H.M. STATIONERY OFFICE, Mar. '19",,,,Mar. '19,
"Clark (J. R.) see Rugg (H. O.) and Clark. Clark (James M.) The Vocabulary of Anglo- Irish. 8vo. pp. 48 (St. Gall) AUTHOR, Dec. '17 Clark (John Willis)-A Concise guide to the town and University of Cambridge. 6th ed. 7x4, pp. 230, 1s. 6d. net ....Bowes & B., Nov. '19",Clark,J. R.,The Vocabulary of Anglo- Irish,B.,,8vo.,"Clark (J. R.) see Rugg (H. O.) and Clark. Clark (James M.) The Vocabulary of Anglo- Irish. 8vo. pp. 48 (St. Gall) AUTHOR, Dec. '17 Clark (John Willis)-A Concise guide to the town and University of Cambridge. 6th ed. 7x4, pp. 230, Is. 6d. net ....Bowes & B., Nov. '19",J. R. Clark,"['Clark (J. R.)', 'Clark (James M.)']",,Nov. '19,
"Clarke (E. Martyn)-The Love lesson. Cr. 8vo. 7×5, pp. 369, 6s. net ARROWSMITH; SIMPKIN, June '19",Clarke,E. Martyn,The Love lesson,SIMPKIN,,8vo.,"Clarke (E. Martyn)-The Love lesson. Cr. 8vo. 7×5, pp. 369, 6s. net ARROWSMITH; SIMPKIN, June '19",E. Martyn Clarke,['Clarke (E. Martyn)'],,June '19,
"Clear (Claudius) see Nicoll (W. R.). Clear the decks; tale of American Navy of to-day; by Commander. 6s. net 善 ​LIPPINCOTT, Feb. '19",Clear,Claudius,Clear the decks; tale of American Navy of to-day; by Commander,LIPPINCOTT,,,"Clear (Claudius) see Nicoll (W. R.). Clear the decks; tale of American Navy of to-day; by Commander. 6s. net 善 ​LIPPINCOTT, Feb. '19",Claudius Clear,['Clear (Claudius)'],,Feb. '19,
"Coal Industry Commission Act, 1919-Reports, March 20, 1919: Interim report by the Hon. Mr. Justice Sankey (Chairman), Mr. Arthur Balfour, Sir Arthur Duckham and Sir Thomas Royden, id.; Report by Messrs. R. Smilie, Frank Hodges, Herbert Smith, R. H. Tawney and Sidney Webb, and Sir Leo Chiozza Money, 2d.; Interim report by Messrs. R. W. Cooper, J. T. Forgie and Evan Williams, id. H.M. STATIONERY OFF., Mar. '19",,,Coal Industry Commission Act,H.M. STATIONERY OFF.,,,"Coal Industry Commission Act, 1919-Reports, March 20, 1919: Interim report by the Hon. Mr. Justice Sankey (Chairman), Mr. Arthur Balfour, Sir Arthur Duckham and Sir Thomas Royden, id.; Report by Messrs. R. Smilie, Frank Hodges, Herbert Smith, R. H. Tawney and Sidney Webb, and Sir Leo Chiozza Money, 2d.; Interim report by Messrs. R. W. Cooper, J. T. Forgie and Evan Williams, id. H.M. STATIONERY OFF., Mar. '19",,,,Mar. '19,
"Coal Mines Act, 1911-Regulations and orders, H.M. STATIONERY OFF., Apr. '19",,,Coal Mines Act,H.M. STATIONERY OFF.,,,"Coal Mines Act, 1911-Regulations and orders, H.M. STATIONERY OFF., Apr. '19",,,,Apr. '19,
"Coal Mines Bill-Report from Standing Com- mittee A; with proceedings. id. H.M. STATIONERY OFF., Aug. '19",,,Coal Mines Bill-Report from Standing Com- mittee A; with proceedings,H.M. STATIONERY OFF.,,,"Coal Mines Bill-Report from Standing Com- mittee A; with proceedings. id. H.M. STATIONERY OFF., Aug. '19",,,,Aug. '19,
"Coal mines (Output of coal at)-Returns (monthly) from June, 1919, ea. id.; do., weekly output from week ending May 31 to Aug. 9, 1d.; do., from week ending May 31 to Aug. 30, id. H.M. STATIONERY OFF., Sep., &c., ' 19",,,June,H.M. STATIONERY OFF.,,,"Coal mines (Output of coal at)-Returns (monthly) from June, 1919, ea. id.; do., weekly output from week ending May 31 to Aug. 9, Id.; do., from week ending May 31 to Aug. 30, id. H.M. STATIONERY OFF., Sep., &c., ' 19",,['Coal mines (Output of coal at)-Returns (monthly)'],,"Sep., &c., ' 19",
"Coats (Mary Hamilton)-Fourteen Letters from the Beyond. Pref. by G. E. Wright. Cr. 8vo. 7 × 5, pp. 100, swd. 2s. 6d. net. (Evidences of Spiritualism) .K. PAUL, Nov. '19",Coats,Mary Hamilton,Fourteen Letters from the Beyond,K. PAUL,,8vo.,"Coats (Mary Hamilton)-Fourteen Letters from the Beyond. Pref. by G. E. Wright. Cr. 8vo. 7 × 5, pp. 100, swd. 2s. 6d. net. (Evidences of Spiritualism) .K. PAUL, Nov. '19",Mary Hamilton Coats,['Coats (Mary Hamilton)'],,Nov. '19,
"Cole (Grenville A. J.)-Aids in practical geology. 7th ed., rev. Cr. 8vo. 74 × 51, pp. 447, 10s. 6d. net. (Scientific text bks.)....GRIFFIN, Mar. '19",Cole,Grenville A. J.,Aids in practical geology,GRIFFIN,,8vo.,"Cole (Grenville A. J.)-Aids in practical geology. 7th ed., rev. Cr. 8vo. 74 × 51, pp. 447, 10s. 6d. net. (Scientific text bks.)....GRIFFIN, Mar. '19",Grenville A. J. Cole,['Cole (Grenville A. J.)'],,Mar. '19,
"Cole (Harold F. G.)-Concerning the advents and the ages. 8vo. pp. 115 S. E. ROBERTS, Oct. '19",Cole,Harold F. G.,Concerning the advents and the ages,S. E. ROBERTS,,8vo.,"Cole (Harold F. G.)-Concerning the advents and the ages. 8vo. pp. 115 S. E. ROBERTS, Oct. '19",Harold F. G. Cole,['Cole (Harold F. G.)'],,Oct. '19,
"Coleridge (Ernest Hartley)-The Life of Thomas Coutts, Banker. 2 vols. 8vo. 8×5, pp. 459, ..LANE, Dec. '19",Coleridge,Ernest Hartley,"The Life of Thomas Coutts, Banker",LANE,,8vo.,"Coleridge (Ernest Hartley)-The Life of Thomas Coutts, Banker. 2 vols. 8vo. 8×5, pp. 459, ..LANE, Dec. '19",Ernest Hartley Coleridge,['Coleridge (Ernest Hartley)'],,Dec. '19,
"Coleridge (John, Lieut.)-The Grand Fleet: a war-time sketch book. Ryl. 8vo. 71× 10, swd. 3s. 6d. net Coleridge (John)-The 4s. 6d. net Coleridge (Samuel Taylor)-Marriage: a letter. 8vo. pp. 22 (privately printed) T. J. WISE, June '19",Coleridge,"John, Lieut.",The Grand Fleet: a war-time sketch book,T. J. WISE,,8vo.,"Coleridge (John, Lieut.)-The Grand Fleet: a war-time sketch book. Ryl. 8vo. 71× 10, swd. 3s. 6d. net Coleridge (John)-The 4s. 6d. net Coleridge (Samuel Taylor)-Marriage: a letter. 8vo. pp. 22 (privately printed) T. J. WISE, June '19","John, Lieut. Coleridge","['Coleridge (John, Lieut.)']",,June '19,
"Collections and recollections of the 107th Field Company, R.E. 81×51, pp. 146 .LEE WARNER, Mar. '19",,,Collections and recollections of the,LEE WARNER,,,"Collections and recollections of the 107th Field Company, R.E. 81×51, pp. 146 .LEE WARNER, Mar. '19",,,,Mar. '19,
"Grand Fleet. Ryl. 8vo. . LEE WARNER, May '19",,,Grand Fleet,LEE WARNER,,8vo.,"Grand Fleet. Ryl. 8vo. . LEE WARNER, May '19",,,,May '19,
"Colliery, Accident at Stanrigg and Arbuckle, Lanarkshire-Report on the causes and cir- cumstances, s. H.M. STATIONERY OFF., June '19",,,"Colliery, Accident at Stanrigg and Arbuckle, Lanarkshire-Report on the causes and cir- cumstances, s",H.M. STATIONERY OFF.,,,"Colliery, Accident at Stanrigg and Arbuckle, Lanarkshire-Report on the causes and cir- cumstances, IS. H.M. STATIONERY OFF., June '19",,,,June '19,
"Collingridge (W. H.)-Tricks of self-defence. 3rd ed. Cr. 8vo. 7× 4, pp. 78 1s. 6d. net 66 BOXING OFFICES, Mar. '19",Collingridge,W. H.,Tricks of self-defence,BOXING OFFICES,,8vo.,"Collingridge (W. H.)-Tricks of self-defence. 3rd ed. Cr. 8vo. 7× 4, pp. 78 Is. 6d. net 66 BOXING OFFICES, Mar. '19",W. H. Collingridge,['Collingridge (W. H.)'],,Mar. '19,
"Colonial Reports, 1917-Sierra Leone, 2d.; Straits Settlements, 3d. ; Leeward 1slands (1917-18) 1d.; Uganda (1917-18) 1d.; British Honduras, 1d.; Gilbert and Ellice 1slands (1917-18) 1d...H.M. STATIONERY OFF., June '10 Colonial Reports, 1917-St. Vincent (1917-18) 1d. Bahamas (1917-18) 2d.; Gambia, 2d.; Jam- aica (1917-18) 2d.; Gibraltar, id.; Bermuda, 1d.; Swaziland (1917-18, 1d.; Trinidad and Tobago, 5d.; Cyprus (1917-18), id.; Bechuana- land Protectorate (1917-18), id. H.M. STATIONERY OFF., Mar. '19",,,Colonial Reports,H.M. STATIONERY OFF.,,,"Colonial Reports, 1917-Sierra Leone, 2d.; Straits Settlements, 3d. ; Leeward Islands (1917-18) 1d.; Uganda (1917-18) 1d.; British Honduras, Id.; Gilbert and Ellice Islands (1917-18) 1d...H.M. STATIONERY OFF., June '10 Colonial Reports, 1917-St. Vincent (1917-18) Id. Bahamas (1917-18) 2d.; Gambia, 2d.; Jam- aica (1917-18) 2d.; Gibraltar, id.; Bermuda, Id.; Swaziland (1917-18, Id.; Trinidad and Tobago, 5d.; Cyprus (1917-18), id.; Bechuana- land Protectorate (1917-18), id. H.M. STATIONERY OFF., Mar. '19",,,,Mar. '19,
"Combe Mrs. Kenneth)-The Upward flight. Cr. 8vo. 7X5, pp. 254, 6s. 9d. net net.  SKEFFINGTON, Feb. '19",,,Combe Mrs,SKEFFINGTON,,8vo.,"Combe Mrs. Kenneth)-The Upward flight. Cr. 8vo. 7X5, pp. 254, 6s. 9d. net net.  SKEFFINGTON, Feb. '19",,,,Feb. '19,
"A. K.) 2s., Nov. '19",,,,,,,"A. K.) 2S., Nov. '19",,,,,
"Commercial traveller, &c., Duties as, s. 3d. net... Common examination for entrance to public schools reprint of selected papers 1909-15, with appendix cont. selected papers 1916 and 1917. 8vo. pp. 320, 3s. 6d. net WARREN; SIMPKIN, Jan. '19",,,"Commercial traveller, &c",SIMPKIN,,8vo.,"Commercial traveller, &c., Duties as, IS. 3d. net... Common examination for entrance to public schools reprint of selected papers 1909-15, with appendix cont. selected papers 1916 and 1917. 8vo. pp. 320, 3s. 6d. net WARREN; SIMPKIN, Jan. '19",,,,Jan. '19,
"Commons Act, 1876 (Coity Wallia Commons, Glamorgan)-Report by Bd. of Agriculture upon the Regulation of, id. H.M. STATIONERY OFF., May '19","Commons Act, 1876","Coity Wallia Commons, Glamorgan",Report by Bd,H.M. STATIONERY OFF.,,,"Commons Act, 1876 (Coity Wallia Commons, Glamorgan)-Report by Bd. of Agriculture upon the Regulation of, id. H.M. STATIONERY OFF., May '19","Coity Wallia Commons, Glamorgan Commons Act, 1876","['Commons Act, 1876 (Coity Wallia Commons, Glamorgan)']",,May '19,
"Compton (H. F. B.)—The Inscription on the Stele of Mesa (commonly called the Moabite Stone). Cr. 8vo. 6s. 9d. net. (Texts for students) S.P.C.K., Aug. '19",Compton,H. F. B.,The Inscription on the Stele of Mesa (commonly called the Moabite Stone),S.P.C.K.,,8vo.,"Compton (H. F. B.)—The Inscription on the Stele of Mesa (commonly called the Moabite Stone). Cr. 8vo. 6s. 9d. net. (Texts for students) S.P.C.K., Aug. '19",H. F. B. Compton,['Compton (H. F. B.)'],,Aug. '19,
"Prospector: a tale of the 6th ed. Cr. 8vo. 7×51, . HODDER & S., Apr. '19",,,Prospector: a tale of the,HODDER & S.,,8vo.,"Prospector: a tale of the 6th ed. Cr. 8vo. 7×51, . HODDER & S., Apr. '19",,,,Apr. '19,
"Sky pilot : a tale of the Cr. 8vo. 7×51, pp. 300. HODDER & S., Apr. '19",,,Sky pilot : a tale of the,HODDER & S.,,8vo.,"Sky pilot : a tale of the Cr. 8vo. 7×51, pp. 300. HODDER & S., Apr. '19",,,,Apr. '19,
"Conrad (Joseph)-The Tale. 4to. pp. 34 (Privately printed).. CLEMENT SHORTER, June '19",Conrad,Joseph,The Tale,CLEMENT SHORTER,,4to.,"Conrad (Joseph)-The Tale. 4to. pp. 34 (Privately printed).. CLEMENT SHORTER, June '19",Joseph Conrad,['Conrad (Joseph)'],,June '19,
"Constabulary and Police Forces (Scotland)— Annual report, 1918. H.M. STATIONERY OFF., Apr. '19",,,Constabulary and Police Forces (Scotland)— Annual report,H.M. STATIONERY OFF.,,,"Constabulary and Police Forces (Scotland)— Annual report, 1918. H.M. STATIONERY OFF., Apr. '19",,,,Apr. '19,
"Contractors (Government, Ineligible)--Return of the names of Contractors to the Admiralty, War Office and Ministry of Munitions who have been placed on the Black List. net s. H.M. STATIONERY OFF., May '19",Contractors,"Government, Ineligible","Return of the names of Contractors to the Admiralty, War Office and Ministry of Munitions who have been placed on the Black List",H.M. STATIONERY OFF.,,,"Contractors (Government, Ineligible)--Return of the names of Contractors to the Admiralty, War Office and Ministry of Munitions who have been placed on the Black List. net IS. H.M. STATIONERY OFF., May '19","Government, Ineligible Contractors","['Contractors (Government, Ineligible)']",,May '19,
"Cook (Sir Edward)-More literary recreations. Cr. 8vo., 7 × 51, pp. 420, 7s. 6d. net Cook MACMILLAN, Oct. '19",Cook,Sir Edward,More literary recreations,MACMILLAN,,8vo.,"Cook (Sir Edward)-More literary recreations. Cr. 8vo., 7 × 51, pp. 420, 7s. 6d. net Cook MACMILLAN, Oct. '19",Sir Edward Cook,['Cook (Sir Edward)'],,Oct. '19,
"Cook (Theodore A.)-Rowing at Henley. 8vo. 8×51, pp. 204, 13s. 6d. net for (Oxford Univ. Pr.) MILFORD, Aug. '19",,,Cook (Theodore A.)-Rowing at Henley,MILFORD,,8vo.,"Cook (Theodore A.)-Rowing at Henley. 8vo. 8×51, pp. 204, 13s. 6d. net for (Oxford Univ. Pr.) MILFORD, Aug. '19",,,,Aug. '19,
"Cooke (Arthur O.)-Work and workers: shown to the children. Cr. 8vo. 6×41, pp. 126, 3s. 6d. ·JACK, Dec. '19",Cooke,Arthur O.,Work and workers: shown to the children,JACK,,8vo.,"Cooke (Arthur O.)-Work and workers: shown to the children. Cr. 8vo. 6×41, pp. 126, 3s. 6d. ·JACK, Dec. '19",Arthur O. Cooke,['Cooke (Arthur O.)'],,Dec. '19,
"Cooke (Fredk. G.)-Training for Young England. Cr. 8vo. 7×5, pp. 98, swd. 2s. nct GALE & P., July '19",Cooke,Fredk. G.,Training for Young England,GALE & P.,,8vo.,"Cooke (Fredk. G.)-Training for Young England. Cr. 8vo. 7×5, pp. 98, swd. 2s. nct GALE & P., July '19",Fredk. G. Cooke,['Cooke (Fredk. G.)'],,July '19,
"Cooper (A. Heaton)-English Lakes: colours. 8vo. 8×61, 2s. 6d. net water- BLACK, Dec. '19",Cooper,A. Heaton,English Lakes: colours,BLACK,,8vo.,"Cooper (A. Heaton)-English Lakes: colours. 8vo. 8×61, 2s. 6d. net water- BLACK, Dec. '19",A. Heaton Cooper,['Cooper (A. Heaton)'],,Dec. '19,
"Cooper (James F., Jr.)--Afterglow. 8vo. 4s. 6d. net. .(Yale Univ. Pr.) MILFORD, Feb. '19",Cooper,"James F., Jr.",Afterglow,MILFORD,,8vo.,"Cooper (James F., Jr.)--Afterglow. 8vo. 4s. 6d. net. .(Yale Univ. Pr.) MILFORD, Feb. '19","James F., Jr. Cooper","['Cooper (James F., Jr.)']",,Feb. '19,
"Co-operative Union-The 50th Annual Co- operative Congress, 1918, at the Central Hall, Liverpool, May, 1918. Ed. by A. Whitehead. 81×51, pp. 916 (Manchester) CO-OPERATIVE UNION, Apr.'19",,,Co-operative Union-The,CO-OPERATIVE UNION,,,"Co-operative Union-The 50th Annual Co- operative Congress, 1918, at the Central Hall, Liverpool, May, 1918. Ed. by A. Whitehead. 81×51, pp. 916 (Manchester) CO-OPERATIVE UNION, Apr.'19",,,,Apr.'19,
"Corelli (Marie)-Vendetta: the story of one forgotten. Cr. 8vo. 7×41, pp. 404, 3s. 6d. net. 36th ed. METHUEN, Dec. '19",Corelli,Marie,Vendetta: the story of one forgotten,METHUEN,,8vo.,"Corelli (Marie)-Vendetta: the story of one forgotten. Cr. 8vo. 7×41, pp. 404, 3s. 6d. net. 36th ed. METHUEN, Dec. '19",Marie Corelli,['Corelli (Marie)'],,Dec. '19,
"AUTHOR, May '19",,,,AUTHOR,,,"AUTHOR, May '19",,,,May '19,
"Costello (Mrs.) ed.-Traditional folk-songs from Galloway and Mayo. 9×7, pp. 168, 7s. 6d. net (Dublin: Caudle Pr.) London: IRISH FOLK-SONG SOC., July '19",Costello,Mrs.,Traditional folk-songs from Galloway and Mayo,IRISH FOLK-SONG SOC.,,,"Costello (Mrs.) ed.-Traditional folk-songs from Galloway and Mayo. 9×7, pp. 168, 7s. 6d. net (Dublin: Caudle Pr.) London: IRISH FOLK-SONG SOC., July '19",Mrs. Costello,['Costello (Mrs.)'],ed.,July '19,
"Couper (William J.)—The King's Press  [of Robert Freebairn] at Perth, 1715-16. 8vo. pp. 13 (Perth) PRIVATELY PRINTED, Aug. '19",Couper,William J.,The King's Press  [of Robert Freebairn] at Perth,PRIVATELY PRINTED,,8vo.,"Couper (William J.)—The King's Press  [of Robert Freebairn] at Perth, 1715-16. 8vo. pp. 13 (Perth) PRIVATELY PRINTED, Aug. '19",William J. Couper,['Couper (William J.)'],,Aug. '19,
"Cowan (P. C.)-Reconstruction. Cr. 8vo. swd. . UNWIN, May '19",Cowan,P. C.,Reconstruction,UNWIN,,8vo.,"Cowan (P. C.)-Reconstruction. Cr. 8vo. swd. . UNWIN, May '19",P. C. Cowan,['Cowan (P. C.)'],,May '19,
"Cowley (A.)-Jewish documents of the time of Ezra. Trans. from the Aramaic. Cr. 8vo. 7×5, pp. 100, 4s. 6d. net. (Trans. of early documents) ..S.P.C.K., Oct. ' 19",Cowley,A.,Jewish documents of the time of Ezra,S.P.C.K.,,8vo.,"Cowley (A.)-Jewish documents of the time of Ezra. Trans. from the Aramaic. Cr. 8vo. 7×5, pp. 100, 4s. 6d. net. (Trans. of early documents) ..S.P.C.K., Oct. ' 19",A. Cowley,['Cowley (A.)'],,Oct. ' 19,
"Credit of the nations, Laughlin (J. L.) net Creed of my heart, and other poems, by (E.) 2s. net Creeds and modern thought, Harris (C.) Crees (J. H. E.) ed.―Thucydides. Bk. 4 2s. 6d. net. Creston (D.)-The Clown of Paradise. Cr. 8vo. .HEATH, CRANTON, Dec. '19",,,"Credit of the nations, Laughlin (J. L.) net Creed of my heart, and other poems, by (E.)","HEATH, CRANTON",,8vo.,"Credit of the nations, Laughlin (J. L.) net Creed of my heart, and other poems, by (E.) 2s. net Creeds and modern thought, Harris (C.) Crees (J. H. E.) ed.―Thucydides. Bk. 4 2s. 6d. net. Creston (D.)-The Clown of Paradise. Cr. 8vo. .HEATH, CRANTON, Dec. '19",,,,Dec. '19,
"Criminal law amendment bill and sexual offences bill. Report from the Joint Select Ctte. .H.M. STATIONERY OFF., Jan. '19",,,Criminal law amendment bill and sexual offences bill,H.M. STATIONERY OFF.,,,"Criminal law amendment bill and sexual offences bill. Report from the Joint Select Ctte. .H.M. STATIONERY OFF., Jan. '19",,,,Jan. '19,
"Croker (B. M.)-The Spanish necklace. Cr. 8vo 7X5, pp. 354, 3s. 6d. net. (World's Best lib.) PUBG. CO., Mar. '19",Croker,B. M.,The Spanish necklace,PUBG. CO.,,8vo,"Croker (B. M.)-The Spanish necklace. Cr. 8vo 7X5, pp. 354, 3s. 6d. net. (World's Best lib.) PUBG. CO., Mar. '19",B. M. Croker,['Croker (B. M.)'],,Mar. '19,
"Crowe (Fred. J. W.)-What is Freemasonry? a word of advice to masters and candidates. Intro. by the Right Hon. Lord Ampthill. Cr. 8vo. 7 × 44, pp. 24, s. net ..GALE & P., Dec. '19",Crowe,Fred. J. W.,What is Freemasonry? a word of advice to masters and candidates,GALE & P.,,8vo.,"Crowe (Fred. J. W.)-What is Freemasonry? a word of advice to masters and candidates. Intro. by the Right Hon. Lord Ampthill. Cr. 8vo. 7 × 44, pp. 24, IS. net ..GALE & P., Dec. '19",Fred. J. W. Crowe,['Crowe (Fred. J. W.)'],,Dec. '19,
"Crump (C. G.)-The Logic of history. Cr. 8vo. pp. 63, swd. 8d. net. (Helps for students of history) .S.P.C.K., Jan. '19",Crump,C. G.,The Logic of history,S.P.C.K.,,8vo.,"Crump (C. G.)-The Logic of history. Cr. 8vo. pp. 63, swd. 8d. net. (Helps for students of history) .S.P.C.K., Jan. '19",C. G. Crump,['Crump (C. G.)'],,Jan. '19,
"Crump (C. G.)-The Logic of history. Cr. 8vo. 7X41, pp. 63, swd. 8d. net. (Helps for Students of History, No. 6) S.P.C.K., Feb. '19",Crump,C. G.,The Logic of history,S.P.C.K.,,8vo.,"Crump (C. G.)-The Logic of history. Cr. 8vo. 7X41, pp. 63, swd. 8d. net. (Helps for Students of History, No. 6) S.P.C.K., Feb. '19",C. G. Crump,['Crump (C. G.)'],,Feb. '19,
"Culture of Chris, Stuart (E.) 7s. 6d. net..Nov. '19: Cumberbatch (Elkin P.)-Essentials of medical electricity. 4th ed. 8vo. 7s. 6d. net. (Essen- tial ser.) .KIMPTON, Jan. '19",,,"Culture of Chris, Stuart (E.)",KIMPTON,,8vo.,"Culture of Chris, Stuart (E.) 7s. 6d. net..Nov. '19: Cumberbatch (Elkin P.)-Essentials of medical electricity. 4th ed. 8vo. 7s. 6d. net. (Essen- tial ser.) .KIMPTON, Jan. '19",,,,Jan. '19,
"Cumberland (Gerald)-Tales of a cruel country. Cr. 8vo. 7× 5, pp. 336, 7s. net net RICHARDS, Nov. '19",Cumberland,Gerald,Tales of a cruel country,RICHARDS,,8vo.,"Cumberland (Gerald)-Tales of a cruel country. Cr. 8vo. 7× 5, pp. 336, 75. net net RICHARDS, Nov. '19",Gerald Cumberland,['Cumberland (Gerald)'],,Nov. '19,
"Cunningham (W.)-Hints on the study of English economic history. Cr. 8vo. 71×41, pp. 64, 8d. net. (Helps for students of history ser.) S.P.C.K., May '19",Cunningham,W.,Hints on the study of English economic history,S.P.C.K.,,8vo.,"Cunningham (W.)-Hints on the study of English economic history. Cr. 8vo. 71×41, pp. 64, 8d. net. (Helps for students of history ser.) S.P.C.K., May '19",W. Cunningham,['Cunningham (W.)'],,May '19,
"Currie (F. Davison)-The Science of soccer. Cr. 8vo., 7 × 41, pp 91, swd., is. net ROUTLEDGE, Nov. '19",Currie,F. Davison,The Science of soccer,ROUTLEDGE,,8vo.,"Currie (F. Davison)-The Science of soccer. Cr. 8vo., 7 × 41, pp 91, swd., is. net ROUTLEDGE, Nov. '19",F. Davison Currie,['Currie (F. Davison)'],,Nov. '19,
"Cycling profile road book of England: a guide to the main routes throughout the country. 18mo. 6×3, pp. 144, 2s. net CYCLING; LARBY, Aug. '19",,,Cycling profile road book of England: a guide to the main routes throughout the country,LARBY,,18mo.,"Cycling profile road book of England: a guide to the main routes throughout the country. 18mo. 6×3, pp. 144, 25. net CYCLING; LARBY, Aug. '19",,,,Aug. '19,
"Enl. and rev. ed. .BAGSTER, Sep. '19",,,Enl,BAGSTER,,,"Enl. and rev. ed. .BAGSTER, Sep. '19",,,,Sep. '19,
"Daily Mail year book, 1920. Ed. by D. William- son (20th year). 8vo. 7 × 41, pp. 335, swd. s. net ASSOCIATED NEWSPAPERS, Nov. '19",,,Daily Mail year book,ASSOCIATED NEWSPAPERS,,8vo.,"Daily Mail year book, 1920. Ed. by D. William- son (20th year). 8vo. 7 × 41, pp. 335, swd. IS. net ASSOCIATED NEWSPAPERS, Nov. '19",,,,Nov. '19,
"Daily Telegraph War graves map (The) : Map of the Western Front. Cr. 8vo. 6s. net net GEOGRAPHIA, Dec. '19",,,Daily Telegraph War graves map (The) : Map of the Western Front,GEOGRAPHIA,,8vo.,"Daily Telegraph War graves map (The) : Map of the Western Front. Cr. 8vo. 6s. net net GEOGRAPHIA, Dec. '19",,,,Dec. '19,
"Dalston (Lilian)-Harry: schoolboy and soldier. Cr. 8vo. swd. 1s. net E. STOCK; R. SCOTT, Oct. '19",Dalston,Lilian,Harry: schoolboy and soldier,R. SCOTT,,8vo.,"Dalston (Lilian)-Harry: schoolboy and soldier. Cr. 8vo. swd. Is. net E. STOCK; R. SCOTT, Oct. '19",Lilian Dalston,['Dalston (Lilian)'],,Oct. '19,
"S.P.C.K., July '19",,,,S.P.C.K.,,,"S.P.C.K., July '19",,,,July '19,
"Danger in India (The): sedition and murder. 9×6. pp. 23 (6, Broad St. Place, E.C. 2) INDO-BRITISH ASSN., Jan. '19",,,Danger in India (The): sedition and murder,INDO-BRITISH ASSN.,,,"Danger in India (The): sedition and murder. 9×6. pp. 23 (6, Broad St. Place, E.C. 2) INDO-BRITISH ASSN., Jan. '19",,,,Jan. '19,
"Dark (Sidney)-Charles Dickens. 18mo. 5×4, pp. 123, 1s. 3d. net. (The People's books ser.) JACK & NELSON, May '19",Dark,Sidney,Charles Dickens,JACK & NELSON,,18mo.,"Dark (Sidney)-Charles Dickens. 18mo. 5×4, pp. 123, Is. 3d. net. (The People's books ser.) JACK & NELSON, May '19",Sidney Dark,['Dark (Sidney)'],,May '19,
"Davies (H. Walford) and others-Essays on vocation. Edit. by Basil Mathews. 1st series. Cr. 8vo. 75, pp. 128, 3s. 6d. net a (Oxford Univ. Pr.) MILFORD, Oct. '19",Davies,H. Walford,Essays on vocation,MILFORD,,8vo.,"Davies (H. Walford) and others-Essays on vocation. Edit. by Basil Mathews. Ist series. Cr. 8vo. 75, pp. 128, 3s. 6d. net a (Oxford Univ. Pr.) MILFORD, Oct. '19",H. Walford Davies,['Davies (H. Walford)'],,Oct. '19,
"Davson (H. M., Maj.)-The Story of G Troop, Royal Horse Artillery. Cr. 8vo. 8 × 51, pp. 114, 7s. 6d. ...... (Woolwich) RYL. ARTILLERY INST., July '19",Davson,"H. M., Maj.","The Story of G Troop, Royal Horse Artillery",RYL. ARTILLERY INST.,,8vo.,"Davson (H. M., Maj.)-The Story of G Troop, Royal Horse Artillery. Cr. 8vo. 8 × 51, pp. 114, 7s. 6d. ...... (Woolwich) RYL. ARTILLERY INST., July '19","H. M., Maj. Davson","['Davson (H. M., Maj.)']",,July '19,
"Deaths from starvation (England and Wales)— Return for 1918. id. H.M. STATIONERY OFF., Oct. '19",Deaths from starvation,England,Return for,H.M. STATIONERY OFF.,,,"Deaths from starvation (England and Wales)— Return for 1918. id. H.M. STATIONERY OFF., Oct. '19",England Deaths from starvation,"['Deaths from starvation (England)', 'Deaths from starvation (Wales)']",,Oct. '19,
"Debt (National)—Savings banks and friendly socs. Accounts to Nov. 20, 1917. id. H.M. STATIONERY OFF., May '19",Debt,National,Savings banks and friendly socs,H.M. STATIONERY OFF.,,,"Debt (National)—Savings banks and friendly socs. Accounts to Nov. 20, 1917. id. H.M. STATIONERY OFF., May '19",National Debt,['Debt (National)'],,May '19,
"Adapted from the Cr. 8vo. 7×5, pp. .SANDS & CO., Oct. '19",,,Adapted from the,SANDS & CO.,,8vo.,"Adapted from the Cr. 8vo. 7×5, pp. .SANDS & CO., Oct. '19",,,,Oct. '19,
"Dell (Draycott M.)-Carrion 1sland: a buccaneer romance of the wide seas. Illus. by Albert Lock. 2nd impr. Cr. 8vo. 7×5, pp. 248, · JARROLDS, Aug. '19",Dell,Draycott M.,Carrion,JARROLDS,,8vo.,"Dell (Draycott M.)-Carrion Island: a buccaneer romance of the wide seas. Illus. by Albert Lock. 2nd impr. Cr. 8vo. 7×5, pp. 248, · JARROLDS, Aug. '19",Draycott M. Dell,['Dell (Draycott M.)'],,Aug. '19,
