entry,last_name,first_name,title,publisher,price,price_in_pounds,format,original_entry,author_name,creators,is_editor,date,is_net
"Stowe (Lyman Beecher) see Scott (E. J.) and Stowe Strabo—The Geography of Strabo. With an Eng. tr. by Horace Leonard Jones. Vol. I. 18mo. 64 X4), pp. 531, 58. net, ithr. 6s. 6d. net (Loeb classical lib.) .... HEINEMANN, May 17",Stowe,Lyman Beecher,,HEINEMANN,6s. 6d.,0.325,,"Stowe (Lyman Beecher) see Scott (E. J.) and Stowe Strabo—The Geography of Strabo. With an Eng. tr. by Horace Leonard Jones. Vol. I. 18mo. 64 X4), pp. 531, 58. net, ithr. 6s. 6d. net (Loeb classical lib.) .... HEINEMANN, May 17",Lyman Beecher Stowe,['Stowe (Lyman Beecher)'],,May 17,net
"Sugar Supply (Roy. Commission on the)-First (interim) report. id. H.M. STATIONERY OFF., Sep. '17",,,,H.M. STATIONERY OFF.,,0.0,,"Sugar Supply (Roy. Commission on the)-First (interim) report. id. H.M. STATIONERY OFF., Sep. '17",,['Sugar Supply (Roy. Commission on the)-First (interim)'],,Sep. '17,
"Tis see Marriott (C.) and “ Tis. Tisdale (C. W. Walker-) see Walker-Tisdale. Tish, Rinehart (M. R.) 5s. net.... Titchener (Edward Bradford)-A Beginner's psychology. Cr. 8vo. 71 x 5, pp. 378, os. net MACMILLAN, Oct. '17",,,,MACMILLAN,,0.0,8vo.,"Tis see Marriott (C.) and “ Tis. Tisdale (C. W. Walker-) see Walker-Tisdale. Tish, Rinehart (M. R.) 5s. net.... Titchener (Edward Bradford)-A Beginner's psychology. Cr. 8vo. 71 x 5, pp. 378, os. net MACMILLAN, Oct. '17",,"['Tis', 'Tish, Rinehart (M. R.)']",,Oct. '17,
"Trustee (Public)-9th Gen. report, 1916–17. 2d. H.M. STATIONERY OFFICE, May '17",Trustee,Public,,H.M. STATIONERY OFFICE,2d.,0.008333333333333333,,"Trustee (Public)-9th Gen. report, 1916–17. 2d. H.M. STATIONERY OFFICE, May '17",Public Trustee,['Trustee (Public)'],,May '17,
"NEWNES, Jan. 17",,,,NEWNES,,0.0,,"NEWNES, Jan. 17",,,,Jan. 17,
"UNWIN, Feb. 17",,,,UNWIN,,0.0,,"UNWIN, Feb. 17",,,,Feb. 17,
"BURNS & O., Sep. '17",,,,BURNS & O.,,0.0,,"BURNS & O., Sep. '17",,,,Sep. '17,
"C. H. KELLY, Sep. '17",,,,C. H. KELLY,,0.0,,"C. H. KELLY, Sep. '17",,,,Sep. '17,
"W. NICHOLSON, Aug. '17",,,,W. NICHOLSON,,0.0,,"W. NICHOLSON, Aug. '17",,,,Aug. '17,
"UNIV. TUTOR, PRESS, Mar. 17",,,,"UNIV. TUTOR, PRESS",,0.0,,"UNIV. TUTOR, PRESS, Mar. 17",,,,Mar. 17,
"MILFORD, Sep. '17",,,,MILFORD,,0.0,,"MILFORD, Sep. '17",,,,Sep. '17,
"WESLEY, Oct. '17",,,,WESLEY,,0.0,,"WESLEY, Oct. '17",,,,Oct. '17,
"Wallace (Edgar)—1925: the story of a fatal peace. s. net .NEWNES, Jan. 17",Wallace,Edgar,,NEWNES,,0.0,,"Wallace (Edgar)—1925: the story of a fatal peace. IS. net .NEWNES, Jan. 17",Edgar Wallace,['Wallace (Edgar)'],,Jan. 17,
"Cr. 8vo. 71 x 44, pp. 384, 19. net War after the War, Marcosso 11 (I. F.) 5s. net NISBET, June 17",,,,NISBET,5s.,0.25,8vo.,"Cr. 8vo. 71 x 44, pp. 384, 19. net War after the War, Marcosso 11 (I. F.) 55. net NISBET, June 17",,,,June 17,net
"MACMILLAN, Aug. '17",,,,MACMILLAN,,0.0,,"MACMILLAN, Aug. '17",,,,Aug. '17,
"War Savings Ctte. (National) -1st Annual report, Mar. I, 1917. 3d. WYMAN, Apr. 17",War Savings Ctte.,National,,WYMAN,3d.,0.0125,,"War Savings Ctte. (National) -Ist Annual report, Mar. I, 1917. 3d. WYMAN, Apr. 17",National War Savings Ctte.,['War Savings Ctte. (National)'],,Apr. 17,
"Weston (H. C.) see Ramsey (A. R. J.) and Weston, Weston (Margaret)-Elinor of the Lilacs. 8vo. 9}6), pp. 94, 4d. net WEEKLY TELEGRAPH, July '17",Weston,H. C.,,WEEKLY TELEGRAPH,4d.,0.016666666666666666,,"Weston (H. C.) see Ramsey (A. R. J.) and Weston, Weston (Margaret)-Elinor of the Lilacs. 8vo. 9}6), pp. 94, 4d. net WEEKLY TELEGRAPH, July '17",H. C. Weston,['Weston (H. C.)'],,July '17,net
"Whistler, Duret (T.) 12s. 6d. net ..Dec. 16 Whitaker (J. P.)-Under the heel of the Hun. Cr. 8vo. 72 X 5, pp. 114, 2s. net HODDER & S., July '17","Whistler, Duret",T.,,HODDER & S.,2s.,0.1,8vo.,"Whistler, Duret (T.) 125. 6d. net ..Dec. 16 Whitaker (J. P.)-Under the heel of the Hun. Cr. 8vo. 72 X 5, pp. 114, 25. net HODDER & S., July '17","T. Whistler, Duret","['Whistler, Duret (T.)']",,July '17,net
"Wildfire, Grey (Z.) 6s. Wildridge (Oswald)-Captains & Co. Cr. 8vo. 7x4), pp. 266, is. net ..BLACKWOOD, Mar. 17","Wildfire, Grey",Z.,,BLACKWOOD,,0.0,8vo.,"Wildfire, Grey (Z.) 6s. Wildridge (Oswald)-Captains & Co. Cr. 8vo. 7x4), pp. 266, is. net ..BLACKWOOD, Mar. 17","Z. Wildfire, Grey","['Wildfire, Grey (Z.)']",,Mar. 17,
"Willard (A. C.) see Harding (L. A.) and Willard, Willcocks (M. P.)-The Eyes of the blind. Cr. 8vo. 8 X 51, pp. 424, 6s. ..HUTCHINSON, Jan. 17",Willard,A. C.,,HUTCHINSON,6s.,0.3,8vo.,"Willard (A. C.) see Harding (L. A.) and Willard, Willcocks (M. P.)-The Eyes of the blind. Cr. 8vo. 8 X 51, pp. 424, 6s. ..HUTCHINSON, Jan. 17",A. C. Willard,['Willard (A. C.)'],,Jan. 17,
"Willison (Sir J.) see Wrong (G. M.) and others Willmore (J. Selden)-The Great crime and its moral. 8vo. 81x54, pp. 335, 6s. net HODDER & S., Nov. '17",Willison,Sir J.,,HODDER & S.,6s.,0.3,,"Willison (Sir J.) see Wrong (G. M.) and others Willmore (J. Selden)-The Great crime and its moral. 8vo. 81x54, pp. 335, 6s. net HODDER & S., Nov. '17",Sir J. Willison,['Willison (Sir J.)'],,Nov. '17,net
