,entry,last_name,first_name,title,publisher,price,price_in_pounds,format,original_entry,author_name,creators,is_editor,date,is_net
587,"Beggs (S. T.)-Training in first-aid and nursing by question and answer. Cr. 8vo. 73 x 41, pp. 144, limp, 1s. 6d. net SCIENTIFIC PR., Nov. 15",Beggs,S. T.,Training in first-aid and nursing by question and answer,SCIENTIFIC PR.,1s. 6d.,0.07500000000000001,8vo.,"Beggs (S. T.)-Training in first-aid and nursing by question and answer. Cr. 8vo. 73 x 41, pp. 144, limp, Is. 6d. net SCIENTIFIC PR., Nov. 15",S. T. Beggs,['Beggs (S. T.)'],,Nov. 15,net
588,"Behind the prison bars in Germany : a detailed record of six months' experiences in German prisons and detention camps. By a British doctor who has just been released. Ct. 8vo., PP. 158, swd. is. ret ...NEWNES, May 15",,,Behind the prison bars in Germany : a detailed record of six months' experiences in German prisons and detention camps,NEWNES,,0.0,8vo.,"Behind the prison bars in Germany : a detailed record of six months' experiences in German prisons and detention camps. By a British doctor who has just been released. Ct. 8vo., PP. 158, swd. is. ret ...NEWNES, May 15",,,,May 15,
589,"Behind the thicket, Henderson (W. E. B.) 6s. Mar.115 BELGIUM Belben (May)-Songs for children, and other verses. Cr. 8vo., 28. 6d. net E. MACDONALD, Jan. 15",,,"Behind the thicket, Henderson (W. E. B.)",E. MACDONALD,6d.,0.025,8vo.,"Behind the thicket, Henderson (W. E. B.) 6s. Mar.115 BELGIUM Belben (May)-Songs for children, and other verses. Cr. 8vo., 28. 6d. net E. MACDONALD, Jan. 15",,,,Jan. 15,net
590,"Belgian art in exile : reproductions in colour of the works of Belgian artists. 12} X91. net; swd. 58. net; limited ed 20s. net “ COLOUR  OFFICE, Dec. 15",,,Belgian art in exile : reproductions in colour of the works of Belgian artists,COLOUR  OFFICE,,0.0,,"Belgian art in exile : reproductions in colour of the works of Belgian artists. 12} X91. net; swd. 58. net; limited ed 20s. net “ COLOUR  OFFICE, Dec. 15",,,,Dec. 15,
591,"Belgian Refugees (Depart. Committee on)- Minutes of evidence. is. iod. WYMAN, Feb. 15",Belgian Refugees,Depart. Committee on,Minutes of evidence,WYMAN,,0.0,,"Belgian Refugees (Depart. Committee on)- Minutes of evidence. is. iod. WYMAN, Feb. 15",Depart. Committee on Belgian Refugees,['Belgian Refugees (Depart. Committee on)'],,Feb. 15,
592,"Belgium and Germany: texts and documents. Foreword by Henri Davignon. X 81, pp. 132, 6d... . NELSON, Oct. 15",,,Belgium and Germany: texts and documents,NELSON,6d.,0.025,,"Belgium and Germany: texts and documents. Foreword by Henri Davignon. X 81, pp. 132, 6d... . NELSON, Oct. 15",,,,Oct. 15,
593,"Belgium and the Belgian people. Cr. 8vo., pp. 128, 1s. 6d. net, swd., 1s. net (The Nations of the war) .....SIMPKIN, Jan. 15",,,Belgium and the Belgian people,SIMPKIN,1s.,0.05,8vo.,"Belgium and the Belgian people. Cr. 8vo., pp. 128, Is. 6d. net, swd., Is. net (The Nations of the war) .....SIMPKIN, Jan. 15",,,,Jan. 15,net
594,"Belgium-Military operations of Belgium in defence of the country, and to uphold her neutrality; report compiled by the Commander- in-Chief of the Belgian Army for the period July 31st to Dec. 31st, 1914. 4to., 71 X 9, pp. 104, s. net ...COLLINGRIDGE, Oct. 15",,,"Belgium-Military operations of Belgium in defence of the country, and to uphold her neutrality; report compiled by the Commander- in-Chief of the Belgian Army for the period July",COLLINGRIDGE,,0.0,4to.,"Belgium-Military operations of Belgium in defence of the country, and to uphold her neutrality; report compiled by the Commander- in-Chief of the Belgian Army for the period July 31st to Dec. 31st, 1914. 4to., 71 X 9, pp. 104, IS. net ...COLLINGRIDGE, Oct. 15",,,,Oct. 15,
595,"Belgium, neutral and loyal, Waxweiler (E.) 5s. net Belgium-Protest by the Belgian Government against the German allegation that Belgium had forfeited her neutrality before the outbreak of war. id. WYMAN, Mar. 15",,,"Belgium, neutral and loyal, Waxweiler (E.)",WYMAN,,0.0,,"Belgium, neutral and loyal, Waxweiler (E.) 5s. net Belgium-Protest by the Belgian Government against the German allegation that Belgium had forfeited her neutrality before the outbreak of war. id. WYMAN, Mar. 15",,,,Mar. 15,
596,"Belgium-Violation of the rights of nations and of the laws and customs of war in Belgium : Reports of the Official Commission of the Belgian Government. With pref. and plates, 6d. WYMAN, May 15",,,Belgium-Violation of the rights of nations and of the laws and customs of war in Belgium : Reports of the Official Commission of the Belgian Government,WYMAN,6d.,0.025,,"Belgium-Violation of the rights of nations and of the laws and customs of war in Belgium : Reports of the Official Commission of the Belgian Government. With pref. and plates, 6d. WYMAN, May 15",,,,May 15,
597,"Belgium's gratitude, A Book of, 58., 21s. net Belgrave (M. Dorothy) and Hart (Hilda)- Children's stories from the Northern legends. Illustrated by Harry G. Theaker. 4to. 10x7}, pp. 144, 3s. 6d. net .TUCK, Nov. 15",,,"Belgium's gratitude, A Book of",TUCK,3s. 6d.,0.175,4to.,"Belgium's gratitude, A Book of, 58., 21s. net Belgrave (M. Dorothy) and Hart (Hilda)- Children's stories from the Northern legends. Illustrated by Harry G. Theaker. 4to. 10x7}, pp. 144, 3s. 6d. net .TUCK, Nov. 15",,,,Nov. 15,net
598,"Belief : What should I believe ? Ladd (G. T.) 6s. net Bell (A. F.)-Leaders of English literature. Cr. 8vo. 7} X41, pp. 238, 2s. net BELL, Feb. 15",,,Belief : What should I believe ? Ladd (G. T.),BELL,2s.,0.1,8vo.,"Belief : What should I believe ? Ladd (G. T.) 6s. net Bell (A. F.)-Leaders of English literature. Cr. 8vo. 7} X41, pp. 238, 25. net BELL, Feb. 15",,,,Feb. 15,net
599,"Bell (Aubrey F. G.)-Portugal of the Portuguese. Cr. 8vo. 7*5, pp. 278, 6s, net (Countries and peoples ser.) .. .PITMAN, Dec. 15",Bell,Aubrey F. G.,Portugal of the Portuguese,PITMAN,6s.,0.3,8vo.,"Bell (Aubrey F. G.)-Portugal of the Portuguese. Cr. 8vo. 7*5, pp. 278, 6s, net (Countries and peoples ser.) .. .PITMAN, Dec. 15",Aubrey F. G. Bell,['Bell (Aubrey F. G.)'],,Dec. 15,net
600,"Bell (Clive)—Peace at once. 81x5), pp. 56, 6d. NAT. LABOUR PR., Sep. 15",Bell,Clive,Peace at once,NAT. LABOUR PR.,6d.,0.025,,"Bell (Clive)—Peace at once. 81x5), pp. 56, 6d. NAT. LABOUR PR., Sep. 15",Clive Bell,['Bell (Clive)'],,Sep. 15,
601,"Bell (Edward)—The Architecture of Ancient Egypt : an historical outline. Cr. 8vo. 8 x 57, pp. 279, 6s. net .BELL, Oct. 15",Bell,Edward,The Architecture of Ancient Egypt : an historical outline,BELL,6s.,0.3,8vo.,"Bell (Edward)—The Architecture of Ancient Egypt : an historical outline. Cr. 8vo. 8 x 57, pp. 279, 6s. net .BELL, Oct. 15",Edward Bell,['Bell (Edward)'],,Oct. 15,net
602,"Bell (Gertrude A.)-Sarabande. Cr. 8vo. 74 x 5, pp. 310, 6s. ..GREENING, Jan, 15",Bell,Gertrude A.,Sarabande,GREENING,6s.,0.3,8vo.,"Bell (Gertrude A.)-Sarabande. Cr. 8vo. 74 x 5, pp. 310, 6s. ..GREENING, Jan, 15",Gertrude A. Bell,['Bell (Gertrude A.)'],,"Jan, 15",
603,"Bel! (Harold)—Poems and sonnets. 71 X 5, pp. 32, 23. net. ...MATHEWS, Sep. 15",Bel!,Harold,Poems and sonnets,MATHEWS,,0.0,,"Bel! (Harold)—Poems and sonnets. 71 X 5, pp. 32, 23. net. ...MATHEWS, Sep. 15",Harold Bel!,['Bel! (Harold)'],,Sep. 15,
604,"Bell (Henry James)—Campfire recitations. Cr. 8vo. pp. 126, swd. is. net .......W. SCOTT, Sep. 15",Bell,Henry James,Campfire recitations,W. SCOTT,,0.0,8vo.,"Bell (Henry James)—Campfire recitations. Cr. 8vo. pp. 126, swd. is. net .......W. SCOTT, Sep. 15",Henry James Bell,['Bell (Henry James)'],,Sep. 15,
605,"Bell (Herbert)-A Course the spherical triangles for the mathematical laboratory. 8vo., 2s. 6d. net (Edinburgh Math. Tracts) BELL, Oct. 15",Bell,Herbert,A Course the spherical triangles for the mathematical laboratory,BELL,2s. 6d.,0.125,8vo.,"Bell (Herbert)-A Course the spherical triangles for the mathematical laboratory. 8vo., 25. 6d. net (Edinburgh Math. Tracts) BELL, Oct. 15",Herbert Bell,['Bell (Herbert)'],,Oct. 15,net
606,"Bell (J. J.)--Dancing days. Cr. 8vo., pp. 284, is. net (Wayfarer's lib.). ....BELL, July 15",Bell,J. J.,Dancing days,BELL,,0.0,8vo.,"Bell (J. J.)--Dancing days. Cr. 8vo., pp. 284, is. net (Wayfarer's lib.). ....BELL, July 15",J. J. Bell,['Bell (J. J.)'],,July 15,
607,"Bell (J. J.)-Wee Macgregor enlists. Cr. 8vo. 77x44, pp. 192, is, net HODDER & S., Nov. 15",Bell,J. J.,Wee Macgregor enlists,HODDER & S.,,0.0,8vo.,"Bell (J. J.)-Wee Macgregor enlists. Cr. 8vo. 77x44, pp. 192, is, net HODDER & S., Nov. 15",J. J. Bell,['Bell (J. J.)'],,Nov. 15,
608,"Bell (Lady) — The Good ship Brompton Castle : a novel. Cr. 8vo. 71 x 5, 378 pp., 6s. MILLS & B., May 15",Bell,Lady,The Good ship Brompton Castle : a novel,MILLS & B.,6s.,0.3,8vo.,"Bell (Lady) — The Good ship Brompton Castle : a novel. Cr. 8vo. 71 x 5, 378 pp., 6s. MILLS & B., May 15",Lady Bell,['Bell (Lady)'],,May 15,
609,"Bell (Lettice)—Bible battles. Cr. 8vo. 73 X5}, pp. 228, 3s. 6d. net ......OLIPHANTS, Dec. 15",Bell,Lettice,Bible battles,OLIPHANTS,3s. 6d.,0.175,8vo.,"Bell (Lettice)—Bible battles. Cr. 8vo. 73 X5}, pp. 228, 3s. 6d. net ......OLIPHANTS, Dec. 15",Lettice Bell,['Bell (Lettice)'],,Dec. 15,net
610,"Bell (R. S. Warren)— The Secret seven. Cr. 8vo. 8 X 51, pp. 254, 3s. 60. ...BLACK, Sep. 15",Bell,R. S. Warren,The Secret seven,BLACK,,0.0,8vo.,"Bell (R. S. Warren)— The Secret seven. Cr. 8vo. 8 X 51, pp. 254, 35. 60. ...BLACK, Sep. 15",R. S. Warren Bell,['Bell (R. S. Warren)'],,Sep. 15,
611,"Bell (R. S. Warren)-Smith's week : a school story. Cr. 8vo. 71 X 5, pp. 253, 3s. 60. NEWNES, Nov. 15",Bell,R. S. Warren,Smith's week : a school story,NEWNES,,0.0,8vo.,"Bell (R. S. Warren)-Smith's week : a school story. Cr. 8vo. 71 X 5, pp. 253, 3s. 60. NEWNES, Nov. 15",R. S. Warren Bell,['Bell (R. S. Warren)'],,Nov. 15,
612,"Bellamy (R. L.)--The Unruly member : six Lenten addresses on tre government of the tongue. 12mo. 64 X4, pp. 128, is. 6d. net NISBET, Feb. 15",Bellamy,R. L.,The Unruly member : six Lenten addresses on tre government of the tongue,NISBET,6d.,0.025,12mo.,"Bellamy (R. L.)--The Unruly member : six Lenten addresses on tre government of the tongue. 12mo. 64 X4, pp. 128, is. 6d. net NISBET, Feb. 15",R. L. Bellamy,['Bellamy (R. L.)'],,Feb. 15,net
613,"Bello Civili, Cæsar. Bk. 2. (Peskett). 2s. 6d. Belloc (Hilaire)-A Picked company : being a selection from his writings. 12mo., PP. 210, s. net ..METHUEN, July 15",,,"Bello Civili, Cæsar",METHUEN,,0.0,12mo.,"Bello Civili, Cæsar. Bk. 2. (Peskett). 25. 6d. Belloc (Hilaire)-A Picked company : being a selection from his writings. 12mo., PP. 210, IS. net ..METHUEN, July 15",,,,July 15,
614,"Belloc (Hilaire)—A Picked company : selection from the writings of H.B. New ed. 18mo. 64 x 4), pp. 210, 3s. net ....HARRAP, Nov. 15",Belloc,Hilaire,A Picked company : selection from the writings of H.B. New ed,HARRAP,3s.,0.15,18mo.,"Belloc (Hilaire)—A Picked company : selection from the writings of H.B. New ed. 18mo. 64 x 4), pp. 210, 3s. net ....HARRAP, Nov. 15",Hilaire Belloc,['Belloc (Hilaire)'],,Nov. 15,net
615,"Belloc (Hilaire) —The Two maps of Europe and some other aspects of the Great War. Cr. 8vo., pp. 128, is. 6d. net, swd., is. net PEARSON, June 15",Belloc,Hilaire,The Two maps of Europe and some other aspects of the Great War,PEARSON,,0.0,8vo.,"Belloc (Hilaire) —The Two maps of Europe and some other aspects of the Great War. Cr. 8vo., pp. 128, is. 6d. net, swd., is. net PEARSON, June 15",Hilaire Belloc,['Belloc (Hilaire)'],,June 15,
616,"Belloc (Hilaire)—Waterloo. 2nd ed., rev. 12mo., pp. 206, is. net .REES, Mar. 15",Belloc,Hilaire,Waterloo,REES,,0.0,12mo.,"Belloc (Hilaire)—Waterloo. 2nd ed., rev. 12mo., pp. 206, is. net .REES, Mar. 15",Hilaire Belloc,['Belloc (Hilaire)'],,Mar. 15,
617,"Belloc (Hilaire) see Lingard (J.) and Belloc. Bellows (John)-Dictionary for the pocket, French and English. 2nd ed. 32mo. Ithr. reduced to 8s. 6d. net ..LONGMANS, May 15",Belloc,Hilaire,"Dictionary for the pocket, French and English",LONGMANS,8s. 6d.,0.42500000000000004,32mo.,"Belloc (Hilaire) see Lingard (J.) and Belloc. Bellows (John)-Dictionary for the pocket, French and English. 2nd ed. 32mo. Ithr. reduced to 8s. 6d. net ..LONGMANS, May 15",Hilaire Belloc,"['Belloc (Hilaire)', 'Bellows (John)']",,May 15,net
618,"Bellows' German dictionary. 2nd ed. Cr. 8vo., pp. 808, 6s. net .J. BELLOWS, Mar. 15",,,Bellows' German dictionary,J. BELLOWS,6s.,0.3,8vo.,"Bellows' German dictionary. 2nd ed. Cr. 8vo., pp. 808, 6s. net .J. BELLOWS, Mar. 15",,,,Mar. 15,net
619,"Benediall (B. Y.)—Blind sight. Cr. 8vo. 71 X 4, pp. 328, 6s. .MILLS & B., July 15",Benediall,B. Y.,Blind sight,MILLS & B.,6s.,0.3,8vo.,"Benediall (B. Y.)—Blind sight. Cr. 8vo. 71 X 4, pp. 328, 6s. .MILLS & B., July 15",B. Y. Benediall,['Benediall (B. Y.)'],,July 15,
620,"Benedix (R.)-Ein Lustspiel : a comedy in five acts. 12mo. 1s. 6d. . BLACKIE, Jan. 15",Benedix,R.,Ein Lustspiel : a comedy in five acts,BLACKIE,1s. 6d.,0.07500000000000001,12mo.,"Benedix (R.)-Ein Lustspiel : a comedy in five acts. I 2mo. Is. 6d. . BLACKIE, Jan. 15",R. Benedix,['Benedix (R.)'],,Jan. 15,
621,"Benet (William Rose)--The Falconer of God and other poems. Post 8vo. 81 x 5, pp. 136, 4s. 6d. net MILFORD, June 15",Benet,William Rose,The Falconer of God and other poems,MILFORD,4s. 6d.,0.225,8vo.,"Benet (William Rose)--The Falconer of God and other poems. Post 8vo. 81 x 5, pp. 136, 4s. 6d. net MILFORD, June 15",William Rose Benet,['Benet (William Rose)'],,June 15,net
622,"Bengal : Tigerland, Gouldsbury (C. E.) 2s. 6d. net Bengtson (N. A.) and Griffith (Donce)-The Wheat industry, for use schools. Cr. 8vo. 33. net. (Industrial ser.) MACMILLAN, Dec. 15",,,"Bengal : Tigerland, Gouldsbury (C. E.)",MACMILLAN,,0.0,8vo.,"Bengal : Tigerland, Gouldsbury (C. E.) 25. 6d. net Bengtson (N. A.) and Griffith (Donce)-The Wheat industry, for use schools. Cr. 8vo. 33. net. (Industrial ser.) MACMILLAN, Dec. 15",,,,Dec. 15,
623,"Benians (E. A.)--The British Empire and the War. 8vo. swd, 6d. net ....UNWIN, May 15",Benians,E. A.,The British Empire and the War,UNWIN,6d.,0.025,8vo.,"Benians (E. A.)--The British Empire and the War. 8vo. swd, 6d. net ....UNWIN, May 15",E. A. Benians,['Benians (E. A.)'],,May 15,net
624,"Bennett (A.), see Fryer (A.) and Bennett. Bennett (A. H.)-English medical women : glimpses of their work in peace and war. Cr. 8vo. 71 X47, pp. 172, 3s. 6d. 1. PITMAN, Mar. 15",,,English medical women : glimpses of their work in peace and war,PITMAN,,0.0,8vo.,"Bennett (A.), see Fryer (A.) and Bennett. Bennett (A. H.)-English medical women : glimpses of their work in peace and war. Cr. 8vo. 71 X47, pp. 172, 35. 6d. 1. PITMAN, Mar. 15",,"['Bennett (A.),', 'Bennett (A. H.)']",,Mar. 15,
625,"Bennett (Arnold)—The Author's craft. 8vo. 8151, pp. 136, 2s. 6d. net HODDER & S., Oct. 15",Bennett,Arnold,The Author's craft,HODDER & S.,2s. 6d.,0.125,8vo.,"Bennett (Arnold)—The Author's craft. 8vo. 8151, pp. 136, 25. 6d. net HODDER & S., Oct. 15",Arnold Bennett,['Bennett (Arnold)'],,Oct. 15,net
626,"Bennett (Arnold)—Buried alive. 8vo., swd., 6d. HODDER & S., Feb. 15",Bennett,Arnold,Buried alive,HODDER & S.,6d.,0.025,8vo.,"Bennett (Arnold)—Buried alive. 8vo., swd., 6d. HODDER & S., Feb. 15",Arnold Bennett,['Bennett (Arnold)'],,Feb. 15,
627,"Bennett (Arnold)--A Great man. Cr. 8vo. 71 x 5, pp. 352, 6s. METHUEN, Sep. 15",Bennett,Arnold,A Great man,METHUEN,6s.,0.3,8vo.,"Bennett (Arnold)--A Great man. Cr. 8vo. 71 x 5, pp. 352, 6s. METHUEN, Sep. 15",Arnold Bennett,['Bennett (Arnold)'],,Sep. 15,
628,"Bennett (Arnold)-Helen with the high hand : an idyllic diversion. New edit. Cr. 8vo., pp. 256, s. net HODDER & S., Mar. 15",Bennett,Arnold,Helen with the high hand : an idyllic diversion,HODDER & S.,,0.0,8vo.,"Bennett (Arnold)-Helen with the high hand : an idyllic diversion. New edit. Cr. 8vo., pp. 256, IS. net HODDER & S., Mar. 15",Arnold Bennett,['Bennett (Arnold)'],,Mar. 15,
629,"Bennett (Arnold)-Over there : war scenes on the Western Front. 18mo. 61 X 4, pp. 192, bds. s. net METHUEN, Nov. 15",Bennett,Arnold,Over there : war scenes on the Western Front,METHUEN,,0.0,18mo.,"Bennett (Arnold)-Over there : war scenes on the Western Front. 18mo. 61 X 4, pp. 192, bds. IS. net METHUEN, Nov. 15",Arnold Bennett,['Bennett (Arnold)'],,Nov. 15,
630,"Bennett (Arnold)-The Regent: a Five Towns story of adventure in London. New ed. Cr. 8vo., 74 x 4, pp. 326, 28. net ..METHUEN, July 15",Bennett,Arnold,The Regent: a Five Towns story of adventure in London,METHUEN,,0.0,8vo.,"Bennett (Arnold)-The Regent: a Five Towns story of adventure in London. New ed. Cr. 8vo., 74 x 4, pp. 326, 28. net ..METHUEN, July 15",Arnold Bennett,['Bennett (Arnold)'],,July 15,
631,"Bennett (Arnold)—Whom God hath joined. New edit. Cr. 8vo. 71 x 5, pp. 428, 6s. METHUEN, Feb. 15",Bennett,Arnold,Whom God hath joined,METHUEN,6s.,0.3,8vo.,"Bennett (Arnold)—Whom God hath joined. New edit. Cr. 8vo. 71 x 5, pp. 428, 6s. METHUEN, Feb. 15",Arnold Bennett,['Bennett (Arnold)'],,Feb. 15,
632,"Bennett (Reginald R.)— Matcria medica and pharmacy, for medical students. With an appendix on incompatibility. 3rd ed. I 2o. 64 x 4, pp. 270, 4s. 6d. net ... LEWIS, May 15",Bennett,Reginald R.,"Matcria medica and pharmacy, for medical students",LEWIS,4s. 6d.,0.225,,"Bennett (Reginald R.)— Matcria medica and pharmacy, for medical students. With an appendix on incompatibility. 3rd ed. I 2o. 64 x 4, pp. 270, 45. 6d. net ... LEWIS, May 15",Reginald R. Bennett,['Bennett (Reginald R.)'],,May 15,net
633,"Bennett (Rolf)— The Adventures of Lieut. Lawless, R.N., Cr. 8vo., 75 X 5, pp. 192, 2s. net HODDER & S., July 15",Bennett,Rolf,The Adventures of Lieut,HODDER & S.,2s.,0.1,8vo.,"Bennett (Rolf)— The Adventures of Lieut. Lawless, R.N., Cr. 8vo., 75 X 5, pp. 192, 25. net HODDER & S., July 15",Rolf Bennett,['Bennett (Rolf)'],,July 15,net
634,"Belloc (Hilaire) - A Change in the cabinet. Popular edit. 12mo., pp. 240, is. net METHCEN, Jan. 15",Belloc,Hilaire,A Change in the cabinet,METHCEN,,0.0,12mo.,"Belloc (Hilaire) - A Change in the cabinet. Popular edit. 12mo., pp. 240, is. net METHCEN, Jan. 15",Hilaire Belloc,['Belloc (Hilaire)'],,Jan. 15,
635,"Belloc (Hilaire)-Emmanuel Burden. New ed. Cr. 8vo. 78 X 5, pp. 332, 2s. net METHUEN, Apr. 15",Belloc,Hilaire,Emmanuel Burden,METHUEN,2s.,0.1,8vo.,"Belloc (Hilaire)-Emmanuel Burden. New ed. Cr. 8vo. 78 X 5, pp. 332, 25. net METHUEN, Apr. 15",Hilaire Belloc,['Belloc (Hilaire)'],,Apr. 15,net
636,"Belloc (Hilaire)--A General sketch of the Euro- pean War : the first phase. Cr. 8vo. 8 X 5, pp. 378, 6s. net NELSON, June 15",Belloc,Hilaire,A General sketch of the Euro- pean War : the first phase,NELSON,6s.,0.3,8vo.,"Belloc (Hilaire)--A General sketch of the Euro- pean War : the first phase. Cr. 8vo. 8 X 5, pp. 378, 6s. net NELSON, June 15",Hilaire Belloc,['Belloc (Hilaire)'],,June 15,net
637,"Belloc (Hilaire)—More peers : verses. Pictures by B. T. B. Re-issue. 8vo. 8} X64, pp. 48, bds., s. net .DUCKWORTH, Oct. 15",Belloc,Hilaire,More peers : verses,DUCKWORTH,,0.0,8vo.,"Belloc (Hilaire)—More peers : verses. Pictures by B. T. B. Re-issue. 8vo. 8} X64, pp. 48, bds., IS. net .DUCKWORTH, Oct. 15",Hilaire Belloc,['Belloc (Hilaire)'],,Oct. 15,
638,"Bergholt (Ernest)-A New book of patience games. Illus. Cr. 8vo. 7 X 5, pp. 128, 2s. 6d. net ROUTLEDGE, July 15",Bergholt,Ernest,A New book of patience games,ROUTLEDGE,2s. 6d.,0.125,8vo.,"Bergholt (Ernest)-A New book of patience games. Illus. Cr. 8vo. 7 X 5, pp. 128, 25. 6d. net ROUTLEDGE, July 15",Ernest Bergholt,['Bergholt (Ernest)'],,July 15,net
639,"Bergholt (Ernest)-A Second book of patience games. Cr. 8vo., pp. 126, bds. is. net ROUTLEDGE, Mar. 15",Bergholt,Ernest,A Second book of patience games,ROUTLEDGE,,0.0,8vo.,"Bergholt (Ernest)-A Second book of patience games. Cr. 8vo., pp. 126, bds. is. net ROUTLEDGE, Mar. 15",Ernest Bergholt,['Bergholt (Ernest)'],,Mar. 15,
640,"Bergson (Henri)—The Meaning of the War : life and matter in conflict. With intro. by H. Wildon Carr. Cr. 8vo., pp. 48, 1s. net UNWIN, June 15",Bergson,Henri,The Meaning of the War : life and matter in conflict,UNWIN,1s.,0.05,8vo.,"Bergson (Henri)—The Meaning of the War : life and matter in conflict. With intro. by H. Wildon Carr. Cr. 8vo., pp. 48, Is. net UNWIN, June 15",Henri Bergson,['Bergson (Henri)'],,June 15,net
641,"Berkeley (Comyns) and Bonney (Victor) — The Difficulties and emergencies of obstetric practice, 2nd edit. Ryl. 8vo. 91 x6, pp. 820, CHURCHILL, Feb. 15",Berkeley,Comyns,The Difficulties and emergencies of obstetric practice,CHURCHILL,,0.0,8vo.,"Berkeley (Comyns) and Bonney (Victor) — The Difficulties and emergencies of obstetric practice, 2nd edit. Ryl. 8vo. 91 x6, pp. 820, CHURCHILL, Feb. 15",Comyns Berkeley,"['Berkeley (Comyns)', 'Bonney (Victor)']",,Feb. 15,
642,"Berkeley (Comyns) and Bonney (Victor)- A Guide to gynaecology in general practice. Cr. 4to. 10x7, pp. 476. 25s. net (Oxford medical pubs.)... .MILFORD, Sep. 15",Berkeley,Comyns,A Guide to gynaecology in general practice,MILFORD,25s.,1.25,4to.,"Berkeley (Comyns) and Bonney (Victor)- A Guide to gynaecology in general practice. Cr. 4to. 10x7, pp. 476. 255. net (Oxford medical pubs.)... .MILFORD, Sep. 15",Comyns Berkeley,"['Berkeley (Comyns)', 'Bonney (Victor)']",,Sep. 15,net
643,"Berlioz (Hector)-Gluck and his operas, with an account of their relation to musical art. Cr. 8vo. .W. REEVES, Feb. 15",Berlioz,Hector,"Gluck and his operas, with an account of their relation to musical art",W. REEVES,,0.0,8vo.,"Berlioz (Hector)-Gluck and his operas, with an account of their relation to musical art. Cr. 8vo. .W. REEVES, Feb. 15",Hector Berlioz,['Berlioz (Hector)'],,Feb. 15,
644,"Berly's (J. A.) Universal electrical directory. 10 X 6), pp. 1554, 21s. net ALABASTER, GATEHOUSE, Mar. 15",Berly's,J. A.,Universal electrical directory,"ALABASTER, GATEHOUSE",21s.,1.05,,"Berly's (J. A.) Universal electrical directory. 10 X 6), pp. 1554, 21s. net ALABASTER, GATEHOUSE, Mar. 15",J. A. Berly's,"[""Berly's (J. A.)""]",,Mar. 15,net
645,"Bernard (John Henry, Bp. of Ossory)-Verba Crucis : Good Friday addresses. 12mo., pp. 78, s. net . MOWBRAY, Feb. 15",Bernard,"John Henry, Bp. of Ossory",Verba Crucis : Good Friday addresses,MOWBRAY,,0.0,12mo.,"Bernard (John Henry, Bp. of Ossory)-Verba Crucis : Good Friday addresses. 12mo., pp. 78, IS. net . MOWBRAY, Feb. 15","John Henry, Bp. of Ossory Bernard","['Bernard (John Henry, Bp. of Ossory)']",,Feb. 15,
646,"Bernhardi (Friedrich von)-World power or down. fall. Cr. 8vo., pp. 128, swd. is. net PEARSON, May 15",Bernhardi,Friedrich von,World power or down,PEARSON,,0.0,8vo.,"Bernhardi (Friedrich von)-World power or down. fall. Cr. 8vo., pp. 128, swd. is. net PEARSON, May 15",Friedrich von Bernhardi,['Bernhardi (Friedrich von)'],,May 15,
647,"Berridge (W. S.)-Wonders of animal life. 8vo. &}x51, pp. 275, 6s. net . SIMPKIN, Oct. 15",Berridge,W. S.,Wonders of animal life,SIMPKIN,6s.,0.3,8vo.,"Berridge (W. S.)-Wonders of animal life. 8vo. &}x51, pp. 275, 6s. net . SIMPKIN, Oct. 15",W. S. Berridge,['Berridge (W. S.)'],,Oct. 15,net
648,"Berry (A. J.)- Volumetric analysis. 8vo. 87 x 54, pp. 146, 6s. 6d. net CAMB. UNIV. PR., May 15",Berry,A. J.,Volumetric analysis,CAMB. UNIV. PR.,6s. 6d.,0.325,8vo.,"Berry (A. J.)- Volumetric analysis. 8vo. 87 x 54, pp. 146, 6s. 6d. net CAMB. UNIV. PR., May 15",A. J. Berry,['Berry (A. J.)'],,May 15,net
649,"Berry (Henry F.)—A History of the Royal Dublin Society. Ryl. 8vo. 15s. net LONGMANS, Feb. 15",Berry,Henry F.,A History of the Royal Dublin Society,LONGMANS,15s.,0.75,8vo.,"Berry (Henry F.)—A History of the Royal Dublin Society. Ryl. 8vo. 155. net LONGMANS, Feb. 15",Henry F. Berry,['Berry (Henry F.)'],,Feb. 15,net
650,"Besant (Sir Walter)-For faith and freedom. Cr. 8vo., pp. 340, is, net. (Khaki library) CHATTO, Jan, 15",Besant,Sir Walter,For faith and freedom,CHATTO,,0.0,8vo.,"Besant (Sir Walter)-For faith and freedom. Cr. 8vo., pp. 340, is, net. (Khaki library) CHATTO, Jan, 15",Sir Walter Besant,['Besant (Sir Walter)'],,"Jan, 15",
651,"Besant (Sir Walter)-The Rebel queen. Cr. 8vo. pp. 380, is. net. (Khakilib.) CHATTO, Mar. 15, Besant (Sir Walter) - St. Katherine's by the Tower. Cr. 8vo., pp. 382, is. net. (Khaki library) . CHATTO, Jan, 15",Besant,Sir Walter,The Rebel queen,CHATTO,,0.0,8vo.,"Besant (Sir Walter)-The Rebel queen. Cr. 8vo. pp. 380, is. net. (Khakilib.) CHATTO, Mar. 15, Besant (Sir Walter) - St. Katherine's by the Tower. Cr. 8vo., pp. 382, is. net. (Khaki library) . CHATTO, Jan, 15",Sir Walter Besant,['Besant (Sir Walter)'],,"Jan, 15",
