entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,is_net
"Aunt Sarah and the War: a tale of transforma- tions. [By Wilfrid Meynell.] Cr. 8vo. 58. net HARRAP, May '18",,,Aunt Sarah and the War: a tale of transforma- tions,HARRAP,,8vo.,"Aunt Sarah and the War: a tale of transforma- tions. [By Wilfrid Meynell.] Cr. 8vo. 58. net HARRAP, May '18",,,,May '18,
"Australia-Trade : Report of H M. Trade Com- missioner in the Commonwealth of Australia, 1917. 3d.....H.M. STATIONERY OFF., Oct. '18",,,Australia-Trade : Report of H M. Trade Com- missioner in the Commonwealth of Australia,H.M. STATIONERY OFF.,3d.,,"Australia-Trade : Report of H M. Trade Com- missioner in the Commonwealth of Australia, 1917. 3d.....H.M. STATIONERY OFF., Oct. '18",,,,Oct. '18,
"Autocar handbook (The): a guide to the motor car. 8th ed. 8vo. 81 x 54, pp. 304, 23. 6d. net ILIFFE, Nov. '18",,,Autocar handbook (The): a guide to the motor car,ILIFFE,6d.,8vo.,"Autocar handbook (The): a guide to the motor car. 8th ed. 8vo. 81 x 54, pp. 304, 23. 6d. net ILIFFE, Nov. '18",,,,Nov. '18,net
"Avory?(Harold)— Line up! : a tale of the new house at Farnstead. Fol. 101 x 71, pp. 220, 6s. det? COLLINS, Oct. '18",,,Avory?(Harold)— Line up! : a tale of the new house at Farnstead,COLLINS,,,"Avory?(Harold)— Line up! : a tale of the new house at Farnstead. Fol. 101 x 71, pp. 220, 6s. det? COLLINS, Oct. '18",,,,Oct. '18,
"Ayeen Akheri, Gladwin's, Supplement to the first volume of, Williams (1,. F. R.) 3s.net..Mar.is Ayre (G. B.)—Suggestions for a syllabus ip reli- gious teaching. New ed. Cr. 8vo. 3s. net, swd. 28. net ..LONGMANS, Oct.'18",,,"Ayeen Akheri, Gladwin's, Supplement to the first volume of, Williams (1,",LONGMANS,,8vo.,"Ayeen Akheri, Gladwin's, Supplement to the first volume of, Williams (1,. F. R.) 3s.net..Mar.is Ayre (G. B.)—Suggestions for a syllabus ip reli- gious teaching. New ed. Cr. 8vo. 35. net, swd. 28. net ..LONGMANS, Oct.'18",,,,Oct.'18,
"Ayres' Cricket companion, 1918. Fui. by W. R. Weir. 64 x 4, pp. 172, 6d. .. AYRES, J:19. '18",,,Ayres' Cricket companion,AYRES,6d.,,"Ayres' Cricket companion, 1918. Fui. by W. R. Weir. 64 x 4, pp. 172, 6d. .. AYRES, J:19. '18",,,,J:19. '18,
"Ayres' Lawn tennis almanack and tournament guide, 1918. Ed. by A. Wallis Myers. 61 x 5, pp. 189, 1s. 6d. net .AYRLS, May '18",,,Ayres' Lawn tennis almanack and tournament guide,AYRLS,1s. 6d.,,"Ayres' Lawn tennis almanack and tournament guide, 1918. Ed. by A. Wallis Myers. 61 x 5, pp. 189, Is. 6d. net .AYRLS, May '18",,,,May '18,net
"Azimuddin Ahmad-Sams al-Ulum : die au Sudarabien bezüglichen Angaben Naswans Gesammelt, alphabetisch geordnet und heraus- gegeben von Azimuddin Ahmad Ryl. 8vo. pp. 230, 5s. (Gibb Memorial Fund, Vol. 24.) LUZAC, Apr. '18.",,,"Azimuddin Ahmad-Sams al-Ulum : die au Sudarabien bezüglichen Angaben Naswans Gesammelt, alphabetisch geordnet und heraus- gegeben von Azimuddin Ahmad",LUZAC,5s.,8vo.,"Azimuddin Ahmad-Sams al-Ulum : die au Sudarabien bezüglichen Angaben Naswans Gesammelt, alphabetisch geordnet und heraus- gegeben von Azimuddin Ahmad Ryl. 8vo. pp. 230, 55. (Gibb Memorial Fund, Vol. 24.) LUZAC, Apr. '18.",,,,Apr. '18,
"B. E. F. Times (The): a facsimile reprint of the trench magazine. Fol. 10 X7}, 7s. 6d. net JENKINS, Oct. '18",,,B. E. F. Times (The): a facsimile reprint of the trench magazine,JENKINS,7s. 6d.,,"B. E. F. Times (The): a facsimile reprint of the trench magazine. Fol. 10 X7}, 75. 6d. net JENKINS, Oct. '18",,,,Oct. '18,net
"Babu Lal Sud-Some thoughts. &vo. pp. 20, swd. 6d. net ..ST. CLEMENTS PR., Oa.'18",,,Babu Lal Sud-Some thoughts,ST. CLEMENTS PR.,6d.,,"Babu Lal Sud-Some thoughts. &vo. pp. 20, swd. 6d. net ..ST. CLEMENTS PR., Oa.'18",,,,Oa.'18,net
"Bacon's New large-print map of London and Suburbs. Extending from Hampton Court to Greenwich and Highgate to the Crystal Palace. Cr. 8vo. 71 x 5 (case) on cl. 3s. net, on ppr. is. 3d. net BACON, Aug '18",,,Bacon's New large-print map of London and Suburbs,BACON,3d.,8vo.,"Bacon's New large-print map of London and Suburbs. Extending from Hampton Court to Greenwich and Highgate to the Crystal Palace. Cr. 8vo. 71 x 5 (case) on cl. 3s. net, on ppr. is. 3d. net BACON, Aug '18",,,,Aug '18,net
"Ballot Act, 1872, &c.-Abstr. of election duties of returning officer, id. ;. Instruc. to presiding officers and clerks, Parliamentary election, id. H.M. STATIONERY OFF., Oct. '18",,,Ballot Act,H.M. STATIONERY OFF.,,,"Ballot Act, 1872, &c.-Abstr. of election duties of returning officer, id. ;. Instruc. to presiding officers and clerks, Parliamentary election, id. H.M. STATIONERY OFF., Oct. '18",,,,Oct. '18,
"Bank amalgamation Report of Treasury Com- mittee. id. H.M. STATIONERY OFF., May '18",,,Bank amalgamation Report of Treasury Com- mittee,H.M. STATIONERY OFF.,,,"Bank amalgamation Report of Treasury Com- mittee. id. H.M. STATIONERY OFF., May '18",,,,May '18,
"Bank of England--Copy of all applicatijns for advances to Government authorized by Parliament, fr. Jan. 6, 1917-to Jan. 5, 1918. 1d. ........H. M. STATIONERY OFF., Feb. '18",,,"Bank of England--Copy of all applicatijns for advances to Government authorized by Parliament, fr",H. M. STATIONERY OFF.,1d.,,"Bank of England--Copy of all applicatijns for advances to Government authorized by Parliament, fr. Jan. 6, 1917-to Jan. 5, 1918. Id. ........H. M. STATIONERY OFF., Feb. '18",,,,Feb. '18,
"Banker's part in reconstruction (The). Ryl. Svo. 98 x6, pp. 40, swd. 6d. (Papers 1or the present) .HCAD EY, May '18",,,Banker's part in reconstruction (The),HCAD EY,6d.,,"Banker's part in reconstruction (The). Ryl. Svo. 98 x6, pp. 40, swd. 6d. (Papers 1or the present) .HCAD EY, May '18",,,,May '18,
"Bankim Chandra Chatterjee—The Story of the rings. Tr. by P. N. Bose and H. W. B. Moreno. 12nio. pp. 42, bds. 1s. ..LUZAC, July '18",,,Bankim Chandra Chatterjee—The Story of the rings,LUZAC,1s.,,"Bankim Chandra Chatterjee—The Story of the rings. Tr. by P. N. Bose and H. W. B. Moreno. 12nio. pp. 42, bds. Is. ..LUZAC, July '18",,,,July '18,
"Baptist handbook for 1918. Ed. by J. H. Shake- Speare. Cr. 8vo. 7* x 51, pp. 174, 2s. 6d. net BAPTIST UNION PUBX. DEPT., Mor. '18",,,Baptist handbook for,BAPTIST UNION PUBX. DEPT.,2s. 6d.,8vo.,"Baptist handbook for 1918. Ed. by J. H. Shake- Speare. Cr. 8vo. 7* x 51, pp. 174, 2s. 6d. net BAPTIST UNION PUBX. DEPT., Mor. '18",,,,Mor. '18,net
"Barker Arthur H.)-Fuel economy in cooking apparatus : lectures. 8vo. 1s. 60. net (4, Catherine St.,W.C.2) “ THE BUILDER, Oct.'18",,,Barker Arthur H.)-Fuel economy in cooking apparatus : lectures,THE BUILDER,,8vo.,"Barker Arthur H.)-Fuel economy in cooking apparatus : lectures. 8vo. Is. 60. net (4, Catherine St.,W.C.2) “ THE BUILDER, Oct.'18",,,,Oct.'18,
"Baronetage, Roll of the. Rev. to Dec. 15, 1917. is. 6d.......H.M. STATIONERY OFF., Feb. '18",,,"Baronetage, Roll of the",H.M. STATIONERY OFF.,6d.,,"Baronetage, Roll of the. Rev. to Dec. 15, 1917. is. 6d.......H.M. STATIONERY OFF., Feb. '18",,,,Feb. '18,
"Bartholomew's Contoured map of London environs. (Case) 71 X4, 3s. 6d. net BARTHOLOMEW, Nov. '18",,,Bartholomew's Contoured map of London environs,BARTHOLOMEW,3s. 6d.,,"Bartholomew's Contoured map of London environs. (Case) 71 X4, 35. 6d. net BARTHOLOMEW, Nov. '18",,,,Nov. '18,net
"Bath bun (The): the book of the Bath War Hopital. 94 x 71, pp. 126, 2s, 6d. (Bath : 12 Northgate St.) HERALD PR., Jan.'18",,,Bath bun (The): the book of the Bath War Hopital,HERALD PR.,2s. 6d.,,"Bath bun (The): the book of the Bath War Hopital. 94 x 71, pp. 126, 2s, 6d. (Bath : 12 Northgate St.) HERALD PR., Jan.'18",,,,Jan.'18,
"Bath, in history and social tradition. 18mo. 64 x 41, pp: 96, 2s. 6d. net J. MURRAY, Mar. '18",,,"Bath, in history and social tradition",J. MURRAY,2s. 6d.,18mo.,"Bath, in history and social tradition. 18mo. 64 x 41, pp: 96, 25. 6d. net J. MURRAY, Mar. '18",,,,Mar. '18,net
"Baylis (H. R. / -Handmaids of the Lord: some thoughts on the future of womanhood. 5x3, pp. 63, 6d. n t Soc. SS. PETER & PAUL, Jan. '18",,,Baylis (H. R. / -Handmaids of the Lord: some thoughts on the future of womanhood,SS. PETER & PAUL,,,"Baylis (H. R. / -Handmaids of the Lord: some thoughts on the future of womanhood. 5x3, pp. 63, 6d. n t Soc. SS. PETER & PAUL, Jan. '18",,,,Jan. '18,
"Beazley (Raymond), Forbes (Nevill) and Birkett (G. A.)-Russia, from the Varangians to the Bolsheviks. Map. 8vo. 8 X55, pp. 625, 8s. 6d. net .(Clarendon Pr.) MILFORD, Sep. '18",,,"Russia, from the Varangians to the Bolsheviks",MILFORD,,8vo.,"Beazley (Raymond), Forbes (Nevill) and Birkett (G. A.)-Russia, from the Varangians to the Bolsheviks. Map. 8vo. 8 X55, pp. 625, 8s. 6d. net .(Clarendon Pr.) MILFORD, Sep. '18",,"['Beazley (Raymond), Forbes (Nevill)', 'Birkett (G. A.)']",,Sep. '18,
"Behind the veil in Persia : English documents. 8vo. pp. 164, swd. 3s. ...... LUZAC, May '18",,,Behind the veil in Persia : English documents,LUZAC,3s.,8vo.,"Behind the veil in Persia : English documents. 8vo. pp. 164, swd. 35. ...... LUZAC, May '18",,,,May '18,
"Beltaine time : Highland echoes and day dreams Bentley (Phyllis E.)-The World's bane, and other stories. Cr. 8vo. 74 x 5, pp. 118, 38. 6d. pet in London. 74 X 5, pp. 48, 2s. net STOCKWELL, Nov. '18",,,"Beltaine time : Highland echoes and day dreams Bentley (Phyllis E.)-The World's bane, and other stories",STOCKWELL,2s.,8vo.,"Beltaine time : Highland echoes and day dreams Bentley (Phyllis E.)-The World's bane, and other stories. Cr. 8vo. 74 x 5, pp. 118, 38. 6d. pet in London. 74 X 5, pp. 48, 25. net STOCKWELL, Nov. '18",,,,Nov. '18,net
"UNWIN, Aug. '18",,,,UNWIN,,,"UNWIN, Aug. '18",,,,Aug. '18,
"APPLETON, Sep. '18 Bentwich (Herbert) see Stoker (W. H.) and Bend (Palmer)—The Smiting of the rock: a tale Bentwich. of Oregon. Cr. 8vo. 7] X5), pp. 334, 6s. net PUTNAM, Oct. '18",,,"APPLETON, Sep",PUTNAM,6s.,8vo.,"APPLETON, Sep. '18 Bentwich (Herbert) see Stoker (W. H.) and Bend (Palmer)—The Smiting of the rock: a tale Bentwich. of Oregon. Cr. 8vo. 7] X5), pp. 334, 6s. net PUTNAM, Oct. '18",,,,Oct. '18,net
"Benedict IX and Gregory VI, Poole (R. L.) 3s. net rib. '18 Beresford (J. D.)—Nineteen impressions. Ur. Svo. Bengal and Assam, Behar and Orissa, Playne (S.) 7* X 5, pp. 241, 6s. . SIDGWICK & J., Feb. '18",,,"Benedict IX and Gregory VI, Poole (R. L.)",SIDGWICK & J.,6s.,,"Benedict IX and Gregory VI, Poole (R. L.) 35. net rib. '18 Beresford (J. D.)—Nineteen impressions. Ur. Svo. Bengal and Assam, Behar and Orissa, Playne (S.) 7* X 5, pp. 241, 6s. . SIDGWICK & J., Feb. '18",,,,Feb. '18,
"Cr. 8vo. 7 X 5, pp. 328, 6s. net Berkshire, Agriculturi ini, UI11d. vi. vu.bet CASSELL, Anr. '18",,,,CASSELL,,8vo.,"Cr. 8vo. 7 X 5, pp. 328, 6s. net Berkshire, Agriculturi ini, UII Id. vi. vu.bet CASSELL, Anr. '18",,,,Anr. '18,
"Lessons for Holy Days, set forth in the Report of the Joint Committee of the Convocation of Bennett (Arnold)-Self and self-management : essays about existing. Cr. 8vo 74 x 5, pp 120 Canterbury, and approved by both Houses, HODDER & S., Dec. '18",,,"Lessons for Holy Days, set forth in the Report of the Joint Committee of the Convocation of Bennett (Arnold)-Self and self-management : essays about existing",HODDER & S.,,8vo,"Lessons for Holy Days, set forth in the Report of the Joint Committee of the Convocation of Bennett (Arnold)-Self and self-management : essays about existing. Cr. 8vo 74 x 5, pp 120 Canterbury, and approved by both Houses, HODDER & S., Dec. '18",,,,Dec. '18,
"May, 1917. Cr. 8vo. 71x41, pp. 63, swd. net ..S.P.C.K., May '18",,,May,S.P.C.K.,,8vo.,"May, 1917. Cr. 8vo. 71x41, pp. 63, swd. net ..S.P.C.K., May '18",,,,May '18,
"HODDER & S., Nov.'18",,,,HODDER & S.,,,"HODDER & S., Nov.'18",,,,Nov.'18,
"NELSON, Oct. '18",,,,NELSON,,,"NELSON, Oct. '18",,,,Oct. '18,
"Vol. 15, Vol. 32, s. Best book on gardening (The). 2nd ed., rev., of “ The Single-handed gardener.” Illus. Cr. 8vo. 8 X 5, pp. 258, s. 3d. TEMPLE PR., Jan. '18",,,Vol,TEMPLE PR.,3d.,8vo.,"Vol. 15, Vol. 32, IS. Best book on gardening (The). 2nd ed., rev., of “ The Single-handed gardener.” Illus. Cr. 8vo. 8 X 5, pp. 258, IS. 3d. TEMPLE PR., Jan. '18",,,,Jan. '18,
"Best of both worlds, Valghun (II.) and Marvell (A.) (Meynell) 3s. net .] ::ly's Bethune-Baker (J. F.)--The Faith of the Apostles' Crecd : an essay in adjustment of belief and faith. Cr. 8vo. 71 X 5, pp. 246, 59. net MACMILLAN, Dec. '18",,,"Best of both worlds, Valghun (II",MACMILLAN,,8vo.,"Best of both worlds, Valghun (II.) and Marvell (A.) (Meynell) 35. net .] ::ly's Bethune-Baker (J. F.)--The Faith of the Apostles' Crecd : an essay in adjustment of belief and faith. Cr. 8vo. 71 X 5, pp. 246, 59. net MACMILLAN, Dec. '18",,,,Dec. '18,
"Bet ween the lights : a selection of thoughts. Compiled by “J.E. 18mo. 6 X 3), pp. 46, swil. 6d. net (Rosemary booklets) SIMPKIN, Sep. '18",,,Bet ween the lights : a selection of thoughts,SIMPKIN,6d.,18mo.,"Bet ween the lights : a selection of thoughts. Compiled by “J.E. 18mo. 6 X 3), pp. 46, swil. 6d. net (Rosemary booklets) SIMPKIN, Sep. '18",,,,Sep. '18,net
"Bews (J. W.--The Grasses and grasslands of South Africa. Illus., map. 8vo. 9 X5!, pp. 161, gs. net . WESLEY, Dec. '18",,,Bews (J. W.--The Grasses and grasslands of South Africa,WESLEY,,8vo.,"Bews (J. W.--The Grasses and grasslands of South Africa. Illus., map. 8vo. 9 X5!, pp. 161, gs. net . WESLEY, Dec. '18",,,,Dec. '18,
"Bible-Pearl 32mo. Reference Bible. Wide margins, on specially prepared Oxford India paper. 61 x 5, from 18s. 6d. net MILFORD, July '18",,,Bible-Pearl,MILFORD,18s. 6d.,32mo.,"Bible-Pearl 32mo. Reference Bible. Wide margins, on specially prepared Oxford India paper. 61 x 5, from 18S. 6d. net MILFORD, July '18",,,,July '18,net
"Bible-The Scofield reference Bible: being the Holy Bible, Authorized Version, ed. by the Rev C. I. Scofield, with new system of para- graphs, topical references, annotations, mar- ginal renderings, summaries, definitions, index, helps at hard places, and 12 maps. Minion 16mo. Clarendon type, (facsim. of brevier 8vo. ed.) fr. 12s. net, Oxford India paper, fr. 26s. net MILFORD, June '18",,,"Bible-The Scofield reference Bible: being the Holy Bible, Authorized Version, ed",MILFORD,26s.,16mo.,"Bible-The Scofield reference Bible: being the Holy Bible, Authorized Version, ed. by the Rev C. I. Scofield, with new system of para- graphs, topical references, annotations, mar- ginal renderings, summaries, definitions, index, helps at hard places, and 12 maps. Minion 16mo. Clarendon type, (facsim. of brevier 8vo. ed.) fr. 12s. net, Oxford India paper, fr. 26S. net MILFORD, June '18",,,,June '18,net
"Bible-searching almanac for 1919. Cr. 8vo 7x 41, swd. itd. net .J. F. SHAW, Oct. '18",,,Bible-searching almanac for,J. F. SHAW,,8vo,"Bible-searching almanac for 1919. Cr. 8vo 7x 41, swd. itd. net .J. F. SHAW, Oct. '18",,,,Oct. '18,
"Bihar and Orissa Research Society-Journal. Vol. 3, no. 4, Hathi-Gumpha inscription of the Emperor Khara-Vela (173 BC-160 B.C.), by K. P. Jayaswal, &c. Ryl. 8vo. pp. 425-571. 108. ... LUZAC, May'18",,,Bihar and Orissa Research Society-Journal,LUZAC,,8vo.,"Bihar and Orissa Research Society-Journal. Vol. 3, no. 4, Hathi-Gumpha inscription of the Emperor Khara-Vela (173 BC-160 B.C.), by K. P. Jayaswal, &c. Ryl. 8vo. pp. 425-571. 108. ... LUZAC, May'18",,,,May'18,
"Bill Committees, Opposed Private, Session 1917– Report fr. Ctte. of Selection. id. H.M. STATIONERY OFF., Mar. '18",,,"Bill Committees, Opposed Private, Session",H.M. STATIONERY OFF.,,,"Bill Committees, Opposed Private, Session 1917– Report fr. Ctte. of Selection. id. H.M. STATIONERY OFF., Mar. '18",,,,Mar. '18,
"Bills-Representation of the people : Pts. 1 and 2 as amended in Ctte., 3d. ; do. : as amended in Ctte., 1s. 6d. ; do. : as amended on Report and on 3rd Reading, is. 3d.; do.: Amend. ments, ea. id. or 20.; do.: Marshalled lists of amenilments to be moved in Ctte., ea. Ad. or 60.; do. : Marshallel lits of amendments to be moved on Report, ea. 2d., 3d. or 6d. ; do. : Lords amendments, od.; Coal mines control agreement (Confirmation): Amendments, ea. id. ; Bi hopries of Rra:lford and Coventry, id. ; do. (H.L.): Amendments, id. ; do. (H.1): a amen led in Ctte., 1d.; Nat. Health Insurance : Amendments, ea. id. ; do. : Marshalled li: to! amendments to be moved in Ctte., 20. ; do. : as amended in Ctte., il. ; Nat. Insurance (Unemployment) : Amendment, id.; Wills (Soldiers and sailors) (H.L.), id.; do. : amended in Ctte., id. ; do. : Aminiments, ea. id. ; do. : Marshall d li: t of amen lments, id. ; do.: As amended on 3rd Readiny, id.; Non- ferrous metal indu. try, 2d. ; do. : Amendments, id.; do.: as amended in Ctte., id.; Metro- politan Police, 12.; Military service, id. ; do. : as amended in Ctte., id.; Nat. registration (Amendment), id.; Education (No. 2), 3d. ; Port Glasgow Water Ordo Confirm., 3d.; Marriages Prov. Order (No. 2), id. ; Redistribu- tion of seats (Ireland), 2d. H.M. STATIONERY OFF., Jan. '18",,,Bills-Representation of the people : Pts,H.M. STATIONERY OFF.,2d.,,"Bills-Representation of the people : Pts. 1 and 2 as amended in Ctte., 3d. ; do. : as amended in Ctte., Is. 6d. ; do. : as amended on Report and on 3rd Reading, is. 3d.; do.: Amend. ments, ea. id. or 20.; do.: Marshalled lists of amenilments to be moved in Ctte., ea. Ad. or 60.; do. : Marshallel lits of amendments to be moved on Report, ea. 2d., 3d. or 6d. ; do. : Lords amendments, od.; Coal mines control agreement (Confirmation): Amendments, ea. id. ; Bi hopries of Rra:lford and Coventry, id. ; do. (H.L.): Amendments, id. ; do. (H.1): a amen led in Ctte., Id.; Nat. Health Insurance : Amendments, ea. id. ; do. : Marshalled li: to! amendments to be moved in Ctte., 20. ; do. : as amended in Ctte., il. ; Nat. Insurance (Unemployment) : Amendment, id.; Wills (Soldiers and sailors) (H.L.), id.; do. : amended in Ctte., id. ; do. : Aminiments, ea. id. ; do. : Marshall d li: t of amen lments, id. ; do.: As amended on 3rd Readiny, id.; Non- ferrous metal indu. try, 2d. ; do. : Amendments, id.; do.: as amended in Ctte., id.; Metro- politan Police, 12.; Military service, id. ; do. : as amended in Ctte., id.; Nat. registration (Amendment), id.; Education (No. 2), 3d. ; Port Glasgow Water Ordo Confirm., 3d.; Marriages Prov. Order (No. 2), id. ; Redistribu- tion of seats (Ireland), 2d. H.M. STATIONERY OFF., Jan. '18",,,,Jan. '18,
"Bills—Military service : Amendments, id. ; Nat. Health Insurance : as amınded on Report, 6d. ; do. :. Lords amendments, 2d.;. Non-ferrous metal indu: try : as amended in Ctte., 2d. ; Representation of the people : Commons rea ons for li agreeing to certain of Lords Amendments, and Commons Amendments to certain of Lords Amendments, 2d. ; do. : Commons reason for di agreeing to one of the last Amendments made by the Lords, and Commons Amendments to certain of the la: t Amendments made by the Lords, id.; do.: Lords Amendments to Commons Amendments to Lords Amendments, Lords Amendments proposed in lieu of certain Lords Amendments di agreed to by the Commons, and Lords reasons for insi ting on certain other of their Amendments lisagreed to by the Commons, id.; Income tax (H.L.), 2s. 6d.; Solicitors (Qualification of women) (H.1..), id.; Tru: tee savings banks, id. H.M. STATIONERY OFF., Feb. '18",,,"Bills—Military service : Amendments, id. ; Nat",H.M. STATIONERY OFF.,,,"Bills—Military service : Amendments, id. ; Nat. Health Insurance : as amınded on Report, 6d. ; do. :. Lords amendments, 2d.;. Non-ferrous metal indu: try : as amended in Ctte., 2d. ; Representation of the people : Commons rea ons for li agreeing to certain of Lords Amendments, and Commons Amendments to certain of Lords Amendments, 2d. ; do. : Commons reason for di agreeing to one of the last Amendments made by the Lords, and Commons Amendments to certain of the la: t Amendments made by the Lords, id.; do.: Lords Amendments to Commons Amendments to Lords Amendments, Lords Amendments proposed in lieu of certain Lords Amendments di agreed to by the Commons, and Lords reasons for insi ting on certain other of their Amendments lisagreed to by the Commons, id.; Income tax (H.L.), 25. 6d.; Solicitors (Qualification of women) (H.1..), id.; Tru: tee savings banks, id. H.M. STATIONERY OFF., Feb. '18",,,,Feb. '18,
"BillsMidwives: as amended in Ctte., ed. ; do. : as amended on Report, 2d. ; do. : Amendments, ea. id.; Land drainage : as amended in Ctte., 20.; do.: as amended on Report, 2d. ; do. : Amendments, ea. id.; Union of benefices (H.L.), 2d.; do. : Amendments, id.; dc.: İncorporated sections of previous acts, 2d. ; Corn productiсn (Amendment) (H.L.), id. ; do. : as amended in Ctte., d.; do. : amended on Report, id.; do. : Amendments, ea. 1d.; Loans (Incumbents of benefices) Amendment (H.L.), id. ; Small holding colonies (Amendment): as amended in Ctte., id.; do.: as amended on Report, id. ; do. : as amended on 3rd Reading, id. ; do. : Amend- ments, ca. id. ; do. : Commons amendments to Lords amendments, id.; Tithe rentcharge redemption (H.L.), id. ; Parliament and local elections, id. ; do.: as amended in Ctte., id. ; do. : Lords amendment, id.; Matemity and child welfare, id.; do. : as amended in Ctte., id.; do. : Amendments, ea. id.; Labourers (Ireland), id. ; Education, 6d.; do. : Amend. ments, ea. 1d.; do. : Marshalled list of amend- ments to be moved in Ctte., 2d.; do. : as amended in Ctte., 4d.; Trade Boards, 3d. ; do. : as amended by Standing Ctte. B, 3d. ; British nationality and status of aliens, id.; do. : as amended in Ctte., id. ; do. : Amend- ments, ea. id. ; War loan, id. ; Lotteries (War charities) [H.L.), id. ; Naval prize, id. ; Asylums officers' superannuation, id.; Statu. tory undertakings (Temporary increase of charges), id.; do. : Amendments, id. ; Public works loans, id.; Trading with the enemy (Amendment), 2d.; Government war obliga- tions, id.; Local Govt. Prov. Ord. (No. 7): Birmingham, id. ; do. (No. 8): Blackpool and Southport, 4d.; do. (No. 9): Manchester, 3d. ; Tithe, id.; Public health (Borrowing powers) (Ireland), íd. H.M. STATIONERY OFF., July '18",,,BillsMidwives: as amended in Ctte,H.M. STATIONERY OFF.,,,"BillsMidwives: as amended in Ctte., ed. ; do. : as amended on Report, 2d. ; do. : Amendments, ea. id.; Land drainage : as amended in Ctte., 20.; do.: as amended on Report, 2d. ; do. : Amendments, ea. id.; Union of benefices (H.L.), 2d.; do. : Amendments, id.; dc.: İncorporated sections of previous acts, 2d. ; Corn productiсn (Amendment) (H.L.), id. ; do. : as amended in Ctte., d.; do. : amended on Report, id.; do. : Amendments, ea. Id.; Loans (Incumbents of benefices) Amendment (H.L.), id. ; Small holding colonies (Amendment): as amended in Ctte., id.; do.: as amended on Report, id. ; do. : as amended on 3rd Reading, id. ; do. : Amend- ments, ca. id. ; do. : Commons amendments to Lords amendments, id.; Tithe rentcharge redemption (H.L.), id. ; Parliament and local elections, id. ; do.: as amended in Ctte., id. ; do. : Lords amendment, id.; Matemity and child welfare, id.; do. : as amended in Ctte., id.; do. : Amendments, ea. id.; Labourers (Ireland), id. ; Education, 6d.; do. : Amend. ments, ea. Id.; do. : Marshalled list of amend- ments to be moved in Ctte., 2d.; do. : as amended in Ctte., 4d.; Trade Boards, 3d. ; do. : as amended by Standing Ctte. B, 3d. ; British nationality and status of aliens, id.; do. : as amended in Ctte., id. ; do. : Amend- ments, ea. id. ; War loan, id. ; Lotteries (War charities) [H.L.), id. ; Naval prize, id. ; Asylums officers' superannuation, id.; Statu. tory undertakings (Temporary increase of charges), id.; do. : Amendments, id. ; Public works loans, id.; Trading with the enemy (Amendment), 2d.; Government war obliga- tions, id.; Local Govt. Prov. Ord. (No. 7): Birmingham, id. ; do. (No. 8): Blackpool and Southport, 4d.; do. (No. 9): Manchester, 3d. ; Tithe, id.; Public health (Borrowing powers) (Ireland), íd. H.M. STATIONERY OFF., July '18",,,,July '18,
"Bills—Trade boards : Amendments, id. ; do. : as amended in Ctte., 3d. ; British nationality and status of aliens : Marshalled list of amend. ments to be nioved in Ctte., 1d. ; do. : Second marshalled list of amendments, id.; do. : as amended on Report, id; Asylums officers' superannuation : Amendment, id. ; do.: as amended in Ctte., id.; Statutory undertakings (Temporary increase of charges) : Marshalled list of amendments to be moved in Cite., 1d. ; Trading with the enemy (Amendment): Amend. ment, id. ; Rothesay Tramways (Amendment) Ord. confirm., id. ; Education : as amended in Ctte., 6d. : do. : as amended on Report, 6d. ; Petroleum (Production), id.; Union of benefices (H. L.): as amended on 3rd Reading, 20. ; Consolidated Fund (NO. 3), id. ; Burgbs gas supply (Scotland) Amendment, id. ; In- come tax (H. L.), 23. ; Irish land (Provision for sailors and soldiers). 10. ; Education (Scotland) : as amended by Sianding Ctte. on Scottish Bills, 4d. ; Midwives, 2d. H.M. STATIONERY OFF., Aug. '18",,,"Bills—Trade boards : Amendments, id. ; do",H.M. STATIONERY OFF.,2d.,,"Bills—Trade boards : Amendments, id. ; do. : as amended in Ctte., 3d. ; British nationality and status of aliens : Marshalled list of amend. ments to be nioved in Ctte., Id. ; do. : Second marshalled list of amendments, id.; do. : as amended on Report, id; Asylums officers' superannuation : Amendment, id. ; do.: as amended in Ctte., id.; Statutory undertakings (Temporary increase of charges) : Marshalled list of amendments to be moved in Cite., Id. ; Trading with the enemy (Amendment): Amend. ment, id. ; Rothesay Tramways (Amendment) Ord. confirm., id. ; Education : as amended in Ctte., 6d. : do. : as amended on Report, 6d. ; Petroleum (Production), id.; Union of benefices (H. L.): as amended on 3rd Reading, 20. ; Consolidated Fund (NO. 3), id. ; Burgbs gas supply (Scotland) Amendment, id. ; In- come tax (H. L.), 23. ; Irish land (Provision for sailors and soldiers). 10. ; Education (Scotland) : as amended by Sianding Ctte. on Scottish Bills, 4d. ; Midwives, 2d. H.M. STATIONERY OFF., Aug. '18",,,,Aug. '18,
